Time_GPS;Latitude_GPS;Longitude_GPS;Accuracy_GPS;Altitude_GPS;Speed_GPS;Bearing_GPS
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
10:24:48:008;48.73329257;9.12117321;50;442;14.621451;316.39996
