09:24:48:015;10:24:47:954;955.44763
09:24:48:023;10:24:47:954;955.44763
09:24:48:031;10:24:47:954;955.44763
09:24:48:039;10:24:47:954;955.44763
09:24:48:046;10:24:47:954;955.44763
09:24:48:054;10:24:47:954;955.44763
09:24:48:062;10:24:48:058;1005.76526
09:24:48:070;10:24:48:058;1005.76526
09:24:48:078;10:24:48:058;1005.76526
09:24:48:085;10:24:48:058;1005.76526
09:24:48:093;10:24:48:058;1005.76526
09:24:48:101;10:24:48:058;1005.76526
09:24:48:109;10:24:48:058;1005.76526
09:24:48:117;10:24:48:058;1005.76526
09:24:48:125;10:24:48:058;1005.76526
09:24:48:132;10:24:48:058;1005.76526
09:24:48:140;10:24:48:058;1005.76526
09:24:48:148;10:24:48:058;1005.76526
09:24:48:156;10:24:48:058;1005.76526
09:24:48:164;10:24:48:159;997.85504
09:24:48:171;10:24:48:159;997.85504
09:24:48:179;10:24:48:159;997.85504
09:24:48:187;10:24:48:159;997.85504
09:24:48:195;10:24:48:159;997.85504
09:24:48:203;10:24:48:159;997.85504
09:24:48:210;10:24:48:159;997.85504
09:24:48:218;10:24:48:159;997.85504
09:24:48:226;10:24:48:159;997.85504
09:24:48:234;10:24:48:159;997.85504
09:24:48:242;10:24:48:159;997.85504
09:24:48:250;10:24:48:159;997.85504
09:24:48:257;10:24:48:159;997.85504
09:24:48:265;10:24:48:263;966.8309
09:24:48:273;10:24:48:263;966.8309
09:24:48:281;10:24:48:263;966.8309
09:24:48:289;10:24:48:263;966.8309
09:24:48:296;10:24:48:263;966.8309
09:24:48:304;10:24:48:263;966.8309
09:24:48:312;10:24:48:263;966.8309
09:24:48:320;10:24:48:263;966.8309
09:24:48:328;10:24:48:263;966.8309
09:24:48:335;10:24:48:263;966.8309
09:24:48:343;10:24:48:263;966.8309
09:24:48:351;10:24:48:263;966.8309
09:24:48:359;10:24:48:263;966.8309
09:24:48:367;10:24:48:263;966.8309
09:24:48:375;10:24:48:368;947.9331
09:24:48:382;10:24:48:368;947.9331
09:24:48:390;10:24:48:368;947.9331
09:24:48:398;10:24:48:368;947.9331
09:24:48:406;10:24:48:368;947.9331
09:24:48:414;10:24:48:368;947.9331
09:24:48:421;10:24:48:368;947.9331
09:24:48:429;10:24:48:368;947.9331
09:24:48:437;10:24:48:368;947.9331
09:24:48:445;10:24:48:368;947.9331
09:24:48:453;10:24:48:368;947.9331
09:24:48:460;10:24:48:368;947.9331
09:24:48:468;10:24:48:368;947.9331
09:24:48:476;10:24:48:368;947.9331
09:24:48:484;10:24:48:480;986.10596
09:24:48:492;10:24:48:480;986.10596
09:24:48:500;10:24:48:480;986.10596
09:24:48:507;10:24:48:480;986.10596
09:24:48:515;10:24:48:480;986.10596
09:24:48:523;10:24:48:480;986.10596
09:24:48:531;10:24:48:480;986.10596
09:24:48:539;10:24:48:480;986.10596
09:24:48:546;10:24:48:480;986.10596
09:24:48:554;10:24:48:480;986.10596
09:24:48:562;10:24:48:480;986.10596
09:24:48:570;10:24:48:480;986.10596
09:24:48:578;10:24:48:480;986.10596
09:24:48:585;10:24:48:480;986.10596
09:24:48:593;10:24:48:588;1033.9484
09:24:48:601;10:24:48:588;1033.9484
09:24:48:609;10:24:48:588;1033.9484
09:24:48:617;10:24:48:588;1033.9484
09:24:48:625;10:24:48:588;1033.9484
09:24:48:632;10:24:48:588;1033.9484
09:24:48:640;10:24:48:588;1033.9484
09:24:48:648;10:24:48:588;1033.9484
09:24:48:656;10:24:48:588;1033.9484
09:24:48:664;10:24:48:588;1033.9484
09:24:48:671;10:24:48:588;1033.9484
09:24:48:679;10:24:48:588;1033.9484
09:24:48:687;10:24:48:588;1033.9484
09:24:48:695;10:24:48:588;1033.9484
09:24:48:703;10:24:48:588;1033.9484
09:24:48:710;10:24:48:710;1009.7436
09:24:48:718;10:24:48:710;1009.7436
09:24:48:726;10:24:48:710;1009.7436
09:24:48:734;10:24:48:710;1009.7436
09:24:48:742;10:24:48:710;1009.7436
09:24:48:750;10:24:48:710;1009.7436
09:24:48:757;10:24:48:710;1009.7436
09:24:48:765;10:24:48:710;1009.7436
09:24:48:773;10:24:48:710;1009.7436
09:24:48:781;10:24:48:710;1009.7436
09:24:48:789;10:24:48:710;1009.7436
09:24:48:796;10:24:48:710;1009.7436
09:24:48:804;10:24:48:710;1009.7436
09:24:48:812;10:24:48:710;1009.7436
09:24:48:820;10:24:48:820;1067.1256
09:24:48:828;10:24:48:820;1067.1256
09:24:48:835;10:24:48:820;1067.1256
09:24:48:843;10:24:48:820;1067.1256
09:24:48:851;10:24:48:820;1067.1256
09:24:48:859;10:24:48:820;1067.1256
09:24:48:867;10:24:48:820;1067.1256
09:24:48:875;10:24:48:820;1067.1256
09:24:48:882;10:24:48:820;1067.1256
09:24:48:890;10:24:48:820;1067.1256
09:24:48:898;10:24:48:820;1067.1256
09:24:48:906;10:24:48:820;1067.1256
09:24:48:914;10:24:48:820;1067.1256
09:24:48:921;10:24:48:820;1067.1256
09:24:48:929;10:24:48:923;1009.7436
09:24:48:937;10:24:48:923;1009.7436
09:24:48:945;10:24:48:923;1009.7436
09:24:48:953;10:24:48:923;1009.7436
09:24:48:960;10:24:48:923;1009.7436
09:24:48:968;10:24:48:923;1009.7436
09:24:48:976;10:24:48:923;1009.7436
09:24:48:984;10:24:48:923;1009.7436
09:24:48:992;10:24:48:923;1009.7436
09:24:49:000;10:24:48:923;1009.7436
09:24:49:007;10:24:48:923;1009.7436
09:24:49:015;10:24:48:923;1009.7436
09:24:49:023;10:24:48:923;1009.7436
09:24:49:031;10:24:49:028;1038.0382
09:24:49:039;10:24:49:028;1038.0382
09:24:49:046;10:24:49:028;1038.0382
09:24:49:054;10:24:49:028;1038.0382
09:24:49:062;10:24:49:028;1038.0382
09:24:49:070;10:24:49:028;1038.0382
09:24:49:078;10:24:49:028;1038.0382
09:24:49:085;10:24:49:028;1038.0382
09:24:49:093;10:24:49:028;1038.0382
09:24:49:101;10:24:49:028;1038.0382
09:24:49:109;10:24:49:028;1038.0382
09:24:49:117;10:24:49:028;1038.0382
09:24:49:125;10:24:49:028;1038.0382
09:24:49:132;10:24:49:028;1038.0382
09:24:49:140;10:24:49:028;1038.0382
09:24:49:148;10:24:49:028;1038.0382
09:24:49:156;10:24:49:028;1038.0382
09:24:49:164;10:24:49:028;1038.0382
09:24:49:171;10:24:49:028;1038.0382
09:24:49:179;10:24:49:028;1038.0382
09:24:49:187;10:24:49:028;1038.0382
09:24:49:195;10:24:49:195;1042.1448
09:24:49:203;10:24:49:195;1042.1448
09:24:49:210;10:24:49:195;1042.1448
09:24:49:218;10:24:49:195;1042.1448
09:24:49:226;10:24:49:195;1042.1448
09:24:49:234;10:24:49:195;1042.1448
09:24:49:242;10:24:49:195;1042.1448
09:24:49:250;10:24:49:195;1042.1448
09:24:49:257;10:24:49:195;1042.1448
09:24:49:265;10:24:49:195;1042.1448
09:24:49:273;10:24:49:195;1042.1448
09:24:49:281;10:24:49:195;1042.1448
09:24:49:289;10:24:49:195;1042.1448
09:24:49:296;10:24:49:195;1042.1448
09:24:49:304;10:24:49:195;1042.1448
09:24:49:312;10:24:49:195;1042.1448
09:24:49:320;10:24:49:313;966.8309
09:24:49:328;10:24:49:313;966.8309
09:24:49:335;10:24:49:313;966.8309
09:24:49:343;10:24:49:313;966.8309
09:24:49:351;10:24:49:313;966.8309
09:24:49:359;10:24:49:313;966.8309
09:24:49:367;10:24:49:313;966.8309
09:24:49:375;10:24:49:313;966.8309
09:24:49:382;10:24:49:313;966.8309
09:24:49:390;10:24:49:313;966.8309
09:24:49:398;10:24:49:313;966.8309
09:24:49:406;10:24:49:313;966.8309
09:24:49:414;10:24:49:313;966.8309
09:24:49:421;10:24:49:419;1017.74805
09:24:49:429;10:24:49:419;1017.74805
09:24:49:437;10:24:49:419;1017.74805
