Time_Accel;AccelX;AccelY;AccelZ
10:24:47:980;0.11492168;10.457873;-0.7086837
10:24:47:980;0.11492168;10.457873;-0.7086837
10:24:47:980;0.11492168;10.457873;-0.7086837
10:24:47:980;0.11492168;10.457873;-0.7086837
10:24:47:980;0.11492168;10.457873;-0.7086837
10:24:47:980;0.11492168;10.457873;-0.7086837
10:24:47:980;0.11492168;10.457873;-0.7086837
10:24:47:980;0.11492168;10.457873;-0.7086837
10:24:47:980;0.11492168;10.457873;-0.7086837
10:24:47:980;0.11492168;10.457873;-0.7086837
10:24:47:980;0.11492168;10.457873;-0.7086837
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:099;0.038307227;8.810662;1.0151415
10:24:48:250;0.05746084;10.01734;0.1340753
10:24:48:250;0.05746084;10.01734;0.1340753
10:24:48:250;0.05746084;10.01734;0.1340753
10:24:48:250;0.05746084;10.01734;0.1340753
10:24:48:250;0.05746084;10.01734;0.1340753
10:24:48:250;0.05746084;10.01734;0.1340753
10:24:48:250;0.05746084;10.01734;0.1340753
10:24:48:250;0.05746084;10.01734;0.1340753
10:24:48:250;0.05746084;10.01734;0.1340753
