((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
10.0:30.0:25.0:191.0;-0.589520871021;0.0978854035466;-0.46216454163239495;-0.30645782;-0.0758961937643;0.12959768614;0.7763070823133003;0.1340753;10.0294473929;0.0235709038467;0.5633748815356872;10.228029;2661.76227821;44922.9194168;2.130952346135416;2829.5742;0.0;0.0;-3.0;0.0;0.0;0.0;-3.0;0.0
10.0:30.0:25.0:347.5;-0.617875061679;0.102021049643;-0.6079853065755105;-0.32561144;-0.114613855193;0.143568956862;0.06884527928381479;0.1340753;10.0436415857;0.0228927181945;0.8455708903428523;10.228029;2623.39257429;65459.5718079;2.214954783744492;2785.2407;0.00878471982143;0.00324713095235;38.100689073266764;0.0;0.0;0.0;-3.0;0.0
10.0:30.0:25.0:503.5;-0.637883746821;0.0983071963232;-0.5863128061368337;-0.32561144;-0.148440505979;0.151303267251;-0.3874782793985454;0.11492168;10.0430943429;0.0240086844515;0.6234539449100986;10.228029;2584.73495625;91944.2487033;1.5989722339967445;2774.267;0.0222996733929;0.00794133798232;12.032315565522405;0.0;0.0;0.0;-3.0;0.0
10.0:30.0:25.0:659.5;-0.653069826107;0.0940872471557;-0.48470838752639445;-0.40222588;-0.1835326628;0.154426316326;-0.6644449636924845;0.11492168;10.0519870946;0.0233405190671;0.9438122108959108;10.228029;2543.54742464;115406.902095;0.8006606214198424;2752.4463;0.0358146269643;0.0122702370722;5.670574225000928;0.0;0.0;0.0;-3.0;0.0
10.0:30.0:25.5:316.0;-0.681116189107;0.0865673469894;-0.4358258307183478;-0.47884035;-0.193622512804;0.151973676828;-0.6939277254995662;0.11492168;10.0437441991;0.0272509848285;0.6136979269193792;10.228029;2498.38094911;134410.340478;0.1723029055570282;2730.7988;0.0493295805357;0.016233828222;2.821130207307811;0.0;0.0;0.0;-3.0;0.0
10.0:30.0:25.5:472.5;-0.702800815107;0.0784303948555;-0.31143473526692045;-0.49799395;-0.197453235471;0.150596114099;-0.6904242314181817;0.11492168;10.0312259571;0.0334600359672;0.6771849825416214;10.228029;2463.87391911;156812.283379;-0.3967061348927561;2730.7988;0.0628445341071;0.0198321114318;1.2206488452948356;0.0;0.0;0.0;-3.0;0.0
10.0:30.0:25.5:628.5;-0.712103998643;0.0742789517035;-0.23453123316129876;-0.5363012;-0.209150620793;0.14769911076;-0.7066598875437062;0.11492168;10.0369720464;0.0344073238498;0.6311063457282646;10.228029;2433.91482232;164596.638614;-0.7747613094015482;2730.7988;0.0763594876786;0.0230650867015;0.20854863297103687;0.3784187;0.0;0.0;-3.0;0.0
10.0:30.0:26.0:284.5;-0.724348630125;0.065383412131;-0.5994328624314247;-0.5363012;-0.221258440721;0.143256892957;-0.6861863013987826;0.11492168;10.0449755054;0.0348845869821;0.7196993890931136;10.228029;2401.83563107;167489.050984;-1.0552524598892397;2730.7988;0.08987444125;0.0259327540311;-0.4779982743744613;0.3784187;0.0;0.0;-3.0;0.0
10.0:30.0:26.0:441.0;-0.730368338768;0.0728495567677;-0.7961626800353887;-0.49799395;-0.233674086857;0.142706013493;-0.759612710713796;0.11492168;10.0388189929;0.0361709343754;0.42451021302158454;10.228029;2373.91541321;173126.682117;-1.289063510315352;2730.7988;0.103389394821;0.0284351134206;-0.963947905124376;0.3784187;0.0;0.0;-3.0;0.0
10.0:30.0:26.0:597.5;-0.716071533625;0.0803298933494;-0.8566821371746505;-0.49799395;-0.251870020139;0.142130697246;-0.8506224991406355;0.11492168;10.0197338089;0.0435078118955;0.14341785927524153;10.228029;2344.00144304;173783.595767;-1.4369702847180779;2730.7988;0.116904348393;0.03057216487;-1.3159773565742117;0.3784187;0.0;0.0;-3.0;0.0
