median(time1,time1+559);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stressOrNonStress
09:00:25:453;1.46224158895;0.486269011603;0.5097433389009924;2.1068976;0.589931306311;0.399830982672;0.21249772640915232;1.0534488;9.78161365893;1.38758532663;-0.31947169766047967;10.898406;1959.48900521;3630224.94799;-1.9535842848433322;3957.873;16.4666346304;2.7267333072;-1.0976377171743064;18.242853;312.58032275;24.438920352;-0.6144071889428071;317.0084;0
09:00:25:609;1.4635754993;0.497300743118;0.43110176081349705;2.1068976;0.532641478775;0.326180345841;0.14320468806743492;1.0151415;9.80398232054;1.41094784001;-0.36149312563335556;10.898406;1823.18259817;3618560.15397;-1.9191979675280653;3957.873;16.6197255589;2.5453098115;-0.84172125260715;18.242853;312.94023275;21.6440336684;-0.0737376214143537;317.0084;0
09:00:25:765;1.47127114752;0.512125181453;0.3700352202434676;2.1643584;0.477745853496;0.283160409575;0.20555300924631092;0.9768343;9.8607933125;1.48040710396;-0.5100030049200033;10.994174;1689.38362798;3580536.52901;-1.8421248748509311;3957.873;16.7728164875;2.31701265098;-0.5001582434806484;18.242853;313.30014275;18.5900765686;0.682957982454302;317.0084;0
09:00:25:921;1.50557663859;0.537344969611;0.2529356755490224;2.2026656;0.430785295229;0.232399813575;-0.8060804969732205;0.842759;9.86000665;1.5161341948;-0.5546033514373585;10.994174;1544.15700244;3451250.51599;-1.7176881388315315;3865.221;16.9259074161;2.04184182563;-0.058069285008846006;18.242853;313.66005275;15.2770490526;1.7835450113234392;317.0084;0
09:00:26:078;1.48868041323;0.527577500556;0.3326554494819982;2.2026656;0.425176023139;0.23035131672;-0.792286152945509;0.8619126;9.90282866786;1.45292499432;-0.4400327589397768;10.994174;1404.36988232;3309595.43483;-1.5331200531664344;3865.221;17.0789983446;1.71979733547;0.47724955342645137;18.242853;314.038471893;11.7247508198;3.4890681322747197;317.0084;0
09:00:26:234;1.49254533716;0.52478854023;0.371829256491246;2.2026656;0.438241523139;0.214407270257;-0.6534029909409127;0.8619126;9.96760892857;1.41745021652;-0.4761638295824131;11.032481;1267.44519769;3144706.90495;-1.2760454109712254;3865.221;17.2320892732;1.35087918048;0.9493377409102126;18.242853;314.44465475;7.8934526926;6.282961505704742;317.0084;0
09:00:26:390;1.46299404654;0.484337782669;0.6494464503830653;2.1643584;0.474838606764;0.187702136243;-0.49541425934191574;0.8619126;9.92369243571;1.39871693982;-0.3730970912385887;10.994174;1131.12743976;2947237.82008;-0.9228767809219391;3816.77308;17.3851802018;0.935087360673;0.11202160726497334;18.242853;314.850837607;3.73218553848;7.1721847834391;317.0084;0
09:00:26:546;1.51029662955;0.48790974597;0.7734979364771837;2.1643584;0.468134844657;0.201067340571;-0.659604407759236;0.9768343;9.8831962125;1.5195077246;-0.5093891022510624;10.994174;991.45631631;2693606.65727;-0.4381627111902193;3745.05;17.4817312821;0.771768563725;-0.7651459084072214;18.242853;315.019298054;2.50340144809;-1.4220953742601363;317.0084;0
09:00:26:703;1.54148965888;0.493516876884;0.7957107642881271;2.2026656;0.4433035528;0.194704418825;-0.6398337226051409;0.8619126;9.89304664732;1.53915308571;-0.5352485069479571;10.994174;844.221832605;2353976.67315;0.2320276670847261;2268.317;17.5594357464;0.691806316305;-0.3065125721266777;18.242853;315.108517696;2.30692500637;-1.292264635425924;317.0084;0
09:00:26:859;1.55541022968;0.481702768853;0.9086101464811596;2.2026656;0.453803837854;0.205159880671;-0.7238666951112345;0.9768343;9.81964728304;1.28004599838;-0.8835589523897212;10.898406;707.87022672;2043385.6885;1.2376033486711;370.42767;17.6371402107;0.599768101345;0.32315478732369396;18.242853;315.197737339;2.0945282753;-1.14045677303935;317.0084;0
09:00:27:015;1.59060498914;0.490720935923;0.8764474829970585;2.2984335;0.447031667461;0.20295895398;-0.7197570891744878;0.8810662;9.76779571839;1.355295342;-0.6586169092874372;10.879252;566.256547253;1660774.32123;2.826794109166128;111.10948;17.714844675;0.495653918845;1.1929319165029169;18.242853;315.286956982;1.86621125488;-0.9796373732201795;317.0084;0
09:00:27:171;1.58790296004;0.507760909836;0.6795768431660512;2.2984335;0.457702964639;0.206629171635;-0.7643247406081608;0.8810662;9.75048905982;1.49872739808;-0.6479827240470315;10.898406;427.76511001;1259281.17626;5.629488370020054;106.808334;17.8011284607;0.386622177872;2.266033841602237;18.242853;315.276045554;1.92558058364;-0.8764043858885788;317.0084;0
09:00:27:328;1.61560729182;0.545723547904;0.9211391556554482;2.2984335;0.452435720354;0.202680011386;-0.7267476996592022;0.8810662;9.73821020357;1.5521918186;-0.6758068929275667;10.898406;285.570393164;792627.373096;11.762549774396817;58.611973;17.8874122464;0.262700653544;2.9425889518477906;18.242853;315.265134125;1.98471179384;-0.793076187547765;317.0084;0
09:00:27:484;1.70323507209;0.685535183007;1.4381268327219336;2.3558946;0.434102975461;0.191420749582;-0.5994305425799586;0.82360536;9.65068501964;1.72620412198;-0.8052315941615102;10.898406;141.797177783;273852.907324;32.62071034501225;46.067635;17.9577870196;0.168790561749;-0.244368343402936;18.242853;315.200539571;2.08293380145;-0.795715236914007;317.0084;0
09:00:27:640;1.66191798923;0.69631890304;1.4060578656231089;2.2984335;0.433008483514;0.188112899532;-0.5384675603195417;0.82360536;9.67199343571;1.69477844578;-0.7393786130676845;10.898406;102.862257476;135272.397625;29.202665994808306;31.910843;17.9986164839;0.151178751768;0.47419826499706774;18.242853;315.036247786;2.21767891823;-0.9350954757892795;316.07376;0
09:00:27:796;1.62378177584;0.712144542842;1.31173628664342;2.2984335;0.4168647238;0.190569108272;-0.5489485887716734;0.78529817;9.68564040268;1.68874942283;-0.7162182998593423;10.898406;100.615519017;135563.377434;29.19816672120342;30.67555;18.0394459482;0.130232851481;1.5232532750642545;18.242853;314.871956;2.29844045329;-1.0599085490131677;316.07376;0
09:00:27:953;1.62511568727;0.72667727037;1.184535486566575;2.2984335;0.453461805275;0.214906371967;-0.5717326463952608;0.8619126;9.690018375;1.69266179945;-0.7165125976260582;10.955867;99.0178704154;135793.386245;29.184146902876122;28.797766;18.0802754125;0.105952860885;3.1637449213548052;18.334139;314.707664214;2.32521840665;-1.1646075873540869;316.07376;0
09:00:28:109;1.60705656691;0.720516627278;1.2883322087607842;2.2984335;0.464269916604;0.220088994113;-0.6335856082465603;0.8810662;9.67756851429;1.70956516255;-0.7578020261426697;10.955867;96.243871908;135569.938777;29.454495207290925;28.012806;18.1211048768;0.0783387799816;6.023561671871905;18.334139;314.543372429;2.2980127783;-1.2571338223078539;316.07376;0
09:00:28:265;1.58308034727;0.705089015361;1.491156201177196;2.19117342;0.472820636561;0.218905048348;-0.6016763181299258;0.8810662;9.72384500357;1.65518496291;-0.6501405338703203;10.955867;87.4741510818;133986.80257;30.75842337736229;27.90243;18.1619343411;0.0473906087705;11.964766513781383;18.334139;314.379080643;2.21682356825;-1.3590108325029124;316.07376;0
09:00:28:421;1.56690238455;0.690835206269;1.6718581518203859;2.1643584;0.456129629471;0.208182227132;-0.4623349210914043;0.8619126;9.77025831875;1.6446245563;-0.623163568310126;10.955867;86.6302895666;134105.325447;30.75104152047531;27.034927;18.2027638054;0.0131083472517;8.824925063767177;18.334139;314.214788857;2.08165077649;-1.517083731897785;316.07376;0
09:00:28:578;1.55452094027;0.693144048012;1.680942250281424;2.1643584;0.440293693079;0.195905635002;-0.2814659440631768;0.773805952;9.80151974196;1.62131412051;-0.534998855491502;10.955867;85.7727675648;134224.217158;30.74435246848025;27.034927;18.2079024821;0.0118155360379;-1.7999026107866527;18.334139;314.082208071;2.049446566;-1.5347057810740374;315.2119;0
09:00:28:734;1.52599573527;0.692693334366;1.7751840614832055;2.0685902;0.45479571415;0.184022990441;-0.10937768348937871;0.80445176;9.78428149554;1.60279053665;-0.5076665333463781;10.955867;84.9800945534;134333.972921;30.738271920819365;27.034927;18.2111626964;0.0123304113172;-1.8442915689739174;18.334139;313.951296286;1.99073450962;-1.505934904440649;315.2119;0
09:00:28:890;1.53061312357;0.696061359974;1.7226350632851855;2.0685902;0.464475128307;0.181667556733;-0.06714848329566347;0.80445176;9.82966871339;1.49008954527;-0.24730232215165104;10.955867;84.125101623;134448.642152;30.733604640301117;26.402048;18.2144229107;0.0128240286021;-1.8826593389526296;18.334139;313.8203845;1.89774666197;-1.4450546919188694;315.2119;0
09:00:29:046;1.54172906143;0.711786107893;1.501496642664586;2.183512;0.465159185468;0.196217053972;0.09220927327209916;0.80445176;9.79108786875;1.45713964601;-0.19725971563285727;10.840945;43.3174169252;47757.4619776;93.04412923119884;25.783985;18.217683125;0.0132963878927;-1.9148299016443124;18.334139;313.689472714;1.77048302304;-1.362062585107237;315.2119;0
