09:00:52:281;10:00:52:208;0.095768064;9.787497;2.3175871
09:00:52:289;10:00:52:208;0.095768064;9.787497;2.3175871
09:00:52:296;10:00:52:208;0.095768064;9.787497;2.3175871
09:00:52:304;10:00:52:208;0.095768064;9.787497;2.3175871
09:00:52:312;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:320;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:328;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:335;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:343;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:351;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:359;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:367;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:375;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:382;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:390;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:398;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:406;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:414;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:421;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:429;10:00:52:312;0.30645782;9.80665;2.3175871
09:00:52:437;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:445;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:453;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:460;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:468;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:476;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:484;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:492;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:500;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:507;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:515;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:523;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:531;10:00:52:430;0.076614454;9.059659;2.2601264
09:00:52:539;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:546;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:554;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:562;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:570;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:578;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:585;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:593;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:601;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:609;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:617;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:625;10:00:52:534;0.095768064;9.193734;2.087744
09:00:52:632;10:00:52:534;0.095768064;9.193734;2.087744
