time_Biotrace;accel_x;accel_y;accel_z;lightning;speed_GPS;bearing_GPS
09:00:52:281;2.3175871;0.095768064;9.787497;475.03232;8.755951;289.18552
09:00:52:289;2.3175871;0.095768064;9.787497;475.03232;8.755951;289.18552
09:00:52:296;2.3175871;0.095768064;9.787497;475.03232;8.755951;289.18552
09:00:52:304;2.3175871;0.095768064;9.787497;475.03232;8.755951;289.18552
09:00:52:312;2.3175871;0.30645782;9.80665;475.03232;8.755951;289.18552
09:00:52:320;2.3175871;0.30645782;9.80665;475.03232;8.755951;289.18552
09:00:52:328;2.3175871;0.30645782;9.80665;475.03232;8.755951;289.18552
09:00:52:335;2.3175871;0.30645782;9.80665;475.03232;8.755951;289.18552
09:00:52:343;2.3175871;0.30645782;9.80665;475.03232;8.755951;289.18552
09:00:52:351;2.3175871;0.30645782;9.80665;475.03232;8.755951;289.18552
09:00:52:359;2.3175871;0.30645782;9.80665;475.03232;8.755951;289.18552
09:00:52:367;2.3175871;0.30645782;9.80665;475.03232;8.755951;289.18552
09:00:52:375;2.3175871;0.30645782;9.80665;475.03232;8.755951;289.18552
09:00:52:382;2.3175871;0.30645782;9.80665;1279.6377;8.755951;289.18552
09:00:52:390;2.3175871;0.30645782;9.80665;1279.6377;8.755951;289.18552
09:00:52:398;2.3175871;0.30645782;9.80665;1279.6377;8.755951;289.18552
09:00:52:406;2.3175871;0.30645782;9.80665;1279.6377;8.755951;289.18552
09:00:52:414;2.3175871;0.30645782;9.80665;1279.6377;8.755951;289.18552
09:00:52:421;2.3175871;0.30645782;9.80665;1279.6377;8.755951;289.18552
09:00:52:429;2.3175871;0.30645782;9.80665;1279.6377;8.755951;289.18552
09:00:52:437;2.2601264;0.076614454;9.059659;1279.6377;8.755951;289.18552
09:00:52:445;2.2601264;0.076614454;9.059659;1279.6377;8.755951;289.18552
09:00:52:453;2.2601264;0.076614454;9.059659;1279.6377;8.755951;289.18552
09:00:52:460;2.2601264;0.076614454;9.059659;1279.6377;8.755951;289.18552
09:00:52:468;2.2601264;0.076614454;9.059659;1279.6377;8.755951;289.18552
09:00:52:476;2.2601264;0.076614454;9.059659;1279.6377;8.755951;289.18552
09:00:52:484;2.2601264;0.076614454;9.059659;893.4264;8.755951;289.18552
09:00:52:492;2.2601264;0.076614454;9.059659;893.4264;8.755951;289.18552
09:00:52:500;2.2601264;0.076614454;9.059659;893.4264;8.755951;289.18552
09:00:52:507;2.2601264;0.076614454;9.059659;893.4264;8.755951;289.18552
09:00:52:515;2.2601264;0.076614454;9.059659;893.4264;8.755951;289.18552
09:00:52:523;2.2601264;0.076614454;9.059659;893.4264;8.755951;289.18552
09:00:52:531;2.2601264;0.076614454;9.059659;893.4264;8.755951;289.18552
09:00:52:539;2.087744;0.095768064;9.193734;893.4264;8.755951;289.18552
09:00:52:546;2.087744;0.095768064;9.193734;893.4264;8.755951;289.18552
09:00:52:554;2.087744;0.095768064;9.193734;893.4264;8.755951;289.18552
09:00:52:562;2.087744;0.095768064;9.193734;893.4264;8.755951;289.18552
09:00:52:570;2.087744;0.095768064;9.193734;893.4264;8.755951;289.18552
09:00:52:578;2.087744;0.095768064;9.193734;893.4264;8.755951;289.18552
09:00:52:585;2.087744;0.095768064;9.193734;1429.209;8.755951;289.18552
09:00:52:593;2.087744;0.095768064;9.193734;1429.209;8.755951;289.18552
09:00:52:601;2.087744;0.095768064;9.193734;1429.209;8.755951;289.18552
09:00:52:609;2.087744;0.095768064;9.193734;1429.209;8.755951;289.18552
09:00:52:617;2.087744;0.095768064;9.193734;1429.209;8.755951;289.18552
09:00:52:625;2.087744;0.095768064;9.193734;1429.209;8.755951;289.18552
09:00:52:632;2.087744;0.095768064;9.193734;1429.209;8.755951;289.18552
09:00:52:640;2.087744;0.095768064;9.193734;1429.209;8.755951;289.18552
09:00:52:648;2.087744;0.095768064;9.193734;1429.209;8.755951;289.18552
09:00:52:656;1.9153614;0.19153613;9.710882;1429.209;8.755951;289.18552
09:00:52:664;1.9153614;0.19153613;9.710882;1429.209;8.755951;289.18552
09:00:52:671;1.9153614;0.19153613;9.710882;1429.209;8.755951;289.18552
09:00:52:679;1.9153614;0.19153613;9.710882;1429.209;8.755951;289.18552
09:00:52:687;1.9153614;0.19153613;9.710882;1201.3054;8.755951;289.18552
09:00:52:695;1.9153614;0.19153613;9.710882;1201.3054;8.755951;289.18552
09:00:52:703;1.9153614;0.19153613;9.710882;1201.3054;8.755951;289.18552
09:00:52:710;1.9153614;0.19153613;9.710882;1201.3054;8.755951;289.18552
09:00:52:718;1.9153614;0.19153613;9.710882;1201.3054;8.755951;289.18552
09:00:52:726;1.9153614;0.19153613;9.710882;1201.3054;8.755951;289.18552
09:00:52:734;1.9153614;0.19153613;9.710882;1201.3054;8.755951;289.18552
09:00:52:742;1.9153614;0.19153613;9.710882;1201.3054;8.755951;289.18552
09:00:52:750;1.9153614;0.19153613;9.710882;1201.3054;8.755951;289.18552
09:00:52:757;1.9153614;0.19153613;9.710882;1201.3054;8.755951;289.18552
09:00:52:765;1.9153614;0.19153613;9.710882;1201.3054;8.755951;289.18552
09:00:52:773;2.5091233;-0.38307226;9.5385;1201.3054;8.755951;289.18552
09:00:52:781;2.5091233;-0.38307226;9.5385;1201.3054;8.755951;289.18552
09:00:52:789;2.5091233;-0.38307226;9.5385;1201.3054;8.755951;289.18552
09:00:52:796;2.5091233;-0.38307226;9.5385;1201.3054;8.755951;289.18552
09:00:52:804;2.5091233;-0.38307226;9.5385;1201.3054;8.755951;289.18552
09:00:52:812;2.5091233;-0.38307226;9.5385;1693.6497;8.755951;289.18552
09:00:52:820;2.5091233;-0.38307226;9.5385;1693.6497;8.755951;289.18552
09:00:52:828;2.5091233;-0.38307226;9.5385;1693.6497;8.755951;289.18552
09:00:52:835;2.5091233;-0.38307226;9.5385;1693.6497;8.755951;289.18552
09:00:52:843;2.5091233;-0.38307226;9.5385;1693.6497;8.755951;289.18552
09:00:52:851;2.5091233;-0.38307226;9.5385;1693.6497;8.755951;289.18552
09:00:52:859;2.5091233;-0.38307226;9.5385;1693.6497;8.755951;289.18552
09:00:52:867;2.5091233;-0.38307226;9.5385;1693.6497;8.755951;289.18552
09:00:52:875;2.5091233;-0.38307226;9.5385;1693.6497;8.755951;289.18552
09:00:52:882;2.5091233;-0.38307226;9.5385;1693.6497;8.755951;289.18552
09:00:52:890;0.7469909;0.6703765;10.43872;1693.6497;8.755951;289.18552
09:00:52:898;0.7469909;0.6703765;10.43872;1693.6497;8.755951;289.18552
09:00:52:906;0.7469909;0.6703765;10.43872;1693.6497;8.755951;289.18552
09:00:52:914;0.7469909;0.6703765;10.43872;1522.4021;8.755951;289.18552
09:00:52:921;0.7469909;0.6703765;10.43872;1522.4021;8.755951;289.18552
09:00:52:929;0.7469909;0.6703765;10.43872;1522.4021;8.755951;289.18552
09:00:52:937;0.7469909;0.6703765;10.43872;1522.4021;8.755951;289.18552
09:00:52:945;0.7469909;0.6703765;10.43872;1522.4021;8.755951;289.18552
09:00:52:953;0.7469909;0.6703765;10.43872;1522.4021;8.755951;289.18552
09:00:52:960;0.7469909;0.6703765;10.43872;1522.4021;8.755951;289.18552
09:00:52:968;0.7469909;0.6703765;10.43872;1522.4021;8.755951;289.18552
09:00:52:976;0.7469909;0.6703765;10.43872;1522.4021;8.755951;289.18552
09:00:52:984;0.7469909;0.6703765;10.43872;1522.4021;8.755951;289.18552
09:00:52:992;1.091756;0.019153614;10.840945;1522.4021;8.755951;289.18552
09:00:53:000;1.091756;0.019153614;10.840945;1522.4021;8.755951;289.18552
09:00:53:007;1.091756;0.019153614;10.840945;1522.4021;8.755951;289.18552
09:00:53:015;1.091756;0.019153614;10.840945;1522.4021;8.755951;289.18552
09:00:53:023;1.091756;0.019153614;10.840945;1693.6497;8.755951;289.18552
09:00:53:031;1.091756;0.019153614;10.840945;1693.6497;8.755951;289.18552
09:00:53:039;1.091756;0.019153614;10.840945;1693.6497;8.755951;289.18552
09:00:53:046;1.091756;0.019153614;10.840945;1693.6497;8.755951;289.18552
09:00:53:054;1.091756;0.019153614;10.840945;1693.6497;8.755951;289.18552
09:00:53:062;1.091756;0.019153614;10.840945;1693.6497;8.755951;289.18552
09:00:53:070;1.091756;0.019153614;10.840945;1693.6497;8.755951;289.18552
09:00:53:078;1.091756;0.019153614;10.840945;1693.6497;8.755951;289.18552
09:00:53:085;1.091756;0.019153614;10.840945;1693.6497;8.755951;289.18552
09:00:53:093;1.091756;0.019153614;10.840945;1693.6497;8.755951;289.18552
09:00:53:101;1.091756;0.019153614;10.840945;1693.6497;8.755951;289.18552
09:00:53:109;1.6089035;0.05746084;9.998186;1693.6497;8.755951;289.18552
09:00:53:117;1.6089035;0.05746084;9.998186;1693.6497;8.755951;289.18552
