Time_Biotrace;Time_Light;Lightning
09:00:54:523;10:00:54:491;611.5856
09:00:54:531;10:00:54:491;611.5856
09:00:54:539;10:00:54:491;611.5856
09:00:54:546;10:00:54:491;611.5856
09:00:54:554;10:00:54:491;611.5856
09:00:54:562;10:00:54:491;611.5856
09:00:54:570;10:00:54:491;611.5856
09:00:54:578;10:00:54:491;611.5856
09:00:54:585;10:00:54:491;611.5856
09:00:54:593;10:00:54:491;611.5856
09:00:54:601;10:00:54:597;2425.7825
09:00:54:609;10:00:54:597;2425.7825
09:00:54:617;10:00:54:597;2425.7825
09:00:54:625;10:00:54:597;2425.7825
09:00:54:632;10:00:54:597;2425.7825
09:00:54:640;10:00:54:597;2425.7825
09:00:54:648;10:00:54:597;2425.7825
09:00:54:656;10:00:54:597;2425.7825
09:00:54:664;10:00:54:597;2425.7825
09:00:54:671;10:00:54:597;2425.7825
09:00:54:679;10:00:54:597;2425.7825
09:00:54:687;10:00:54:597;2425.7825
09:00:54:695;10:00:54:597;2425.7825
09:00:54:703;10:00:54:597;2425.7825
09:00:54:710;10:00:54:706;3865.221
09:00:54:718;10:00:54:706;3865.221
09:00:54:726;10:00:54:706;3865.221
09:00:54:734;10:00:54:706;3865.221
09:00:54:742;10:00:54:706;3865.221
09:00:54:750;10:00:54:706;3865.221
09:00:54:757;10:00:54:706;3865.221
09:00:54:765;10:00:54:706;3865.221
09:00:54:773;10:00:54:706;3865.221
09:00:54:781;10:00:54:706;3865.221
09:00:54:789;10:00:54:706;3865.221
09:00:54:796;10:00:54:706;3865.221
09:00:54:804;10:00:54:706;3865.221
09:00:54:812;10:00:54:706;3865.221
09:00:54:820;10:00:54:706;3865.221
09:00:54:828;10:00:54:821;3759.8638
09:00:54:835;10:00:54:821;3759.8638
09:00:54:843;10:00:54:821;3759.8638
09:00:54:851;10:00:54:821;3759.8638
09:00:54:859;10:00:54:821;3759.8638
09:00:54:867;10:00:54:821;3759.8638
09:00:54:875;10:00:54:821;3759.8638
09:00:54:882;10:00:54:821;3759.8638
09:00:54:890;10:00:54:821;3759.8638
09:00:54:898;10:00:54:821;3759.8638
09:00:54:906;10:00:54:821;3759.8638
09:00:54:914;10:00:54:821;3759.8638
09:00:54:921;10:00:54:821;3759.8638
09:00:54:929;10:00:54:821;3759.8638
09:00:54:937;10:00:54:932;4052.748
09:00:54:945;10:00:54:932;4052.748
09:00:54:953;10:00:54:932;4052.748
09:00:54:960;10:00:54:932;4052.748
09:00:54:968;10:00:54:932;4052.748
09:00:54:976;10:00:54:932;4052.748
09:00:54:984;10:00:54:932;4052.748
09:00:54:992;10:00:54:932;4052.748
09:00:55:000;10:00:54:932;4052.748
09:00:55:007;10:00:54:932;4052.748
09:00:55:015;10:00:54:932;4052.748
09:00:55:023;10:00:54:932;4052.748
09:00:55:031;10:00:54:932;4052.748
09:00:55:039;10:00:55:033;3957.873
09:00:55:046;10:00:55:033;3957.873
09:00:55:054;10:00:55:033;3957.873
09:00:55:062;10:00:55:033;3957.873
09:00:55:070;10:00:55:033;3957.873
09:00:55:078;10:00:55:033;3957.873
09:00:55:085;10:00:55:033;3957.873
09:00:55:093;10:00:55:033;3957.873
09:00:55:101;10:00:55:033;3957.873
09:00:55:109;10:00:55:033;3957.873
09:00:55:117;10:00:55:033;3957.873
09:00:55:125;10:00:55:033;3957.873
09:00:55:132;10:00:55:033;3957.873
09:00:55:140;10:00:55:033;3957.873
09:00:55:148;10:00:55:033;3957.873
09:00:55:156;10:00:55:033;3957.873
09:00:55:164;10:00:55:157;4117.257
09:00:55:171;10:00:55:157;4117.257
09:00:55:179;10:00:55:157;4117.257
09:00:55:187;10:00:55:157;4117.257
09:00:55:195;10:00:55:157;4117.257
09:00:55:203;10:00:55:157;4117.257
09:00:55:210;10:00:55:157;4117.257
09:00:55:218;10:00:55:157;4117.257
09:00:55:226;10:00:55:157;4117.257
09:00:55:234;10:00:55:157;4117.257
09:00:55:242;10:00:55:157;4117.257
09:00:55:250;10:00:55:157;4117.257
09:00:55:257;10:00:55:157;4117.257
09:00:55:265;10:00:55:261;3700.9546
09:00:55:273;10:00:55:261;3700.9546
09:00:55:281;10:00:55:261;3700.9546
09:00:55:289;10:00:55:261;3700.9546
09:00:55:296;10:00:55:261;3700.9546
09:00:55:304;10:00:55:261;3700.9546
09:00:55:312;10:00:55:261;3700.9546
09:00:55:320;10:00:55:261;3700.9546
09:00:55:328;10:00:55:261;3700.9546
09:00:55:335;10:00:55:261;3700.9546
09:00:55:343;10:00:55:261;3700.9546
09:00:55:351;10:00:55:261;3700.9546
09:00:55:359;10:00:55:261;3700.9546
09:00:55:367;10:00:55:366;4266.1816
09:00:55:375;10:00:55:366;4266.1816
09:00:55:382;10:00:55:366;4266.1816
09:00:55:390;10:00:55:366;4266.1816
09:00:55:398;10:00:55:366;4266.1816
09:00:55:406;10:00:55:366;4266.1816
09:00:55:414;10:00:55:366;4266.1816
09:00:55:421;10:00:55:366;4266.1816
09:00:55:429;10:00:55:366;4266.1816
09:00:55:437;10:00:55:366;4266.1816
09:00:55:445;10:00:55:366;4266.1816
09:00:55:453;10:00:55:366;4266.1816
09:00:55:460;10:00:55:366;4266.1816
09:00:55:468;10:00:55:366;4266.1816
09:00:55:476;10:00:55:472;4068.7788
09:00:55:484;10:00:55:472;4068.7788
09:00:55:492;10:00:55:472;4068.7788
09:00:55:500;10:00:55:472;4068.7788
09:00:55:507;10:00:55:472;4068.7788
09:00:55:515;10:00:55:472;4068.7788
09:00:55:523;10:00:55:472;4068.7788
09:00:55:531;10:00:55:472;4068.7788
09:00:55:539;10:00:55:472;4068.7788
09:00:55:546;10:00:55:472;4068.7788
09:00:55:554;10:00:55:472;4068.7788
09:00:55:562;10:00:55:472;4068.7788
09:00:55:570;10:00:55:472;4068.7788
09:00:55:578;10:00:55:472;4068.7788
09:00:55:585;10:00:55:472;4068.7788
09:00:55:593;10:00:55:587;4199.34
09:00:55:601;10:00:55:587;4199.34
09:00:55:609;10:00:55:587;4199.34
09:00:55:617;10:00:55:587;4199.34
09:00:55:625;10:00:55:587;4199.34
09:00:55:632;10:00:55:587;4199.34
09:00:55:640;10:00:55:587;4199.34
09:00:55:648;10:00:55:587;4199.34
09:00:55:656;10:00:55:587;4199.34
09:00:55:664;10:00:55:587;4199.34
09:00:55:671;10:00:55:587;4199.34
09:00:55:679;10:00:55:587;4199.34
09:00:55:687;10:00:55:587;4199.34
09:00:55:695;10:00:55:587;4199.34
09:00:55:703;10:00:55:698;4182.7925
09:00:55:710;10:00:55:698;4182.7925
09:00:55:718;10:00:55:698;4182.7925
09:00:55:726;10:00:55:698;4182.7925
09:00:55:734;10:00:55:698;4182.7925
09:00:55:742;10:00:55:698;4182.7925
09:00:55:750;10:00:55:698;4182.7925
09:00:55:757;10:00:55:698;4182.7925
09:00:55:765;10:00:55:698;4182.7925
09:00:55:773;10:00:55:698;4182.7925
09:00:55:781;10:00:55:698;4182.7925
09:00:55:789;10:00:55:698;4182.7925
09:00:55:796;10:00:55:698;4182.7925
09:00:55:804;10:00:55:801;4149.895
09:00:55:812;10:00:55:801;4149.895
09:00:55:820;10:00:55:801;4149.895
09:00:55:828;10:00:55:801;4149.895
09:00:55:835;10:00:55:801;4149.895
09:00:55:843;10:00:55:801;4149.895
09:00:55:851;10:00:55:801;4149.895
09:00:55:859;10:00:55:801;4149.895
09:00:55:867;10:00:55:801;4149.895
09:00:55:875;10:00:55:801;4149.895
09:00:55:882;10:00:55:801;4149.895
09:00:55:890;10:00:55:801;4149.895
09:00:55:898;10:00:55:801;4149.895
09:00:55:906;10:00:55:801;4149.895
09:00:55:914;10:00:55:801;4149.895
09:00:55:921;10:00:55:917;4300.001
09:00:55:929;10:00:55:917;4300.001
09:00:55:937;10:00:55:917;4300.001
09:00:55:945;10:00:55:917;4300.001
09:00:55:953;10:00:55:917;4300.001
09:00:55:960;10:00:55:917;4300.001
09:00:55:968;10:00:55:917;4300.001
09:00:55:976;10:00:55:917;4300.001
09:00:55:984;10:00:55:917;4300.001
09:00:55:992;10:00:55:917;4300.001
09:00:56:000;10:00:55:917;4300.001
09:00:56:007;10:00:55:917;4300.001
09:00:56:015;10:00:55:917;4300.001
09:00:56:023;10:00:55:917;4300.001
09:00:56:031;10:00:55:917;4300.001
09:00:56:039;10:00:55:917;4300.001
09:00:56:046;10:00:55:917;4300.001
09:00:56:054;10:00:56:052;4283.0566
09:00:56:062;10:00:56:052;4283.0566
09:00:56:070;10:00:56:052;4283.0566
09:00:56:078;10:00:56:052;4283.0566
09:00:56:085;10:00:56:052;4283.0566
09:00:56:093;10:00:56:052;4283.0566
09:00:56:101;10:00:56:052;4283.0566
09:00:56:109;10:00:56:052;4283.0566
09:00:56:117;10:00:56:052;4283.0566
09:00:56:125;10:00:56:052;4283.0566
09:00:56:132;10:00:56:052;4283.0566
09:00:56:140;10:00:56:052;4283.0566
09:00:56:148;10:00:56:052;4283.0566
09:00:56:156;10:00:56:052;4283.0566
09:00:56:164;10:00:56:052;4283.0566
09:00:56:171;10:00:56:166;4300.001
09:00:56:179;10:00:56:166;4300.001
09:00:56:187;10:00:56:166;4300.001
09:00:56:195;10:00:56:166;4300.001
09:00:56:203;10:00:56:166;4300.001
09:00:56:210;10:00:56:166;4300.001
09:00:56:218;10:00:56:166;4300.001
09:00:56:226;10:00:56:166;4300.001
09:00:56:234;10:00:56:166;4300.001
09:00:56:242;10:00:56:166;4300.001
09:00:56:250;10:00:56:166;4300.001
09:00:56:257;10:00:56:166;4300.001
09:00:56:265;10:00:56:166;4300.001
09:00:56:273;10:00:56:272;3911.2737
09:00:56:281;10:00:56:272;3911.2737
09:00:56:289;10:00:56:272;3911.2737
09:00:56:296;10:00:56:272;3911.2737
09:00:56:304;10:00:56:272;3911.2737
09:00:56:312;10:00:56:272;3911.2737
09:00:56:320;10:00:56:272;3911.2737
09:00:56:328;10:00:56:272;3911.2737
09:00:56:335;10:00:56:272;3911.2737
09:00:56:343;10:00:56:272;3911.2737
09:00:56:351;10:00:56:272;3911.2737
09:00:56:359;10:00:56:272;3911.2737
09:00:56:367;10:00:56:272;3911.2737
09:00:56:375;10:00:56:272;3911.2737
09:00:56:382;10:00:56:381;4215.95
09:00:56:390;10:00:56:381;4215.95
09:00:56:398;10:00:56:381;4215.95
09:00:56:406;10:00:56:381;4215.95
09:00:56:414;10:00:56:381;4215.95
09:00:56:421;10:00:56:381;4215.95
09:00:56:429;10:00:56:381;4215.95
09:00:56:437;10:00:56:381;4215.95
09:00:56:445;10:00:56:381;4215.95
09:00:56:453;10:00:56:381;4215.95
09:00:56:460;10:00:56:381;4215.95
09:00:56:468;10:00:56:381;4215.95
09:00:56:476;10:00:56:381;4215.95
09:00:56:484;10:00:56:381;4215.95
09:00:56:492;10:00:56:381;4215.95
09:00:56:500;10:00:56:381;4215.95
09:00:56:507;10:00:56:505;4052.748
09:00:56:515;10:00:56:505;4052.748
09:00:56:523;10:00:56:505;4052.748
09:00:56:531;10:00:56:505;4052.748
09:00:56:539;10:00:56:505;4052.748
09:00:56:546;10:00:56:505;4052.748
09:00:56:554;10:00:56:505;4052.748
09:00:56:562;10:00:56:505;4052.748
09:00:56:570;10:00:56:505;4052.748
09:00:56:578;10:00:56:505;4052.748
09:00:56:585;10:00:56:505;4052.748
09:00:56:593;10:00:56:505;4052.748
09:00:56:601;10:00:56:505;4052.748
09:00:56:609;10:00:56:607;4133.5425
09:00:56:617;10:00:56:607;4133.5425
09:00:56:625;10:00:56:607;4133.5425
09:00:56:632;10:00:56:607;4133.5425
09:00:56:640;10:00:56:607;4133.5425
09:00:56:648;10:00:56:607;4133.5425
09:00:56:656;10:00:56:607;4133.5425
09:00:56:664;10:00:56:607;4133.5425
09:00:56:671;10:00:56:607;4133.5425
09:00:56:679;10:00:56:607;4133.5425
09:00:56:687;10:00:56:607;4133.5425
09:00:56:695;10:00:56:607;4133.5425
09:00:56:703;10:00:56:607;4133.5425
09:00:56:710;10:00:56:607;4133.5425
09:00:56:718;10:00:56:607;4133.5425
09:00:56:726;10:00:56:724;3880.512
09:00:56:734;10:00:56:724;3880.512
09:00:56:742;10:00:56:724;3880.512
09:00:56:750;10:00:56:724;3880.512
09:00:56:757;10:00:56:724;3880.512
09:00:56:765;10:00:56:724;3880.512
09:00:56:773;10:00:56:724;3880.512
09:00:56:781;10:00:56:724;3880.512
09:00:56:789;10:00:56:724;3880.512
09:00:56:796;10:00:56:724;3880.512
09:00:56:804;10:00:56:724;3880.512
09:00:56:812;10:00:56:724;3880.512
09:00:56:820;10:00:56:724;3880.512
09:00:56:828;10:00:56:826;3895.8613
09:00:56:835;10:00:56:826;3895.8613
09:00:56:843;10:00:56:826;3895.8613
09:00:56:851;10:00:56:826;3895.8613
09:00:56:859;10:00:56:826;3895.8613
09:00:56:867;10:00:56:826;3895.8613
09:00:56:875;10:00:56:826;3895.8613
09:00:56:882;10:00:56:826;3895.8613
09:00:56:890;10:00:56:826;3895.8613
09:00:56:898;10:00:56:826;3895.8613
09:00:56:906;10:00:56:826;3895.8613
09:00:56:914;10:00:56:826;3895.8613
09:00:56:921;10:00:56:826;3895.8613
09:00:56:929;10:00:56:826;3895.8613
09:00:56:937;10:00:56:826;3895.8613
09:00:56:945;10:00:56:826;3895.8613
09:00:56:953;10:00:56:826;3895.8613
09:00:56:960;10:00:56:826;3895.8613
09:00:56:968;10:00:56:962;4149.895
09:00:56:976;10:00:56:962;4149.895
09:00:56:984;10:00:56:962;4149.895
09:00:56:992;10:00:56:962;4149.895
09:00:57:000;10:00:56:962;4149.895
09:00:57:007;10:00:56:962;4149.895
09:00:57:015;10:00:56:962;4149.895
09:00:57:023;10:00:56:962;4149.895
09:00:57:031;10:00:56:962;4149.895
09:00:57:039;10:00:56:962;4149.895
09:00:57:046;10:00:56:962;4149.895
09:00:57:054;10:00:56:962;4149.895
09:00:57:062;10:00:56:962;4149.895
09:00:57:070;10:00:56:962;4149.895
09:00:57:078;10:00:56:962;4149.895
09:00:57:085;10:00:57:082;4101.0327
09:00:57:093;10:00:57:082;4101.0327
09:00:57:101;10:00:57:082;4101.0327
09:00:57:109;10:00:57:082;4101.0327
09:00:57:117;10:00:57:082;4101.0327
09:00:57:125;10:00:57:082;4101.0327
09:00:57:132;10:00:57:082;4101.0327
09:00:57:140;10:00:57:082;4101.0327
09:00:57:148;10:00:57:082;4101.0327
09:00:57:156;10:00:57:082;4101.0327
09:00:57:164;10:00:57:082;4101.0327
09:00:57:171;10:00:57:082;4101.0327
09:00:57:179;10:00:57:082;4101.0327
09:00:57:187;10:00:57:082;4101.0327
09:00:57:195;10:00:57:082;4101.0327
09:00:57:203;10:00:57:082;4101.0327
09:00:57:210;10:00:57:082;4101.0327
09:00:57:218;10:00:57:082;4101.0327
09:00:57:226;10:00:57:221;4149.895
09:00:57:234;10:00:57:221;4149.895
09:00:57:242;10:00:57:221;4149.895
09:00:57:250;10:00:57:221;4149.895
09:00:57:257;10:00:57:221;4149.895
09:00:57:265;10:00:57:221;4149.895
09:00:57:273;10:00:57:221;4149.895
09:00:57:281;10:00:57:221;4149.895
09:00:57:289;10:00:57:221;4149.895
09:00:57:296;10:00:57:221;4149.895
09:00:57:304;10:00:57:221;4149.895
09:00:57:312;10:00:57:221;4149.895
09:00:57:320;10:00:57:221;4149.895
09:00:57:328;10:00:57:221;4149.895
09:00:57:335;10:00:57:221;4149.895
