median(time1,time1+559);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stressOrNonStress
09:38:03:421;0.846863351964;0.111153807637;0.19217490575035967;1.1300632;-0.347125044304;0.197590308509;-0.5436950116960704;0.05746084;9.92311096964;0.461458344709;-0.3562418925499551;10.477027;310.237147196;166.799821156;-0.1700457895060894;321.34973;27.3791203893;0.0705778667284;0.3620548406020423;27.62529;247.849995464;0.020229171598;-1.2484186574857894;248.00258;0
09:38:03:578;0.866222183607;0.109490725862;0.24203219578827895;1.1492168;-0.370006771232;0.192491545546;-0.48342374548256783;0.05746084;9.90488082143;0.470962241216;-0.37246333913615004;10.477027;311.131463161;141.726213673;-0.0036077900598354695;321.34973;27.3469215321;0.0827177993071;-0.11852808861109931;27.576012;247.844687607;0.0197051962436;-1.2395734134938472;248.00258;0
09:38:03:734;0.868924211786;0.106316268946;0.380674823876749;1.1300632;-0.375513435304;0.193401074044;-0.4985985759214464;0.05746084;9.92461587321;0.454264897269;-0.25199154151246494;10.477027;311.597143982;127.769603508;0.1313316892309757;321.34973;27.314722675;0.0927841990832;-0.527934418064687;27.576012;247.83937975;0.0191248741942;-1.212134383880907;248.00258;0
09:38:03:890;0.888112027886;0.0986647722933;0.3324274022790594;1.1300632;-0.359848516089;0.186818494708;-0.3826228759741297;0.05746084;9.8987585;0.474216698064;-0.379682600274331;10.477027;312.014284964;119.662680627;0.2841432421226613;321.34973;27.2825238179;0.100777066057;-0.8514082104253284;27.576012;247.834071893;0.01848820545;-1.1648112161194515;248.00258;0
09:38:04:046;0.899467384018;0.0867410809658;0.0651875094768899;1.1300632;-0.35564156155;0.17877356803;-0.267850150486431;0.019153614;9.9233503625;0.451965668747;-0.31823284656889506;10.477027;312.698131071;93.49221532;-0.5710431802652605;321.34973;27.2496677125;0.107630092084;-1.0503585249035523;27.576012;247.828465857;0.01784869216;-1.1036712783031521;248.00258;0
09:38:04:203;0.8827421745;0.0956515935288;-0.1474545592633243;1.1300632;-0.338847946171;0.171032889861;-0.1413622193741828;0.05746084;9.91411556607;0.424414374834;-0.09913572233787615;10.381259;313.061457982;83.88944598;-0.5849560695604641;321.34973;27.2043238911;0.129079470053;-0.7411747320705717;27.576012;247.817194429;0.0180655576661;-1.1493081760238344;248.00258;0
09:38:04:359;0.876175221643;0.0996711911479;-0.24506663958116315;1.1300632;-0.373598073564;0.149671384084;0.06405437810999626;-0.019153614;9.90358109464;0.38724010711;0.10162796804727181;10.381259;312.363350518;90.9780364984;-0.6658037380374755;321.34973;27.1589800696;0.146416723739;-0.8094827364466006;27.576012;247.805923;0.0180283329681;-1.135616200121591;248.00258;0
09:38:04:515;0.874636091625;0.100496891588;-0.2732515221125733;1.1300632;-0.385979515171;0.126325999792;-0.2849451066008495;-0.019153614;9.92981472143;0.391112682635;0.030577513944083812;10.381259;311.809199625;99.059675057;-0.718609852785709;321.34973;27.1187872893;0.163743449242;-0.9873912003968783;27.576012;247.793918696;0.0174548467299;-1.0622001980067068;248.00258;0
09:38:04:671;0.893550285804;0.09221121481;-0.12880806551404334;1.1300632;-0.389844438743;0.128310908744;-0.3985201378229575;-0.019153614;9.90874576786;0.398882657381;-0.05630218291704958;10.381259;311.114632125;103.752424486;-0.6609400634755582;318.82227;27.0813681464;0.180248787526;-1.1643122157512973;27.576012;247.781519768;0.0164312961351;-0.9394973176223238;247.82239;0
09:38:04:828;0.885307392125;0.0986047128659;-0.16213945821525666;1.1300632;-0.411118630618;0.143008465686;-0.5402263185791942;-0.019153614;9.90737768036;0.400843795138;-0.07435405738211065;10.477027;310.391533018;114.106802572;-0.7363315161608082;318.82227;27.0439490036;0.193953741306;-1.301522125412272;27.576012;247.769120839;0.0151002786809;-0.7763909283539516;247.82239;0
09:38:04:984;0.869608270718;0.104791596417;-0.1464050615790673;1.1300632;-0.405269937493;0.146940146553;-0.6384970554877958;-0.019153614;9.92430810179;0.429872390019;-0.24995668302292495;10.496181;310.015273125;116.669631592;-0.7733475773543557;318.82227;27.0065298607;0.204858310582;-1.3937209674561133;27.576012;247.756721911;0.0134617943672;-0.5986748565535458;247.82239;0
09:38:05:140;0.842280167943;0.11662486027;0.1260016299719693;1.1109096;-0.411050224046;0.148976408245;-0.6880385302797962;-0.019153614;9.91815161429;0.421629534249;-0.1608459224607599;10.496181;310.118403;115.577998116;-0.749373046889962;318.82227;26.9649280482;0.218729835335;-1.4068113771507431;27.576012;247.762029411;0.0197583203895;4.255303218832277;247.82239;0
09:38:05:296;0.805614678086;0.174840636455;2.5694164566300204;1.1109096;-0.448604988029;0.199203210567;0.7067737822796869;-0.019153614;9.90063975179;0.403595044843;0.06061730178365421;10.477027;309.633156125;115.087779721;-0.7266225380500351;317.56604;26.9219320125;0.230938605282;-1.398061582171963;27.576012;247.773239054;0.02854400729;3.933462994957991;247.82239;0
09:38:05:453;0.803083664193;0.304621100824;7.466831566005656;1.1109096;-0.523714516743;0.304954562278;3.5061070595062844;-0.05746084;9.89865595714;0.411480718638;0.03254757828811172;10.477027;308.669506964;118.364711687;-0.7273294632907463;317.56604;26.8767783143;0.236809732555;-1.3614616020329227;27.576012;247.789098071;0.0373557787445;2.595947608364855;247.82239;0
09:38:05:609;0.711625158121;0.476356332041;5.835746097920589;1.091756;-0.520362634171;0.304768543724;3.5509109129985665;-0.05746084;9.93518462857;0.478793637981;-0.10905250190892701;10.4808578;306.927275054;168.640234461;5.638786663885634;316.565016;26.8276175286;0.233313114785;-1.2892790408334232;27.142048;247.813591643;0.0457911268069;1.2514546609301282;247.82239;0
09:38:05:765;0.691069225379;0.48870814018;5.255897865589642;1.091756;-0.543825811064;0.302481788402;3.437308448424374;-0.076614454;10.0183660375;0.51841805523;-0.2670119892466669;10.553641;303.529772911;325.180950846;8.027451005041764;316.31476;26.7784567429;0.224982931311;-1.1879326862824693;27.142048;247.838085214;0.0530266047867;0.34837290978876867;247.82239;0
09:38:05:921;0.659465760879;0.50022226526;4.678430018541903;1.0726024;-0.5503243586;0.336150611609;2.4540674442531847;-0.076614454;10.0489092161;0.523571992161;-0.3849915375588844;10.630256;300.294080196;477.222264326;4.944346523555699;316.31476;26.7292959571;0.211819182133;-1.0618603243261333;27.142048;247.862578786;0.0590622126839;-0.2862393105138139;248.31645;0
09:38:06:078;0.615412449093;0.530743914078;3.6032609164594227;1.0726024;-0.545228128779;0.342013529587;2.366954997183445;-0.05746084;10.0392640321;0.512201681082;-0.27674369788861375;10.553641;295.866586786;1033.07611881;8.101142878710055;315.317688;26.6816656482;0.192785593939;-0.9247938288574447;27.142048;247.884540839;0.0629138563384;-0.6844643414752682;248.31645;0
09:38:06:234;0.59738752945;0.533206107987;3.4110195972287043;1.0726024;-0.540200304939;0.339705867825;2.4708936571241367;-0.05746084;9.98806232286;0.661896848704;0.8810742346555944;10.553641;293.060291071;1102.03900954;6.124402281894321;312.59045;26.6427080411;0.16408017546;-0.80993720766199;27.142048;247.892157625;0.0606123038963;-0.667821720060997;248.31645;0
09:38:06:390;0.566946963557;0.531262046808;3.246256638869543;1.0151415;-0.541910448868;0.331127335146;2.70336290712794;-0.05746084;9.999691305;0.661158547787;0.9041129635578042;10.553641;291.089739107;1113.92970295;5.424278965021321;311.3588;26.6037504339;0.132339366672;-1.0199805010789136;27.142048;247.899774411;0.058194720605;-0.6453251473233599;248.31645;0
09:38:06:546;0.53910581895;0.536828895069;2.9583029284965825;1.0151415;-0.529118571511;0.346926775717;2.376136856934653;-0.019153614;9.99527910143;0.659175882385;0.920643520407836;10.553641;289.650965018;1124.47604856;4.906624002015855;311.3588;26.5764168625;0.115892531904;-1.032640364883288;27.142048;247.902421107;0.0574652603241;-0.6422784094694673;248.31645;0
09:38:06:703;0.502200909593;0.534429881089;2.8172952248345036;1.0151415;-0.537942914975;0.350180462468;2.225384427312683;-0.019153614;9.98949879786;0.654025878368;0.9736144558112931;10.553641;287.757084911;1098.74305312;4.758655289196997;311.3588;26.5529579696;0.104213002062;-0.7311334545897581;26.723722;247.903411107;0.057320965632;-0.6465363049987456;248.31645;0
09:38:06:859;0.480516281557;0.54850340523;2.4700512145631537;0.9768343;-0.550255952832;0.35961852136;1.9048585705103802;-0.019153614;9.95132834786;0.661016955299;0.865211491155601;10.496181;285.745670214;1088.82140049;4.395013319105474;310.13196;26.5294990768;0.0914328329113;-0.34787009387546286;26.723722;247.904401107;0.0571747107398;-0.6505391557145539;248.31645;0
09:38:07:015;0.461602088057;0.555472247267;2.252704007583893;0.9768343;-0.567391595725;0.356969756083;1.8540666786577829;-0.05746084;9.97092658893;0.68508060295;0.656826327469759;10.553641;284.284384643;1091.54461105;4.030805923448417;310.13196;26.5060401839;0.0775520244527;0.11982888220466092;26.723722;247.905391107;0.0570264956477;-0.6542865232507431;248.31645;0
09:38:07:171;0.439267605539;0.554190955187;2.1751769141756823;0.9768343;-0.574471592475;0.350231617194;1.9682964508197056;-0.05746084;9.97957993179;0.672413981639;0.629332860440118;10.553641;282.672724036;1062.25260376;4.029896856340969;305.27277;26.4920983464;0.0655134535104;0.2302403552177723;26.723722;247.88438675;0.0750763838169;0.4126827859377853;248.31645;0
09:38:07:328;0.439985865182;0.553622966989;2.1872231357697665;0.9768343;-0.576421157186;0.34784309857;2.0146673150681327;-0.05746084;9.957792705;0.638021303876;0.7571989729098307;10.553641;281.844157429;1042.37912111;4.098179535507732;305.27277;26.4798359893;0.0536334898293;-0.17490909583990666;26.723722;247.859501036;0.0951921981414;0.36511742697415484;248.31645;0
09:38:07:484;0.428767319968;0.556548122158;2.1615354156016835;0.9576807;-0.585519123921;0.335955035694;2.2040366401187157;-0.11492168;9.96976373;0.620152203684;0.9285476348874133;10.553641;281.139733821;1006.99602341;4.390789108929748;304.06995;26.4713086857;0.0449147704904;-1.3351042190166096;26.723722;247.834559875;0.114071111864;0.041087819655098556;248.31645;0
09:38:07:640;0.432529638182;0.55448029737;2.1691794276825895;0.9768343;-0.590649556396;0.328977424939;2.3253721198162713;-0.11492168;10.0003753354;0.599258709331;1.1921367818388031;10.553641;280.603755946;987.096216815;4.544788013087982;302.87183;26.4739865429;0.0464602388933;-1.333014269043682;26.723722;247.809452375;0.131702659156;-0.2971966159893378;248.31645;0
09:38:07:796;0.468066431307;0.621863208971;1.8506888476931191;0.9768343;-0.587537094171;0.335594441578;2.2962648418207587;-0.15322891;10.0024617104;0.604384544119;1.1519886684110698;10.553641;279.819833804;957.428105959;4.787584468266544;302.87183;26.4766644;0.0479913654584;-1.3381085693293366;26.723722;247.784344875;0.148073433335;-0.5905626717924588;248.31645;0
