Time_Biotrace;Time_Accel;AccelX;AccelY;AccelZ
17:46:37:359;17:46:37:320;0.038307227;9.289502;0.59376204
17:46:37:367;17:46:37:320;0.038307227;9.289502;0.59376204
17:46:37:375;17:46:37:320;0.038307227;9.289502;0.59376204
17:46:37:382;17:46:37:320;0.038307227;9.289502;0.59376204
17:46:37:390;17:46:37:320;0.038307227;9.289502;0.59376204
17:46:37:398;17:46:37:320;0.038307227;9.289502;0.59376204
17:46:37:406;17:46:37:320;0.038307227;9.289502;0.59376204
17:46:37:414;17:46:37:320;0.038307227;9.289502;0.59376204
17:46:37:421;17:46:37:320;0.038307227;9.289502;0.59376204
17:46:37:429;17:46:37:320;0.038307227;9.289502;0.59376204
17:46:37:437;17:46:37:320;0.038307227;9.289502;0.59376204
17:46:37:445;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:453;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:460;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:468;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:476;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:484;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:492;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:500;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:507;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:515;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:523;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:531;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:539;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:546;17:46:37:438;-0.15322891;10.266336;-0.34476504
17:46:37:554;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:562;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:570;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:578;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:585;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:593;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:601;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:609;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:617;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:625;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:632;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:640;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:648;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:656;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:664;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:671;17:46:37:554;-0.24899697;10.515334;-0.038307227
17:46:37:679;17:46:37:673;-0.21068975;10.113108;-0.15322891
