Time_Biotrace;Time_GPS;Latitude_GPS;Longitude_GPS;Accuracy_GPS;Altitude_GPS;Speed_GPS;Bearing_GPS
17:46:37:906;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:37:914;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:37:921;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:37:929;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:37:937;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:37:945;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:37:953;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:37:960;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:37:968;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:37:976;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:37:984;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:37:992;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:000;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:007;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:015;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:023;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:031;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:039;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:046;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:054;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:062;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:070;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:078;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:085;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:093;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:101;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:109;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:117;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:125;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:132;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:140;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:148;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:156;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:164;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:171;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:179;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:187;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:195;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:203;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:210;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:218;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:226;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:234;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:242;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:250;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:257;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:265;17:46:37:358;48.73697255;9.116204887;20;502;11.78249;314.23914
17:46:38:273;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:281;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:289;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:296;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:304;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:312;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:320;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:328;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:335;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:343;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:351;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:359;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:367;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:375;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:382;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:390;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:398;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:406;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:414;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:421;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:429;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:437;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:445;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:453;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:460;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:468;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:476;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:484;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:492;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:500;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:507;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:515;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:523;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:531;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:539;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:546;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:554;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:562;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:570;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:578;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:585;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:593;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:601;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:609;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:617;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:625;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:632;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:640;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:648;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:656;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:664;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:671;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:679;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:687;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:695;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:703;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:710;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:718;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:726;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:734;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:742;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:750;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:757;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:765;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:773;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:781;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:789;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:796;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:804;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:812;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:820;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:828;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:835;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:843;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:851;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:859;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:867;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:875;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:882;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:890;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:898;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:906;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:914;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:921;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:929;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:937;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:945;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:953;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:960;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:968;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:976;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:984;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:38:992;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:000;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:007;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:015;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:023;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:031;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:039;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:046;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:054;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:062;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:070;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:078;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:085;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:093;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:101;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:109;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:117;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:125;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:132;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:140;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:148;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:156;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:164;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:171;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:179;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:187;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:195;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:203;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:210;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:218;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:226;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:234;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:242;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:250;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:257;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:265;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:273;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:281;17:46:38:266;48.73705818;9.116208087;15;494;12.0256195;313.73892
17:46:39:289;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:296;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:304;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:312;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:320;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:328;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:335;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:343;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:351;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:359;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:367;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:375;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:382;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:390;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:398;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:406;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:414;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:421;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:429;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:437;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:445;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:453;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:460;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:468;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:476;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:484;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:492;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:500;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:507;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:515;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:523;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:531;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:539;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:546;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:554;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:562;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:570;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:578;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:585;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:593;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:601;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:609;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:617;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:625;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:632;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:640;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:648;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:656;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:664;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:671;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:679;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:687;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:695;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:703;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:710;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:718;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:726;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:734;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:742;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:750;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:757;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:765;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:773;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:781;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:789;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:796;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:804;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:812;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:820;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:828;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:835;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:843;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:851;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:859;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:867;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:875;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:882;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:890;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
17:46:39:898;17:46:39:288;48.73715146;9.116171297;10;490;12.312208;313.26358
