Time_Biotrace;ECG;SCR;Temp;HR;RR;HRV_LF
17:46:37:359;-590.913;8.688;36.001;80.424;746.046;9.67
17:46:37:367;-606.939;8.689;36.002;80.424;746.046;9.67
17:46:37:375;-567.411;8.688;36;80.424;746.046;9.67
17:46:37:382;-680.51;8.688;35.999;80.424;746.046;9.67
17:46:37:390;-835.03;8.687;36.002;80.424;746.046;9.67
17:46:37:398;-837.216;8.688;36.002;80.424;746.046;9.67
17:46:37:406;-874.399;8.687;36.001;80.424;746.046;9.67
17:46:37:414;-896.447;8.689;36.001;80.424;746.046;9.67
17:46:37:421;-870.355;8.687;36;80.424;746.046;9.67
17:46:37:429;-871.137;8.688;36.002;80.424;746.046;9.67
17:46:37:437;-927.925;8.687;36.002;80.424;746.046;9.67
17:46:37:445;-940.103;8.686;36.002;80.424;746.046;9.67
17:46:37:453;-898.23;8.687;36.003;80.424;746.046;9.67
17:46:37:460;-936.072;8.688;36.003;80.424;746.046;9.67
17:46:37:468;-870.697;8.687;36.003;80.424;746.046;9.67
17:46:37:476;-899.806;8.687;36.001;80.424;746.046;9.67
17:46:37:484;-910.518;8.686;36.003;80.424;746.046;9.67
17:46:37:492;-929.048;8.688;36;80.424;746.046;9.67
17:46:37:500;-958.071;8.686;36;80.424;746.046;9.933
17:46:37:507;-914.134;8.687;36;80.424;746.046;9.933
17:46:37:515;-921.109;8.686;36;80.424;746.046;9.933
17:46:37:523;-934.582;8.686;36.001;80.424;746.046;9.933
17:46:37:531;-910.567;8.685;36;80.424;746.046;9.933
17:46:37:539;-879.981;8.685;36.002;80.424;746.046;9.933
17:46:37:546;-923.894;8.685;36.001;80.424;746.046;9.933
17:46:37:554;-1050.453;8.686;35.999;80.424;746.046;9.933
17:46:37:562;-998.112;8.686;35.999;80.424;746.046;9.933
17:46:37:570;-886.858;8.686;36.001;80.424;746.046;9.933
17:46:37:578;-894.993;8.686;36.002;80.424;746.046;9.933
17:46:37:585;-984.566;8.686;36.001;80.424;746.046;9.933
17:46:37:593;-1037.029;8.685;36.002;80.424;746.046;9.933
17:46:37:601;-1101.866;8.684;36.002;80.424;746.046;9.933
17:46:37:609;-1059.492;8.685;36.001;80.424;746.046;9.933
17:46:37:617;-1004.024;8.685;36.003;80.424;746.046;9.933
17:46:37:625;-1033.303;8.686;36.002;80.424;746.046;9.933
17:46:37:632;-1029.566;8.686;36.003;80.424;746.046;9.933
17:46:37:640;-1023.458;8.687;36.001;80.424;746.046;9.933
17:46:37:648;-1047.79;8.686;36.001;80.424;746.046;9.933
17:46:37:656;-958.572;8.686;36.003;80.424;746.046;9.933
17:46:37:664;-1020.759;8.686;36;80.424;746.046;9.933
17:46:37:671;-1040.144;8.686;36.001;80.424;746.046;9.933
17:46:37:679;-1086.133;8.687;36.001;80.424;746.046;9.933
17:46:37:687;-1031.019;8.687;36;80.424;746.046;9.933
17:46:37:695;-941.776;8.687;35.997;80.424;746.046;9.933
17:46:37:703;-996.768;8.687;36.001;80.424;746.046;9.933
17:46:37:710;-932.408;8.688;36;80.424;746.046;9.933
17:46:37:718;-995.962;8.688;36.002;80.424;746.046;9.933
17:46:37:726;-998.124;8.688;36.001;80.424;746.046;9.933
17:46:37:734;-991.455;8.689;36.002;80.424;746.046;9.933
17:46:37:742;-1064.488;8.688;36.003;80.424;746.046;9.933
17:46:37:750;-1113.006;8.689;36.004;80.424;746.046;10.215
17:46:37:757;-1064.574;8.69;36.004;80.424;746.046;10.215
17:46:37:765;-1178.198;8.69;36.003;80.424;746.046;10.215
17:46:37:773;-1192.013;8.691;36.003;80.424;746.046;10.215
17:46:37:781;-1161.866;8.691;36.004;80.424;746.046;10.215
17:46:37:789;-1140.124;8.69;36.003;80.424;746.046;10.215
17:46:37:796;-1072.929;8.691;36.003;80.424;746.046;10.215
17:46:37:804;-1139.904;8.692;36.003;80.424;746.046;10.215
17:46:37:812;-1148.247;8.693;36;80.424;746.046;10.215
17:46:37:820;-1261.223;8.693;36.004;80.424;746.046;10.215
17:46:37:828;-845.192;8.693;36.004;80.424;746.046;10.215
17:46:37:835;-117.142;8.694;36.005;80.424;746.046;10.215
17:46:37:843;389.927;8.694;36.004;78.87;760.7455;10.215
17:46:37:851;223.925;8.695;36.002;78.87;760.7455;10.215
17:46:37:859;-848.332;8.695;36.002;78.87;760.7455;10.215
17:46:37:867;-1077.424;8.696;36.001;78.87;760.7455;10.215
17:46:37:875;-1075.689;8.697;36.002;78.875;760.6973;10.215
17:46:37:882;-1043.344;8.698;36.005;78.875;760.6973;10.215
17:46:37:890;-1050.417;8.698;36.004;78.875;760.6973;10.215
17:46:37:898;-1056.597;8.7;36.001;78.875;760.6973;10.215
17:46:37:906;-1050.783;8.698;36.001;78.875;760.6973;10.215
17:46:37:914;-1090.592;8.699;36.003;78.875;760.6973;10.215
17:46:37:921;-1073.674;8.7;36.003;78.875;760.6973;10.215
17:46:37:929;-1159.228;8.701;35.999;78.875;760.6973;10.215
17:46:37:937;-1090.274;8.701;36.001;78.875;760.6973;10.215
17:46:37:945;-1000.152;8.701;36.002;78.875;760.6973;10.215
17:46:37:953;-1096.834;8.702;36.002;78.875;760.6973;10.215
17:46:37:960;-1144.46;8.702;36.004;78.875;760.6973;10.215
17:46:37:968;-1091.007;8.701;36.002;78.875;760.6973;10.215
17:46:37:976;-1096.895;8.702;36.002;78.875;760.6973;10.215
17:46:37:984;-1013.027;8.703;36.004;78.875;760.6973;10.215
17:46:37:992;-992.86;8.703;36.004;78.875;760.6973;10.215
17:46:38:000;-1038.507;8.702;36.006;78.875;760.6973;10.516
17:46:38:007;-1055.95;8.703;36.008;78.875;760.6973;10.516
17:46:38:015;-994.875;8.704;36.006;78.875;760.6973;10.516
17:46:38:023;-867.521;8.705;36.003;78.875;760.6973;10.516
17:46:38:031;-966.353;8.705;36.005;78.875;760.6973;10.516
17:46:38:039;-1018.34;8.704;36.005;78.875;760.6973;10.516
17:46:38:046;-931.76;8.705;36.004;78.875;760.6973;10.516
17:46:38:054;-886.54;8.705;36.004;78.875;760.6973;10.516
17:46:38:062;-892.684;8.706;36.003;78.875;760.6973;10.516
17:46:38:070;-896.776;8.707;36.004;78.875;760.6973;10.516
17:46:38:078;-882.607;8.707;36.002;78.875;760.6973;10.516
