median(time1,time1+559);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stressOrNonStress
10:32:53:601;-0.325064195375;0.558190376007;-0.4932398254621746;0.40222588;-0.523919741239;0.331904308546;-0.6162087969586256;0.019153614;9.68615332786;0.592653100285;0.4628451038715564;10.381259;1749.69083536;3652.76371608;-0.8771367500155711;1811.2219;23.7141229143;1.32140421261;-1.116244198735777;25.104565;246.462240107;10.9634197591;-1.1879472670013367;249.77908;0
10:32:53:757;-0.349758676579;0.565485926593;-0.4588096737470617;0.40222588;-0.523167277916;0.339760826661;-0.6214998896596042;0.019153614;9.68009942071;0.593025232863;0.43010182371508066;10.381259;1750.13700768;3618.07213329;-0.8682930488302945;1811.2219;23.7025588071;1.2928564416;-1.1006371267595192;24.845529;246.619826536;9.9941613212;-0.977437396668039;249.77908;0
10:32:53:914;-0.387039818864;0.565375893625;-0.312451829908337;0.40222588;-0.504492504059;0.359320311347;-0.7431132888215966;0.17238252;9.6512321725;0.559003523704;0.5450503334602543;10.228029;1751.37986732;3837.33996809;-0.5676705028730091;1811.2219;23.6909947;1.26404121344;-1.0865233699234496;24.78077;246.777412964;8.97523591841;-0.736746810704461;249.77908;0
10:32:54:070;-0.408963865307;0.545068652849;-0.07732323695463839;0.17238252;-0.510478008245;0.352987743356;-0.682655218245185;-0.038307227;9.63426756536;0.533430277283;0.6408860694944636;10.228029;1751.56376089;3977.38970195;-0.21986447490959327;1811.2219;23.6794305929;1.23495852813;-1.0742951860983874;24.78077;246.934999393;7.90664355068;-0.47613756124577256;249.77908;0
10:32:54:226;-0.467656010021;0.493878684269;0.5112256228685927;0.095768064;-0.50107221587;0.36050736824;-0.7494608394006916;0.0153228904;9.6694281225;0.561138037066;0.5857065701589401;10.247183;1755.30219768;4271.7039764;-0.37894934460635277;1818.3862;23.6678664857;1.20560838568;-1.0644191529355882;24.78077;247.092585821;6.78838421801;-0.23418860960187438;249.77908;0
10:32:54:382;-0.5266901822;0.445407149979;0.5810960088188453;-0.0651222832;-0.461807305995;0.347820266371;-0.6866174089474497;0.22984336;9.72863332607;0.527493705433;0.5969615084384632;10.2739982;1758.59734429;4549.52790617;-0.46551224965921634;1818.3862;23.6755969036;1.23390179244;-1.0231730976961422;24.78077;247.277355;5.5634726217;-0.05828801812760753;249.77908;0
10:32:54:539;-0.587126671414;0.33390947337;-0.02548594222782885;-0.095768064;-0.431195726102;0.350708493749;-0.7150348430508613;0.233674082;9.79604720875;0.385708758277;0.2621426244649099;10.2739982;1758.34095679;4518.86133999;-0.43617789014026975;1818.3862;23.6915964036;1.28653891057;-0.9862665732619655;24.78077;247.473773929;4.24110203744;-0.4696784519919528;249.77908;0
10:32:54:695;-0.639867513414;0.252905522154;-0.29615591442944744;-0.095768064;-0.423568484137;0.355070714753;-0.7559360801866193;0.2873042;9.83298631875;0.343720778086;0.7238626558264136;10.2739982;1759.7851475;4674.54517698;-0.5757720338698706;1825.58;23.7531536321;1.31858856761;-0.9170393974989084;24.78077;247.55326;3.37000811762;-1.8725191405955037;249.77908;0
10:32:54:851;-0.684810101004;0.221552552204;-0.5148459441248163;-0.15322891;-0.40273892878;0.336196972008;-0.6307948598703499;0.2873042;9.85063499732;0.35975361484;0.592604103238934;10.400413;1759.64226375;4787.4884952;-0.6238624640465988;1832.801;23.8830474536;1.29675002786;-0.7723024091781032;24.78077;247.457346786;3.25554306113;-1.7784964098536848;249.77908;0
10:32:55:007;-0.694899950771;0.221882065278;-0.4594750516160664;-0.15322891;-0.368775468245;0.299759426378;-0.6571939119058499;0.2873042;9.88685583839;0.387972112703;0.47255281191321297;10.457873;1763.46805786;4933.57303083;-0.7360147637328627;1832.801;24.012941275;1.24116667841;-0.6138178793435061;24.78077;247.361433571;3.1226793153;-1.6440504239965257;249.77908;0
