Time_Accel;AccelX;AccelY;AccelZ
10:32:51:370;0.038307227;9.500193;0.51714754
10:32:51:370;0.038307227;9.500193;0.51714754
10:32:51:370;0.038307227;9.500193;0.51714754
10:32:51:370;0.038307227;9.500193;0.51714754
10:32:51:370;0.038307227;9.500193;0.51714754
10:32:51:370;0.038307227;9.500193;0.51714754
10:32:51:370;0.038307227;9.500193;0.51714754
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:475;-0.05746084;10.228029;-0.15322891
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:593;-0.5363012;10.764331;0.40222588
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:696;0.019153614;10.936713;0.21068975
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:813;0.17238252;10.036493;0.63206923
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:51:916;-0.19153613;9.423578;0.90021986
10:32:52:033;-1.1683705;9.308656;0.17238252
