time_Biotrace;accel_x;accel_y;accel_z;lightning;speed_GPS;bearing_GPS
09:35:34:007;0.63206923;-0.17238252;9.9790325;137.51163;1.7044033;123.84068
09:35:34:015;0.63206923;-0.17238252;9.9790325;137.51163;1.7044033;123.84068
09:35:34:023;0.63206923;-0.17238252;9.9790325;137.51163;1.7044033;123.84068
09:35:34:031;0.63206923;-0.17238252;9.9790325;137.51163;1.7044033;123.84068
09:35:34:039;0.63206923;-0.17238252;9.9790325;137.51163;1.7044033;123.84068
09:35:34:046;0.63206923;-0.17238252;9.9790325;137.51163;1.7044033;123.84068
09:35:34:054;0.63206923;-0.17238252;9.9790325;137.51163;1.7044033;123.84068
09:35:34:062;0.63206923;-0.17238252;9.9790325;137.51163;1.7044033;123.84068
09:35:34:070;0.63206923;-0.17238252;9.9790325;137.51163;1.7044033;123.84068
09:35:34:078;0.6512229;-0.11492168;10.01734;137.51163;1.7044033;123.84068
09:35:34:085;0.6512229;-0.11492168;10.01734;137.51163;1.7044033;123.84068
09:35:34:093;0.6512229;-0.11492168;10.01734;137.51163;1.7044033;123.84068
09:35:34:101;0.6512229;-0.11492168;10.01734;137.51163;1.7044033;123.84068
09:35:34:109;0.6512229;-0.11492168;10.01734;137.51163;1.7044033;123.84068
09:35:34:117;0.6512229;-0.11492168;10.01734;137.51163;1.7044033;123.84068
09:35:34:125;0.6512229;-0.11492168;10.01734;137.51163;1.7044033;123.84068
09:35:34:132;0.6512229;-0.11492168;10.01734;143.61507;1.7044033;123.84068
09:35:34:140;0.6512229;-0.11492168;10.01734;143.61507;1.7044033;123.84068
09:35:34:148;0.6512229;-0.11492168;10.01734;143.61507;1.7044033;123.84068
09:35:34:156;0.6512229;-0.11492168;10.01734;143.61507;1.7044033;123.84068
09:35:34:164;0.6512229;-0.11492168;10.01734;143.61507;1.7044033;123.84068
09:35:34:171;0.6512229;-0.11492168;10.01734;143.61507;1.7044033;123.84068
09:35:34:179;0.6512229;-0.11492168;10.01734;143.61507;1.7044033;123.84068
09:35:34:187;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:195;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:203;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:210;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:218;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:226;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:234;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:242;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:250;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:257;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:265;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:273;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:281;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:289;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:296;0.59376204;-0.1340753;9.959879;143.61507;1.7044033;123.84068
09:35:34:304;0.6895301;-0.24899697;9.9790325;143.61507;1.7044033;123.84068
09:35:34:312;0.6895301;-0.24899697;9.9790325;143.61507;1.7044033;123.84068
09:35:34:320;0.6895301;-0.24899697;9.9790325;143.61507;1.7044033;123.84068
09:35:34:328;0.6895301;-0.24899697;9.9790325;143.61507;1.7044033;123.84068
09:35:34:335;0.6895301;-0.24899697;9.9790325;143.61507;1.7044033;123.84068
09:35:34:343;0.6895301;-0.24899697;9.9790325;149.98941;1.7044033;123.84068
09:35:34:351;0.6895301;-0.24899697;9.9790325;149.98941;1.7044033;123.84068
09:35:34:359;0.6895301;-0.24899697;9.9790325;149.98941;1.7044033;123.84068
09:35:34:367;0.6895301;-0.24899697;9.9790325;149.98941;1.7044033;123.84068
09:35:34:375;0.6895301;-0.24899697;9.9790325;149.98941;1.7044033;123.84068
09:35:34:382;0.6895301;-0.24899697;9.9790325;149.98941;1.7044033;123.84068
