Time_Biotrace;ECG;SCR;Temp;HR;RR;HRV_LF
09:35:34:007;-30.989;16.295;35.391;70;857.1429;90.787
09:35:34:015;7.341;16.292;35.389;70;857.1429;90.787
09:35:34:023;43.937;16.293;35.389;70;857.1429;90.787
09:35:34:031;67.451;16.291;35.389;70;857.1429;90.787
09:35:34:039;112.28;16.291;35.389;70;857.1429;90.787
09:35:34:046;113.148;16.29;35.388;70;857.1429;90.787
09:35:34:054;114.015;16.287;35.388;70;857.1429;90.787
09:35:34:062;125.387;16.282;35.385;70;857.1429;90.787
09:35:34:070;116.042;16.284;35.388;70;857.1429;90.787
09:35:34:078;98.245;16.285;35.386;70;857.1429;90.787
09:35:34:085;86.58;16.28;35.387;70;857.1429;90.787
09:35:34:093;43.095;16.276;35.386;70;857.1429;90.787
09:35:34:101;-3.701;16.279;35.387;70;857.1429;90.787
09:35:34:109;-36.669;16.277;35.388;70;857.1429;90.787
09:35:34:117;-79.581;16.276;35.387;70;857.1429;90.787
09:35:34:125;-105.928;16.274;35.387;70;857.1429;90.787
09:35:34:132;-122.48;16.269;35.387;70;857.1429;90.787
09:35:34:140;-143.087;16.268;35.387;70;857.1429;90.787
09:35:34:148;-151.942;16.266;35.387;70;857.1429;90.787
09:35:34:156;-135.147;16.266;35.385;70;857.1429;90.787
09:35:34:164;-129.357;16.265;35.386;70;857.1429;90.787
09:35:34:171;-135.086;16.26;35.386;70;857.1429;90.787
09:35:34:179;-122.883;16.26;35.385;70;857.1429;90.787
09:35:34:187;-120.513;16.26;35.387;70;857.1429;90.787
09:35:34:195;-115.114;16.258;35.385;70;857.1429;90.787
09:35:34:203;-107.993;16.253;35.382;70;857.1429;90.787
09:35:34:210;-94.227;16.247;35.388;70;857.1429;90.787
09:35:34:218;-105.672;16.247;35.385;70;857.1429;90.787
09:35:34:226;-113.392;16.248;35.384;70;857.1429;90.787
09:35:34:234;-128.966;16.248;35.382;70;857.1429;90.787
09:35:34:242;-119.084;16.249;35.381;70;857.1429;90.787
09:35:34:250;-116.702;16.244;35.381;70;857.1429;90.831
09:35:34:257;-132.948;16.24;35.382;70;857.1429;90.831
09:35:34:265;-131.311;16.237;35.384;70;857.1429;90.831
09:35:34:273;-130.786;16.24;35.384;70;857.1429;90.831
09:35:34:281;-143.722;16.237;35.381;70;857.1429;90.831
09:35:34:289;-138.689;16.239;35.384;70;857.1429;90.831
09:35:34:296;-139.581;16.232;35.386;70;857.1429;90.831
09:35:34:304;-146.665;16.229;35.383;70;857.1429;90.831
09:35:34:312;-140.167;16.226;35.384;70;857.1429;90.831
09:35:34:320;-145.688;16.226;35.383;70;857.1429;90.831
09:35:34:328;-148.51;16.224;35.384;70;857.1429;90.831
09:35:34:335;-132.472;16.22;35.381;70;857.1429;90.831
09:35:34:343;-138.494;16.222;35.383;70;857.1429;90.831
09:35:34:351;-132.96;16.218;35.383;70;857.1429;90.831
09:35:34:359;-108.469;16.217;35.385;70;857.1429;90.831
09:35:34:367;-111.682;16.215;35.385;70;857.1429;90.831
09:35:34:375;-83.477;16.211;35.382;70;857.1429;90.831
09:35:34:382;-78.579;16.209;35.381;70;857.1429;90.831
09:35:34:390;-70.713;16.207;35.38;70;857.1429;90.831
09:35:34:398;-41.751;16.205;35.378;70;857.1429;90.831
09:35:34:406;-58.669;16.207;35.379;70;857.1429;90.831
09:35:34:414;-71.372;16.206;35.38;70;857.1429;90.831
09:35:34:421;-91.234;16.201;35.383;70;857.1429;90.831
09:35:34:429;-78.103;16.197;35.382;70;857.1429;90.831
09:35:34:437;-94.129;16.195;35.38;70;857.1429;90.831
09:35:34:445;-115.334;16.197;35.382;70;857.1429;90.831
09:35:34:453;-129.259;16.19;35.381;70;857.1429;90.831
09:35:34:460;-146.055;16.188;35.381;70;857.1429;90.831
09:35:34:468;-143.868;16.186;35.378;70;857.1429;90.831
09:35:34:476;-136.906;16.186;35.377;70;857.1429;90.831
09:35:34:484;-148.168;16.182;35.377;70;857.1429;90.831
09:35:34:492;-147.166;16.18;35.376;70;857.1429;90.831
09:35:34:500;-184.214;16.179;35.377;70;857.1429;90.877
09:35:34:507;-73.62;16.173;35.377;70;857.1429;90.877
09:35:34:515;115.578;16.175;35.377;70;857.1429;90.877
09:35:34:523;383.038;16.174;35.379;70;857.1429;90.877
09:35:34:531;665.705;16.175;35.379;70;857.1429;90.877
09:35:34:539;334.349;16.168;35.376;70;857.1429;90.877
09:35:34:546;-150.244;16.168;35.375;70;857.1429;90.877
09:35:34:554;-267.044;16.167;35.377;70;857.1429;90.877
09:35:34:562;-255.745;16.164;35.379;70;857.1429;90.877
09:35:34:570;-155.595;16.159;35.376;70;857.1429;90.877
09:35:34:578;-140.57;16.162;35.376;70;857.1429;90.877
09:35:34:585;-126.706;16.155;35.376;70;857.1429;90.877
09:35:34:593;-125.424;16.156;35.374;70;857.1429;90.877
09:35:34:601;-129.113;16.156;35.376;70;857.1429;90.877
09:35:34:609;-123.811;16.15;35.374;70;857.1429;90.877
09:35:34:617;-110.863;16.151;35.376;70;857.1429;90.877
09:35:34:625;-111.56;16.149;35.375;70;857.1429;90.877
09:35:34:632;-95.924;16.146;35.374;70;857.1429;90.877
09:35:34:640;-81.669;16.141;35.374;70;857.1429;90.877
09:35:34:648;-72.85;16.14;35.375;70;857.1429;90.877
09:35:34:656;-59.548;16.144;35.374;70;857.1429;90.877
09:35:34:664;-42.533;16.139;35.375;70;857.1429;90.877
09:35:34:671;-19.63;16.134;35.376;70;857.1429;90.877
09:35:34:679;-3.127;16.138;35.375;70;857.1429;90.877
09:35:34:687;23.294;16.128;35.377;70;857.1429;90.877
09:35:34:695;53.88;16.132;35.378;70;857.1429;90.877
09:35:34:703;75.916;16.128;35.376;70;857.1429;90.877
09:35:34:710;101.177;16.126;35.376;70;857.1429;90.877
09:35:34:718;155.216;16.129;35.375;70;857.1429;90.877
