Time_Accel;AccelX;AccelY;AccelZ
09:35:33:956;-0.17238252;9.9790325;0.63206923
09:35:33:956;-0.17238252;9.9790325;0.63206923
09:35:33:956;-0.17238252;9.9790325;0.63206923
09:35:33:956;-0.17238252;9.9790325;0.63206923
09:35:33:956;-0.17238252;9.9790325;0.63206923
09:35:33:956;-0.17238252;9.9790325;0.63206923
09:35:33:956;-0.17238252;9.9790325;0.63206923
09:35:33:956;-0.17238252;9.9790325;0.63206923
09:35:33:956;-0.17238252;9.9790325;0.63206923
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:077;-0.11492168;10.01734;0.6512229
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:182;-0.1340753;9.959879;0.59376204
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:299;-0.24899697;9.9790325;0.6895301
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:417;-0.11492168;9.921572;0.6703765
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:535;-0.095768064;9.883265;0.61291564
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:657;-0.1340753;9.940725;0.7086837
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:758;-0.05746084;9.959879;0.61291564
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:865;-0.038307227;9.940725;0.6895301
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:34:979;-0.17238252;10.036493;0.59376204
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:080;0.05746084;9.902418;0.5554548
09:35:35:186;-0.24899697;10.113108;0.5746084
09:35:35:186;-0.24899697;10.113108;0.5746084
09:35:35:186;-0.24899697;10.113108;0.5746084
09:35:35:186;-0.24899697;10.113108;0.5746084
09:35:35:186;-0.24899697;10.113108;0.5746084
09:35:35:186;-0.24899697;10.113108;0.5746084
09:35:35:186;-0.24899697;10.113108;0.5746084
09:35:35:186;-0.24899697;10.113108;0.5746084
