Serial_no.;time1;time2;median(time1,time2);mean(HR1);mean(HR2);mean(HR3);mean(HR4);RMSSD1;RMSSD2;RMSSD3;RMSSD4;stress/non-stress
1;14:55:45:398;14:55:49:765;14:55:47:578;86.22166428571421;85.89121428571438;86.20485714285728;86.50803571428588;0.08629789397269451;0.8353962385483549;1.0730929010136592;0.25181773819198694;0
2;14:55:45:554;14:55:49:921;14:55:47:734;86.21720000000003;85.72496428571444;86.4277142857144;86.45589285714293;0.11730801377417359;0.8316087011264496;1.0730929010136592;0.25181773819198694;0
3;14:55:45:710;14:55:50:078;14:55:47:890;86.21720000000018;85.5542500000002;86.65057142857157;86.2743071428571;0.11730801377417359;0.8316087011264496;1.0730929010136592;1.8426949789816494;0
4;14:55:45:867;14:55:50:234;14:55:48:046;86.22339285714308;85.59510714285723;86.66185714285729;85.85273571428553;0.07945969790729937;1.3576002522389587;0.004791775855280611;1.8426949789816494;0
5;14:55:46:023;14:55:50:390;14:55:48:203;86.24067857142869;85.64725;86.66185714285729;85.43116428571395;0.07945969790729937;1.3576002522389587;0.004791775855280611;1.8426949789816494;0
6;14:55:46:179;14:55:50:546;14:55:48:359;86.19807142857142;85.75928571428578;86.61217857142873;85.05927142857118;0.8353962385483549;1.073082202391813;0.2518633248092611;1.825407519513397;0
7;14:55:46:335;14:55:50:703;14:55:48:515;86.04464285714289;85.98214285714297;86.56003571428589;84.68984285714271;0.8353962385483549;1.073082202391813;0.2518633248092611;1.825407519513397;0
8;14:55:46:492;14:55:50:859;14:55:48:671;85.89121428571438;86.20485714285728;86.50803571428588;84.41391428571426;0.8353962385483549;1.0730929010136592;0.25181773819198694;1.8909266402880127;0
9;14:55:46:648;14:55:51:015;14:55:48:828;85.72496428571444;86.4277142857144;86.45589285714293;84.14802857142857;0.8316087011264496;1.0730929010136592;0.25181773819198694;1.8981370030385194;0
10;14:55:46:804;14:55:51:171;14:55:48:984;85.5542500000002;86.65057142857157;86.2743071428571;84.0397571428571;0.8316087011264496;1.0730929010136592;1.8426949789816494;0.5203954938390598;0
11;14:55:46:960;14:55:51:328;14:55:49:140;85.59510714285723;86.66185714285729;85.85273571428553;84.17147142857132;1.3576002522389587;0.004791775855280611;1.8426949789816494;0.5203954938390598;0
12;14:55:47:117;14:55:51:484;14:55:49:296;85.64725;86.66185714285729;85.43116428571395;83.47739285714275;1.3576002522389587;0.004791775855280611;1.8426949789816494;14.591341655144635;0
13;14:55:47:273;14:55:51:640;14:55:49:453;85.75928571428578;86.61217857142873;85.05927142857118;81.25010714285716;1.073082202391813;0.2518633248092611;1.825407519513397;14.591341655144635;0
14;14:55:47:429;14:55:51:796;14:55:49:609;85.98214285714297;86.56003571428589;84.68984285714271;79.02282142857159;1.073082202391813;0.2518633248092611;1.825407519513397;14.591341655144635;0
15;14:55:47:585;14:55:51:953;14:55:49:765;86.20485714285728;86.50803571428588;84.41391428571426;76.70203571428584;1.0730929010136592;0.25181773819198694;1.8909266402880127;14.582995589058653;0
16;14:55:47:742;14:55:52:109;14:55:49:921;86.4277142857144;86.45589285714293;84.14802857142857;74.37120714285726;1.0730929010136592;0.25181773819198694;1.8981370030385194;14.58205883361986;0
17;14:55:47:898;14:55:52:265;14:55:50:078;86.65057142857157;86.2743071428571;84.0397571428571;74.52847857142855;1.0730929010136592;1.8426949789816494;0.5203954938390598;21.634002363868397;0
18;14:55:48:054;14:55:52:421;14:55:50:234;86.66185714285729;85.85273571428553;84.17147142857132;74.81833571428572;0.004791775855280611;1.8426949789816494;0.5203954938390598;21.634002363868397;0
19;14:55:48:210;14:55:52:578;14:55:50:390;86.66185714285729;85.43116428571395;83.47739285714275;75.93398571428577;0.004791775855280611;1.8426949789816494;14.591341655144635;15.9810393420676;0
20;14:55:48:367;14:55:52:734;14:55:50:546;86.61217857142873;85.05927142857118;81.25010714285716;78.58284285714296;0.2518633248092611;1.825407519513397;14.591341655144635;15.9810393420676;0
21;14:55:48:523;14:55:52:890;14:55:50:703;86.56003571428589;84.68984285714271;79.02282142857159;81.12752857142867;0.2518633248092611;1.825407519513397;14.591341655144635;16.007188780934136;0
22;14:55:48:679;14:55:53:046;14:55:50:859;86.50803571428588;84.41391428571426;76.70203571428584;83.5872428571429;0.25181773819198694;1.8909266402880127;14.582995589058653;16.007188780934136;0
23;14:55:48:835;14:55:53:203;14:55:51:015;86.45589285714293;84.14802857142857;74.37120714285726;86.0469571428571;0.25181773819198694;1.8981370030385194;14.58205883361986;16.007188780934136;0
24;14:55:48:992;14:55:53:359;14:55:51:171;86.2743071428571;84.0397571428571;74.52847857142855;85.99039999999988;1.8426949789816494;0.5203954938390598;21.634002363868397;0.9145896433654322;0
25;14:55:49:148;14:55:53:515;14:55:51:328;85.85273571428553;84.17147142857132;74.81833571428572;85.80125714285694;1.8426949789816494;0.5203954938390598;21.634002363868397;0.9145896433654322;0
26;14:55:49:304;14:55:53:671;14:55:51:484;85.43116428571395;83.47739285714275;75.93398571428577;85.29332857142842;1.8426949789816494;14.591341655144635;15.9810393420676;2.3429396476335755;0
27;14:55:49:460;14:55:53:828;14:55:51:640;85.05927142857118;81.25010714285716;78.58284285714296;84.67932857142841;1.825407519513397;14.591341655144635;15.9810393420676;2.3429396476335755;0
28;14:55:49:617;14:55:53:984;14:55:51:796;84.68984285714271;79.02282142857159;81.12752857142867;84.16949999999981;1.825407519513397;14.591341655144635;16.007188780934136;2.1570563220977874;0
29;14:55:49:773;14:55:54:140;14:55:51:953;84.41391428571426;76.70203571428584;83.5872428571429;83.74464285714265;1.8909266402880127;14.582995589058653;16.007188780934136;2.1570563220977874;0
30;14:55:49:929;14:55:54:296;14:55:52:109;84.14802857142857;74.37120714285726;86.0469571428571;83.3102714285712;1.8981370030385194;14.58205883361986;16.007188780934136;2.182897587488417;0
31;14:55:50:085;14:55:54:453;14:55:52:265;84.0397571428571;74.52847857142855;85.99039999999988;82.822664285714;0.5203954938390598;21.634002363868397;0.9145896433654322;2.1829008801813967;0
32;14:55:50:242;14:55:54:609;14:55:52:421;84.17147142857132;74.81833571428572;85.80125714285694;82.33509285714253;0.5203954938390598;21.634002363868397;0.9145896433654322;2.1829008801813967;0
33;14:55:50:398;14:55:54:765;14:55:52:578;83.47739285714275;75.93398571428577;85.29332857142842;82.16630714285688;14.591341655144635;15.9810393420676;2.3429396476335755;0.33490935489275664;0
34;14:55:50:554;14:55:54:921;14:55:52:734;81.25010714285716;78.58284285714296;84.67932857142841;82.10359285714269;14.591341655144635;15.9810393420676;2.3429396476335755;0.33490935489275664;0
35;14:55:50:710;14:55:55:078;14:55:52:890;79.02282142857159;81.12752857142867;84.16949999999981;82.15427142857139;14.591341655144635;16.007188780934136;2.1570563220977874;1.1240732617630536;0
36;14:55:50:867;14:55:55:234;14:55:53:046;76.70203571428584;83.5872428571429;83.74464285714265;82.29798571428591;14.582995589058653;16.007188780934136;2.1570563220977874;1.1240732617630536;1
37;14:55:51:023;14:55:55:390;14:55:53:203;74.37120714285726;86.0469571428571;83.3102714285712;82.45121428571458;14.58205883361986;16.007188780934136;2.182897587488417;1.0730287960021916;1
