Time_Biotrace;Time_Accel;AccelX;AccelY;AccelZ
14:55:45:398;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:406;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:414;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:421;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:429;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:437;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:445;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:453;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:460;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:468;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:476;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:484;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:492;14:55:45:362;-0.6895301;9.940725;-0.7469909
14:55:45:500;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:507;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:515;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:523;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:531;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:539;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:546;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:554;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:562;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:570;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:578;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:585;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:593;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:601;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:609;14:55:45:494;-0.80445176;9.557653;-0.45968673
14:55:45:617;14:55:45:612;-0.7278373;9.481039;0.7469909
14:55:45:625;14:55:45:612;-0.7278373;9.481039;0.7469909
14:55:45:632;14:55:45:612;-0.7278373;9.481039;0.7469909
14:55:45:640;14:55:45:612;-0.7278373;9.481039;0.7469909
14:55:45:648;14:55:45:612;-0.7278373;9.481039;0.7469909
14:55:45:656;14:55:45:612;-0.7278373;9.481039;0.7469909
14:55:45:664;14:55:45:612;-0.7278373;9.481039;0.7469909
14:55:45:671;14:55:45:612;-0.7278373;9.481039;0.7469909
14:55:45:679;14:55:45:612;-0.7278373;9.481039;0.7469909
14:55:45:687;14:55:45:612;-0.7278373;9.481039;0.7469909
