Serial_no.;time1;time2;median(time1,time2);mean(HR1);mean(HR2);mean(HR3);mean(HR4);RMSSD1;RMSSD2;RMSSD3;RMSSD4;stress/non-stress
1;10:35:06:429;10:35:10:796;10:35:08:609;76.00025714285717;72.6797928571429;75.71430714285715;83.57565714285715;0.8234153229804206;3.8188170624703357;7.20161987619573;3.114568683149107;1
2;10:35:06:585;10:35:10:953;10:35:08:765;76.04545000000006;72.1547428571429;76.88302142857137;84.27394285714301;3.902862566425921;0.17041225990164716;7.20161987619573;3.114568683149107;1
3;10:35:06:742;10:35:11:109;10:35:08:921;75.58970000000004;72.13063571428577;78.37145714285711;86.2736857142858;3.9028656190795266;0.17034233220341174;7.82508185918696;9.04573233053577;0
4;10:35:06:898;10:35:11:265;10:35:09:078;75.06058571428571;72.10649285714294;80.12174285714282;88.55197142857145;3.8150160217847144;0.17034233220341174;7.82508185918696;9.04573233053577;0
5;10:35:07:054;10:35:11:421;10:35:09:234;74.47115714285711;72.25755000000007;81.69682857142848;88.2790428571429;3.8150160217847144;7.203633091000578;3.0608157251554386;18.226127194038764;0
6;10:35:07:210;10:35:11:578;10:35:09:390;73.88172857142851;73.40208571428585;82.27843571428562;87.15590000000014;3.8150160217847144;7.203634176674847;3.060813170018621;18.226127194038764;0
7;10:35:07:367;10:35:11:734;10:35:09:546;73.29229999999998;74.5466571428572;82.87740714285704;86.01535714285741;3.8150160217847144;7.203634176674847;3.1145667012027016;18.217018527157457;0
8;10:35:07:523;10:35:11:890;10:35:09:703;72.6797928571429;75.71430714285715;83.57565714285715;84.77553571428595;3.8188170624703357;7.20161987619573;3.114568683149107;18.217018188303637;0
9;10:35:07:679;10:35:12:046;10:35:09:859;72.1547428571429;76.88302142857137;84.27394285714301;84.63042857142867;0.17041225990164716;7.20161987619573;3.114568683149107;20.910849949145895;0
10;10:35:07:835;10:35:12:203;10:35:10:015;72.13063571428577;78.37145714285711;86.2736857142858;83.7601071428571;0.17034233220341174;7.82508185918696;9.04573233053577;18.86187511941187;0
11;10:35:07:992;10:35:12:359;10:35:10:171;72.10649285714294;80.12174285714282;88.55197142857145;82.34939285714282;0.17034233220341174;7.82508185918696;9.04573233053577;18.86187511941187;0
12;10:35:08:148;10:35:12:515;10:35:10:328;72.25755000000007;81.69682857142848;88.2790428571429;83.48989285714288;7.203633091000578;3.0608157251554386;18.226127194038764;10.266639855508194;1
13;10:35:08:304;10:35:12:671;10:35:10:484;73.40208571428585;82.27843571428562;87.15590000000014;85.58236428571436;7.203634176674847;3.060813170018621;18.226127194038764;10.341171472895677;1
14;10:35:08:460;10:35:12:828;10:35:10:640;74.5466571428572;82.87740714285704;86.01535714285741;87.86422142857162;7.203634176674847;3.1145667012027016;18.217018527157457;10.341171472895677;1
15;10:35:08:617;10:35:12:984;10:35:10:796;75.71430714285715;83.57565714285715;84.77553571428595;90.14607857142884;7.20161987619573;3.114568683149107;18.217018188303637;10.341171472895677;1
16;10:35:08:773;10:35:13:140;10:35:10:953;76.88302142857137;84.27394285714301;84.63042857142867;91.33318571428596;7.20161987619573;3.114568683149107;20.910849949145895;1.2393278456978345;1
17;10:35:08:929;10:35:13:296;10:35:11:109;78.37145714285711;86.2736857142858;83.7601071428571;91.62432857142876;7.82508185918696;9.04573233053577;18.86187511941187;1.2393278456978345;1
18;10:35:09:085;10:35:13:453;10:35:11:265;80.12174285714282;88.55197142857145;82.34939285714282;91.91547142857159;7.82508185918696;9.04573233053577;18.86187511941187;1.2393278456978345;1
19;10:35:09:242;10:35:13:609;10:35:11:421;81.69682857142848;88.2790428571429;83.48989285714288;92.20661428571447;3.0608157251554386;18.226127194038764;10.266639855508194;1.2393278456978345;1
20;10:35:09:398;10:35:13:765;10:35:11:578;82.27843571428562;87.15590000000014;85.58236428571436;92.39600000000017;3.060813170018621;18.226127194038764;10.341171472895677;0.0;1
21;10:35:09:554;10:35:13:921;10:35:11:734;82.87740714285704;86.01535714285741;87.86422142857162;91.90475000000015;3.1145667012027016;18.217018527157457;10.341171472895677;18.17592299338475;0
22;10:35:09:710;10:35:14:078;10:35:11:890;83.57565714285715;84.77553571428595;90.14607857142884;88.62974999999999;3.114568683149107;18.217018188303637;10.341171472895677;18.17592299338475;0
23;10:35:09:867;10:35:14:234;10:35:12:046;84.27394285714301;84.63042857142867;91.33318571428596;85.35474999999984;3.114568683149107;20.910849949145895;1.2393278456978345;18.17592299338475;0
24;10:35:10:023;10:35:14:390;10:35:12:203;86.2736857142858;83.7601071428571;91.62432857142876;82.07974999999976;9.04573233053577;18.86187511941187;1.2393278456978345;18.17592299338475;0
25;10:35:10:179;10:35:14:546;10:35:12:359;88.55197142857145;82.34939285714282;91.91547142857159;78.80474999999973;9.04573233053577;18.86187511941187;1.2393278456978345;18.17592299338475;0
26;10:35:10:335;10:35:14:703;10:35:12:515;88.2790428571429;83.48989285714288;92.20661428571447;78.62199285714262;18.226127194038764;10.266639855508194;1.2393278456978345;25.64391480991529;0
27;10:35:10:492;10:35:14:859;10:35:12:671;87.15590000000014;85.58236428571436;92.39600000000017;78.60213571428547;18.226127194038764;10.341171472895677;0.0;25.64391480991529;0
28;10:35:10:648;10:35:15:015;10:35:12:828;86.01535714285741;87.86422142857162;91.90475000000015;79.07352857142837;18.217018527157457;10.341171472895677;18.17592299338475;18.089947211552065;0
29;10:35:10:804;10:35:15:171;10:35:12:984;84.77553571428595;90.14607857142884;88.62974999999999;82.32867142857123;18.217018188303637;10.341171472895677;18.17592299338475;18.089947211552065;0
