12:40:51:007;12:40:50:844;611.5856
12:40:51:015;12:40:50:844;611.5856
12:40:51:023;12:40:50:844;611.5856
12:40:51:031;12:40:50:844;611.5856
12:40:51:039;12:40:50:844;611.5856
12:40:51:046;12:40:50:844;611.5856
12:40:51:054;12:40:50:844;611.5856
12:40:51:062;12:40:50:844;611.5856
12:40:51:070;12:40:50:844;611.5856
12:40:51:078;12:40:51:073;638.7307
12:40:51:085;12:40:51:073;638.7307
12:40:51:093;12:40:51:073;638.7307
12:40:51:101;12:40:51:073;638.7307
12:40:51:109;12:40:51:073;638.7307
12:40:51:117;12:40:51:073;638.7307
12:40:51:125;12:40:51:073;638.7307
12:40:51:132;12:40:51:073;638.7307
12:40:51:140;12:40:51:073;638.7307
12:40:51:148;12:40:51:073;638.7307
12:40:51:156;12:40:51:073;638.7307
12:40:51:164;12:40:51:073;638.7307
12:40:51:171;12:40:51:073;638.7307
12:40:51:179;12:40:51:174;667.0807
12:40:51:187;12:40:51:174;667.0807
12:40:51:195;12:40:51:174;667.0807
12:40:51:203;12:40:51:174;667.0807
12:40:51:210;12:40:51:174;667.0807
12:40:51:218;12:40:51:174;667.0807
12:40:51:226;12:40:51:174;667.0807
12:40:51:234;12:40:51:174;667.0807
12:40:51:242;12:40:51:174;667.0807
12:40:51:250;12:40:51:174;667.0807
12:40:51:257;12:40:51:174;667.0807
12:40:51:265;12:40:51:174;667.0807
12:40:51:273;12:40:51:174;667.0807
12:40:51:281;12:40:51:279;606.7755
12:40:51:289;12:40:51:279;606.7755
12:40:51:296;12:40:51:279;606.7755
12:40:51:304;12:40:51:279;606.7755
12:40:51:312;12:40:51:279;606.7755
12:40:51:320;12:40:51:279;606.7755
12:40:51:328;12:40:51:279;606.7755
12:40:51:335;12:40:51:279;606.7755
12:40:51:343;12:40:51:279;606.7755
12:40:51:351;12:40:51:279;606.7755
12:40:51:359;12:40:51:279;606.7755
12:40:51:367;12:40:51:279;606.7755
12:40:51:375;12:40:51:279;606.7755
12:40:51:382;12:40:51:279;606.7755
12:40:51:390;12:40:51:279;606.7755
12:40:51:398;12:40:51:279;606.7755
12:40:51:406;12:40:51:404;611.5856
12:40:51:414;12:40:51:404;611.5856
12:40:51:421;12:40:51:404;611.5856
12:40:51:429;12:40:51:404;611.5856
12:40:51:437;12:40:51:404;611.5856
12:40:51:445;12:40:51:404;611.5856
12:40:51:453;12:40:51:404;611.5856
12:40:51:460;12:40:51:404;611.5856
12:40:51:468;12:40:51:404;611.5856
12:40:51:476;12:40:51:404;611.5856
12:40:51:484;12:40:51:404;611.5856
12:40:51:492;12:40:51:404;611.5856
12:40:51:500;12:40:51:404;611.5856
12:40:51:507;12:40:51:404;611.5856
12:40:51:515;12:40:51:512;628.72314
12:40:51:523;12:40:51:512;628.72314
12:40:51:531;12:40:51:512;628.72314
12:40:51:539;12:40:51:512;628.72314
12:40:51:546;12:40:51:512;628.72314
12:40:51:554;12:40:51:512;628.72314
12:40:51:562;12:40:51:512;628.72314
12:40:51:570;12:40:51:512;628.72314
12:40:51:578;12:40:51:512;628.72314
12:40:51:585;12:40:51:512;628.72314
12:40:51:593;12:40:51:512;628.72314
12:40:51:601;12:40:51:512;628.72314
12:40:51:609;12:40:51:512;628.72314
12:40:51:617;12:40:51:512;628.72314
