ECG;SCR;Temp;HR;HRV_LF
5101.912;4.857;36.159;70;49.184
5152.592;4.859;36.16;70;49.184
5148.231;4.86;36.158;70;49.184
5150.821;4.862;36.157;70;49.184
5096.489;4.864;36.157;70;49.184
5088.977;4.866;36.16;70;49.184
5256.615;4.867;36.16;70;49.184
5571.567;4.869;36.16;70;49.184
6005.321;4.871;36.161;70;49.184
6296.612;4.873;36.16;70;49.184
5617.739;4.875;36.159;70;49.184
4703.764;4.877;36.161;70;49.184
4589.175;4.879;36.159;70;49.184
4751.427;4.881;36.158;70;49.184
4964.884;4.883;36.159;70;49.184
5109.767;4.885;36.16;70;49.184
5155.878;4.887;36.158;70;49.184
5195.992;4.89;36.16;70;49.184
5201.257;4.892;36.16;70;49.184
5201.049;4.894;36.16;70;49.184
5216.721;4.896;36.16;70;49.184
5226.2;4.899;36.157;70;49.184
5277.185;4.901;36.158;70;49.184
5292.71;4.904;36.159;70;49.184
5301.603;4.906;36.162;70;49.184
5306.855;4.909;36.161;70;49.184
5305.573;4.912;36.162;70;49.184
5311.631;4.914;36.164;70;49.184
5334.925;4.917;36.164;70;49.184
5338.041;4.92;36.161;70;49.184
5361.505;4.923;36.161;70;49.184
5378.081;4.925;36.162;70;49.462
5396.392;4.928;36.158;70;49.462
5411.306;4.931;36.161;70;49.462
5445.593;4.934;36.16;70;49.462
5461.644;4.937;36.161;70;49.462
5499.975;4.94;36.162;70;49.462
5524.966;4.944;36.161;70;49.462
5556.042;4.947;36.16;70;49.462
5547.601;4.951;36.163;70;49.462
5581.021;4.954;36.162;70;49.462
5612.108;4.957;36.162;70;49.462
5632.214;4.96;36.161;70;49.462
5626.889;4.964;36.162;70;49.462
5594.299;4.967;36.163;70;49.462
5570.138;4.971;36.163;70;49.462
5512.471;4.974;36.162;70;49.462
5468.105;4.978;36.161;70;49.462
5418.94;4.982;36.161;70;49.462
5365.927;4.986;36.162;70;49.462
5368.602;4.989;36.161;70;49.462
5359.05;4.993;36.163;70;49.462
5343.232;4.997;36.162;70;49.462
5347.825;5.001;36.162;70;49.462
5322.197;5.005;36.166;70;49.462
5364.315;5.009;36.162;70;49.462
5342.34;5.013;36.162;70;49.462
5370.264;5.017;36.163;70;49.462
5356.314;5.021;36.161;70;49.462
5358;5.026;36.163;70;49.462
5333.325;5.03;36.161;70;49.462
5336.196;5.034;36.16;70;49.462
5320.536;5.038;36.161;70;49.462
5296.692;5.043;36.163;70;49.749
5305.06;5.047;36.162;70;49.749
5265.349;5.052;36.164;70;49.749
5253.256;5.057;36.164;70;49.749
5234.091;5.062;36.164;70;49.749
5240.32;5.066;36.166;70;49.749
5219.763;5.071;36.164;70;49.749
5214.375;5.076;36.164;70;49.749
5194.074;5.081;36.163;70;49.749
5218.834;5.085;36.161;70;49.749
5216.782;5.091;36.16;70;49.749
5202.307;5.096;36.161;70;49.749
5220.544;5.101;36.164;70;49.749
5258.301;5.106;36.165;70;49.749
5278.834;5.112;36.163;70;49.749
5342.804;5.117;36.165;70;49.749
5308.749;5.122;36.166;70;49.749
5370.691;5.127;36.163;70;49.749
5333.802;5.133;36.166;70;49.749
5313.415;5.138;36.165;70;49.749
5328.94;5.144;36.161;70;49.749
5264.201;5.15;36.166;70;49.749
5237.071;5.155;36.165;70;49.749
5166.444;5.16;36.165;70;49.749
5167.702;5.167;36.164;70;49.749
5096.586;5.172;36.165;70;49.749
5109.241;5.178;36.165;70;49.749
5085.959;5.184;36.164;70;49.749
5089.99;5.19;36.167;70;49.749
5084.799;5.195;36.165;70;49.749
5096.843;5.201;36.164;70;49.749
5091.529;5.207;36.164;70;49.749
5033.411;5.214;36.163;70;50.046
5097.955;5.219;36.163;70;50.046
5286.175;5.225;36.164;70;50.046
5695.024;5.23;36.165;70;50.046
6029.287;5.237;36.168;70;50.046
6065.15;5.242;36.168;70;50.046
5001.798;5.248;36.163;70;50.046
4504.806;5.254;36.164;70;50.046
4596.541;5.261;36.164;70;50.046
4835.405;5.266;36.165;70;50.046
4973.679;5.272;36.164;70;50.046
5051.916;5.278;36.164;70;50.046
5092.934;5.284;36.166;70;50.046
5109.278;5.29;36.167;70;50.046
5171.428;5.296;36.166;70;50.046
5174.591;5.302;36.162;70;50.046
5160.056;5.308;36.166;70;50.046
5157.087;5.313;36.165;70;50.046
5163.256;5.319;36.161;70;50.046
5157.662;5.325;36.164;70;50.046
5177.877;5.33;36.164;70;50.046
5187.942;5.336;36.163;70;50.046
5162.169;5.342;36.165;70;50.046
5204.542;5.348;36.162;70;50.046
5199.889;5.353;36.164;70;50.046
5215.451;5.359;36.163;70;50.046
5204.494;5.364;36.163;70;50.046
5260.952;5.369;36.163;70;50.046
5276.55;5.375;36.164;70;50.046
5296.937;5.381;36.16;70;50.046
5299.722;5.385;36.16;70;50.046
5354.86;5.391;36.161;70;50.046
5345.931;5.396;36.164;70;50.354
5397.906;5.402;36.162;70;50.354
5438.777;5.406;36.163;70;50.354
5451.591;5.412;36.164;70;50.354
5434.209;5.417;36.162;70;50.354
5483.35;5.422;36.162;70;50.354
5502.222;5.427;36.161;70;50.354
