Serial_no.;time1;time2;median(time1,time2);mean(HR1);mean(HR2);mean(HR3);mean(HR4);RMSSD1;RMSSD2;RMSSD3;RMSSD4;stress/non-stress
1;12:40:51:007;12:40:55:375;12:40:53:187;70.0;52.57477142857142;84.04394999999984;84.57641428571443;0.0;77.28378473210934;0.5005929017701424;1.4056918930892004;0
2;12:40:51:164;12:40:55:531;12:40:53:343;70.0;54.615378571428536;83.94577142857126;84.97955714285725;0.0;77.28378481512493;0.5005800852846651;1.4056918930892004;0
3;12:40:51:320;12:40:55:687;12:40:53:500;70.0;56.6560928571428;83.84748571428554;85.38270000000004;0.0;77.28378481512493;0.5005800852846651;1.4056918930892004;0
4;12:40:51:476;12:40:55:843;12:40:53:656;68.2073142857143;60.48949285714281;83.90327142857132;85.63177142857141;48.14855048401366;60.45246464486725;1.0363820080635906;1.0735280403614906;0
5;12:40:51:632;12:40:56:000;12:40:53:812;64.22388571428571;66.51363571428564;83.98641428571425;85.85348571428565;48.14855048401366;60.45246464486725;1.0363820080635906;1.0735280403614906;0
6;12:40:51:789;12:40:56:156;12:40:53:968;60.24045714285713;72.49340714285707;84.11392857142862;86.03085714285709;48.14855048401366;60.454537150330644;0.907472999518067;1.1028349007819807;0
7;12:40:51:945;12:40:56:312;12:40:54:125;56.25702857142856;78.41926428571418;84.29535714285726;86.20057142857142;48.14855048401366;60.454537150330644;0.907472999518067;1.1028349007819807;0
8;12:40:52:101;12:40:56:468;12:40:54:281;52.57477142857142;84.04394999999984;84.57641428571443;86.2706571428572;77.28378473210934;0.5005929017701424;1.4056918930892004;0.2525517074589253;1
9;12:40:52:257;12:40:56:625;12:40:54:437;54.615378571428536;83.94577142857126;84.97955714285725;86.21865714285727;77.28378481512493;0.5005800852846651;1.4056918930892004;0.2525517074589253;1
10;12:40:52:414;12:40:56:781;12:40:54:593;56.6560928571428;83.84748571428554;85.38270000000004;86.4684857142859;77.28378481512493;0.5005800852846651;1.4056918930892004;2.16503238459716;0
11;12:40:52:570;12:40:56:937;12:40:54:750;60.48949285714281;83.90327142857132;85.63177142857141;86.88105714285739;60.45246464486725;1.0363820080635906;1.0735280403614906;2.16503238459716;0
