Time_Biotrace;Time_Light;Lightning
10:55:02:492;10:55:02:396;560.7071
10:55:02:500;10:55:02:396;560.7071
10:55:02:507;10:55:02:396;560.7071
10:55:02:515;10:55:02:511;530.55676
10:55:02:523;10:55:02:511;530.55676
10:55:02:531;10:55:02:511;530.55676
10:55:02:539;10:55:02:511;530.55676
10:55:02:546;10:55:02:511;530.55676
10:55:02:554;10:55:02:511;530.55676
10:55:02:562;10:55:02:511;530.55676
10:55:02:570;10:55:02:511;530.55676
10:55:02:578;10:55:02:511;530.55676
10:55:02:585;10:55:02:511;530.55676
10:55:02:593;10:55:02:511;530.55676
10:55:02:601;10:55:02:511;530.55676
10:55:02:609;10:55:02:511;530.55676
10:55:02:617;10:55:02:612;543.27454
10:55:02:625;10:55:02:612;543.27454
10:55:02:632;10:55:02:612;543.27454
10:55:02:640;10:55:02:612;543.27454
10:55:02:648;10:55:02:612;543.27454
10:55:02:656;10:55:02:612;543.27454
10:55:02:664;10:55:02:612;543.27454
10:55:02:671;10:55:02:612;543.27454
10:55:02:679;10:55:02:612;543.27454
10:55:02:687;10:55:02:612;543.27454
10:55:02:695;10:55:02:612;543.27454
10:55:02:703;10:55:02:612;543.27454
10:55:02:710;10:55:02:612;543.27454
10:55:02:718;10:55:02:612;543.27454
10:55:02:726;10:55:02:612;543.27454
10:55:02:734;10:55:02:612;543.27454
10:55:02:742;10:55:02:612;543.27454
10:55:02:750;10:55:02:612;543.27454
10:55:02:757;10:55:02:752;518.13666
10:55:02:765;10:55:02:752;518.13666
10:55:02:773;10:55:02:752;518.13666
10:55:02:781;10:55:02:752;518.13666
10:55:02:789;10:55:02:752;518.13666
10:55:02:796;10:55:02:752;518.13666
10:55:02:804;10:55:02:752;518.13666
10:55:02:812;10:55:02:752;518.13666
10:55:02:820;10:55:02:752;518.13666
10:55:02:828;10:55:02:752;518.13666
10:55:02:835;10:55:02:752;518.13666
10:55:02:843;10:55:02:752;518.13666
10:55:02:851;10:55:02:752;518.13666
10:55:02:859;10:55:02:752;518.13666
10:55:02:867;10:55:02:862;571.88556
10:55:02:875;10:55:02:862;571.88556
