time_Biotrace;accel_x;accel_y;accel_z;lightning;speed_GPS;bearing_GPS
10:55:02:492;-0.7661445;-0.2681506;10.208876;560.7071;12.677744;40.403454
10:55:02:500;-0.7661445;-0.2681506;10.208876;560.7071;12.677744;40.403454
10:55:02:507;-0.7661445;-0.2681506;10.208876;560.7071;12.677744;40.403454
10:55:02:515;-0.7661445;-0.2681506;10.208876;530.55676;12.677744;40.403454
10:55:02:523;-0.7661445;-0.2681506;10.208876;530.55676;12.677744;40.403454
10:55:02:531;-0.7661445;-0.2681506;10.208876;530.55676;12.677744;40.403454
10:55:02:539;-0.7661445;-0.2681506;10.208876;530.55676;12.677744;40.403454
10:55:02:546;-0.7661445;-0.2681506;10.208876;530.55676;12.677744;40.403454
10:55:02:554;-0.7661445;-0.2681506;10.208876;530.55676;12.677744;40.403454
10:55:02:562;-0.7661445;-0.2681506;10.208876;530.55676;12.677744;40.403454
10:55:02:570;-0.7661445;-0.2681506;10.208876;530.55676;12.677744;40.403454
10:55:02:578;-0.7661445;-0.2681506;10.208876;530.55676;12.677744;40.403454
10:55:02:585;-0.7661445;-0.2681506;10.208876;530.55676;12.677744;40.403454
10:55:02:593;-0.7661445;-0.2681506;10.208876;530.55676;12.677744;40.403454
10:55:02:601;-0.2681506;-0.7086837;10.515334;530.55676;12.677744;40.403454
10:55:02:609;-0.2681506;-0.7086837;10.515334;530.55676;12.677744;40.403454
10:55:02:617;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:625;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:632;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:640;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:648;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:656;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:664;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:671;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:679;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:687;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:695;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:703;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:710;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:718;-0.2681506;-0.7086837;10.515334;543.27454;12.677744;40.403454
10:55:02:726;-0.5363012;-0.095768064;9.940725;543.27454;12.677744;40.403454
10:55:02:734;-0.5363012;-0.095768064;9.940725;543.27454;12.677744;40.403454
10:55:02:742;-0.5363012;-0.095768064;9.940725;543.27454;12.677744;40.403454
10:55:02:750;-0.5363012;-0.095768064;9.940725;543.27454;12.677744;40.403454
10:55:02:757;-0.5363012;-0.095768064;9.940725;518.13666;12.677744;40.403454
10:55:02:765;-0.5363012;-0.095768064;9.940725;518.13666;12.677744;40.403454
10:55:02:773;-0.5363012;-0.095768064;9.940725;518.13666;12.677744;40.403454
10:55:02:781;-0.5363012;-0.095768064;9.940725;518.13666;12.677744;40.403454
10:55:02:789;-0.5363012;-0.095768064;9.940725;518.13666;12.677744;40.403454
10:55:02:796;-0.5363012;-0.095768064;9.940725;518.13666;12.677744;40.403454
10:55:02:804;-0.5363012;-0.095768064;9.940725;518.13666;12.677744;40.403454
10:55:02:812;-0.5363012;-0.095768064;9.940725;518.13666;12.677744;40.403454
10:55:02:820;-0.5363012;-0.095768064;9.940725;518.13666;12.677744;40.403454
10:55:02:828;-0.5363012;-0.095768064;9.940725;518.13666;12.677744;40.403454
10:55:02:835;-0.5363012;-0.095768064;9.940725;518.13666;12.677744;40.403454
10:55:02:843;0.11492168;-0.34476504;10.170568;518.13666;12.677744;40.403454
10:55:02:851;0.11492168;-0.34476504;10.170568;518.13666;12.677744;40.403454
10:55:02:859;0.11492168;-0.34476504;10.170568;518.13666;12.677744;40.403454
10:55:02:867;0.11492168;-0.34476504;10.170568;571.88556;12.677744;40.403454
10:55:02:875;0.11492168;-0.34476504;10.170568;571.88556;12.677744;40.403454
10:55:02:882;0.11492168;-0.34476504;10.170568;571.88556;12.677744;40.403454
10:55:02:890;0.11492168;-0.34476504;10.170568;571.88556;12.677744;40.403454
10:55:02:898;0.11492168;-0.34476504;10.170568;571.88556;12.677744;40.403454
10:55:02:906;0.11492168;-0.34476504;10.170568;571.88556;12.677744;40.403454
10:55:02:914;0.11492168;-0.34476504;10.170568;571.88556;12.677744;40.403454
10:55:02:921;0.11492168;-0.34476504;10.170568;571.88556;12.677744;40.403454
10:55:02:929;0.11492168;-0.34476504;10.170568;571.88556;12.677744;40.403454
