Time_Accel;AccelX;AccelY;AccelZ
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:484;-0.2681506;10.208876;-0.7661445
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:601;-0.7086837;10.515334;-0.2681506
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:720;-0.095768064;9.940725;-0.5363012
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:836;-0.34476504;10.170568;0.11492168
10:55:02:954;-0.47884035;10.477027;-0.6703765
10:55:02:954;-0.47884035;10.477027;-0.6703765
10:55:02:954;-0.47884035;10.477027;-0.6703765
10:55:02:954;-0.47884035;10.477027;-0.6703765
10:55:02:954;-0.47884035;10.477027;-0.6703765
10:55:02:954;-0.47884035;10.477027;-0.6703765
10:55:02:954;-0.47884035;10.477027;-0.6703765
