11:01:34:007;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:015;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:023;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:031;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:039;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:046;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:054;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:062;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:070;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:078;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:085;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:093;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:101;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:109;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:117;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:125;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:132;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:140;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:148;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:156;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:164;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:171;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:179;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:187;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:195;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:203;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:210;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:218;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:226;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:234;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:242;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:250;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:257;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:265;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:273;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:281;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:289;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:296;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:304;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:312;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:320;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:328;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:335;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:343;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:351;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:359;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:367;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:375;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:382;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:390;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:398;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:406;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:414;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:421;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:429;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:437;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:445;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:453;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:460;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:468;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:476;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:484;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:492;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:500;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:507;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:515;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:523;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:531;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:539;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:546;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:554;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:562;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:570;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:578;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:585;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:593;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:601;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:609;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:617;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:625;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:632;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:640;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:648;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:656;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:664;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:671;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:679;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:687;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:695;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:703;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:710;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:718;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:726;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:734;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:742;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:750;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:757;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:765;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:773;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:781;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:789;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:796;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:804;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:812;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:820;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:828;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:835;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:843;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:851;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:859;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:867;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:875;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:882;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:890;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:898;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:906;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:914;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:921;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:929;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:937;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:945;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:953;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:960;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:968;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:976;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:984;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:34:992;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:000;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:007;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:015;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:023;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:031;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:039;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:046;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:054;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:062;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:070;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:078;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:085;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:093;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:101;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:109;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:117;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:125;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:132;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:140;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:148;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:156;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:164;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:171;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:179;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:187;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:195;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:203;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:210;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:218;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:226;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:234;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
11:01:35:242;10:58:57:741;48.74726247;9.109056588;5;507;1.1730651;244.71321
