Time_Biotrace;ECG;SCR;Temp;HR;RR;HRV_LF
11:01:34:007;13593.022;0.672;33.928;70;857.1429;50.494
11:01:34:015;13662.551;0.672;33.926;70;857.1429;50.494
11:01:34:023;13590.384;0.672;33.927;70;857.1429;50.494
11:01:34:031;13778.825;0.672;33.927;70;857.1429;50.494
11:01:34:039;13506.296;0.672;33.927;70;857.1429;50.494
11:01:34:046;13524.569;0.672;33.926;70;857.1429;50.494
11:01:34:054;13624.464;0.672;33.928;70;857.1429;50.494
11:01:34:062;13544.31;0.672;33.927;70;857.1429;50.494
11:01:34:070;13480.742;0.672;33.925;70;857.1429;50.494
11:01:34:078;13574.31;0.672;33.927;70;857.1429;50.494
11:01:34:085;13581.271;0.672;33.927;70;857.1429;50.494
11:01:34:093;13552.652;0.672;33.927;70;857.1429;50.494
11:01:34:101;13589.077;0.672;33.926;70;857.1429;50.494
11:01:34:109;13503.682;0.672;33.926;70;857.1429;50.494
11:01:34:117;13548.06;0.672;33.926;70;857.1429;50.494
11:01:34:125;13551.027;0.672;33.928;70;857.1429;50.494
11:01:34:132;13537.762;0.672;33.928;70;857.1429;50.494
11:01:34:140;13599.704;0.672;33.926;70;857.1429;50.494
11:01:34:148;13543.088;0.672;33.926;70;857.1429;50.494
11:01:34:156;13543.76;0.672;33.927;70;857.1429;50.494
11:01:34:164;13483.931;0.672;33.925;70;857.1429;50.494
11:01:34:171;13567.176;0.672;33.927;70;857.1429;50.494
11:01:34:179;13549.635;0.672;33.927;70;857.1429;50.494
11:01:34:187;13520.172;0.672;33.926;70;857.1429;50.494
11:01:34:195;13555.608;0.672;33.926;70;857.1429;50.494
11:01:34:203;13653.23;0.672;33.926;70;857.1429;50.494
11:01:34:210;13459.903;0.672;33.924;70;857.1429;50.494
11:01:34:218;13462.347;0.672;33.925;70;857.1429;50.494
11:01:34:226;13445.331;0.672;33.928;70;857.1429;50.494
11:01:34:234;13569.839;0.672;33.928;70;857.1429;50.494
11:01:34:242;13520.197;0.672;33.928;70;857.1429;50.494
11:01:34:250;13434.13;0.672;33.928;70;857.1429;50.692
11:01:34:257;13515.311;0.672;33.928;70;857.1429;50.692
11:01:34:265;13525.107;0.672;33.928;70;857.1429;50.692
11:01:34:273;13506.076;0.672;33.928;70;857.1429;50.692
11:01:34:281;13600.156;0.672;33.928;70;857.1429;50.692
11:01:34:289;13624.049;0.672;33.928;70;857.1429;50.692
11:01:34:296;13307.533;0.672;33.926;70;857.1429;50.692
11:01:34:304;13420.864;0.672;33.927;70;857.1429;50.692
11:01:34:312;13478.739;0.672;33.928;70;857.1429;50.692
11:01:34:320;13549.989;0.672;33.925;70;857.1429;50.692
11:01:34:328;13454.26;0.672;33.925;70;857.1429;50.692
11:01:34:335;13521.821;0.672;33.925;70;857.1429;50.692
11:01:34:343;13414.231;0.672;33.926;70;857.1429;50.692
11:01:34:351;13515.714;0.672;33.927;70;857.1429;50.692
11:01:34:359;13492.97;0.672;33.926;70;857.1429;50.692
11:01:34:367;13439.603;0.672;33.927;70;857.1429;50.692
11:01:34:375;13460.808;0.672;33.925;70;857.1429;50.692
11:01:34:382;13436.524;0.672;33.926;70;857.1429;50.692
11:01:34:390;13411.386;0.672;33.925;70;857.1429;50.692
11:01:34:398;13469.211;0.672;33.923;70;857.1429;50.692
11:01:34:406;13527.758;0.672;33.924;70;857.1429;50.692
11:01:34:414;13574.725;0.672;33.924;70;857.1429;50.692
11:01:34:421;13407.818;0.672;33.927;70;857.1429;50.692
11:01:34:429;13439.407;0.672;33.926;70;857.1429;50.692
11:01:34:437;13557.221;0.672;33.926;70;857.1429;50.692
11:01:34:445;13517.277;0.672;33.927;70;857.1429;50.692
11:01:34:453;13584.973;0.672;33.926;70;857.1429;50.692
11:01:34:460;13474.732;0.672;33.926;70;857.1429;50.692
11:01:34:468;13453.942;0.672;33.925;70;857.1429;50.692
11:01:34:476;13534.439;0.672;33.927;70;857.1429;50.692
11:01:34:484;13431.333;0.672;33.924;70;857.1429;50.692
11:01:34:492;13517.033;0.672;33.927;70;857.1429;50.692
11:01:34:500;13416.857;0.672;33.928;70;857.1429;50.888
11:01:34:507;13418.043;0.672;33.926;70;857.1429;50.888
11:01:34:515;13415.209;0.672;33.927;70;857.1429;50.888
11:01:34:523;13474.134;0.672;33.927;70;857.1429;50.888
11:01:34:531;13454.028;0.672;33.928;70;857.1429;50.888
11:01:34:539;13341.063;0.671;33.928;70;857.1429;50.888
11:01:34:546;13422.758;0.671;33.927;70;857.1429;50.888
11:01:34:554;13406.365;0.671;33.925;70;857.1429;50.888
11:01:34:562;13556.231;0.671;33.925;70;857.1429;50.888
11:01:34:570;13905.629;0.671;33.926;70;857.1429;50.888
11:01:34:578;14195.271;0.671;33.926;70;857.1429;50.888
11:01:34:585;14293.748;0.671;33.925;70;857.1429;50.888
11:01:34:593;13598.373;0.671;33.926;70;857.1429;50.888
11:01:34:601;13230.738;0.671;33.927;70;857.1429;50.888
11:01:34:609;13248.278;0.671;33.926;70;857.1429;50.888
11:01:34:617;13439.04;0.671;33.928;70;857.1429;50.888
11:01:34:625;13524.521;0.671;33.926;70;857.1429;50.888
11:01:34:632;13353.291;0.671;33.926;70;857.1429;50.888
11:01:34:640;13355.697;0.671;33.924;70;857.1429;50.888
11:01:34:648;13432.933;0.671;33.927;70;857.1429;50.888
11:01:34:656;13412.827;0.671;33.927;70;857.1429;50.888
11:01:34:664;13415.93;0.671;33.926;70;857.1429;50.888
11:01:34:671;13482.563;0.671;33.927;70;857.1429;50.888
11:01:34:679;13474.599;0.671;33.927;70;857.1429;50.888
11:01:34:687;13345.853;0.671;33.927;70;857.1429;50.888
11:01:34:695;13403.897;0.671;33.924;70;857.1429;50.888
11:01:34:703;13443.157;0.671;33.926;70;857.1429;50.888
11:01:34:710;13440.616;0.671;33.927;70;857.1429;50.888
11:01:34:718;13512.611;0.671;33.926;70;857.1429;50.888
11:01:34:726;13344.313;0.671;33.926;70;857.1429;50.888
11:01:34:734;13406.316;0.671;33.928;70;857.1429;50.888
11:01:34:742;13451.268;0.671;33.928;70;857.1429;50.888
11:01:34:750;13534.439;0.671;33.927;70;857.1429;51.082
11:01:34:757;13479.606;0.671;33.927;70;857.1429;51.082
11:01:34:765;13486.373;0.671;33.925;70;857.1429;51.082
11:01:34:773;13489.732;0.671;33.927;70;857.1429;51.082
11:01:34:781;13448.36;0.671;33.929;70;857.1429;51.082
11:01:34:789;13509.814;0.671;33.928;70;857.1429;51.082
11:01:34:796;13592.326;0.671;33.925;70;857.1429;51.082
11:01:34:804;13523.653;0.671;33.927;70;857.1429;51.082
11:01:34:812;13621.178;0.671;33.928;70;857.1429;51.082
11:01:34:820;13620.653;0.671;33.929;70;857.1429;51.082
11:01:34:828;13660.669;0.671;33.931;70;857.1429;51.082
11:01:34:835;13735.768;0.671;33.932;70;857.1429;51.082
11:01:34:843;13717.237;0.671;33.929;70;857.1429;51.082
11:01:34:851;13725.604;0.671;33.929;70;857.1429;51.082
11:01:34:859;13754.15;0.671;33.93;70;857.1429;51.082
11:01:34:867;13709.859;0.671;33.927;70;857.1429;51.082
11:01:34:875;13784.542;0.671;33.927;70;857.1429;51.082
11:01:34:882;13680.36;0.671;33.927;70;857.1429;51.082
11:01:34:890;13541.805;0.671;33.93;70;857.1429;51.082
11:01:34:898;13425.506;0.671;33.927;70;857.1429;51.082
11:01:34:906;13559.272;0.671;33.927;70;857.1429;51.082
11:01:34:914;13488.486;0.671;33.929;70;857.1429;51.082
11:01:34:921;13402.994;0.671;33.929;70;857.1429;51.082
11:01:34:929;13475.979;0.671;33.93;70;857.1429;51.082
11:01:34:937;13472.803;0.671;33.929;70;857.1429;51.082
11:01:34:945;13342.811;0.671;33.929;70;857.1429;51.082
11:01:34:953;13387.811;0.671;33.931;70;857.1429;51.082
11:01:34:960;13541.793;0.671;33.931;70;857.1429;51.082
11:01:34:968;13407.525;0.671;33.929;70;857.1429;51.082
11:01:34:976;13459.269;0.67;33.93;70;857.1429;51.082
11:01:34:984;13349.321;0.67;33.931;70;857.1429;51.082
11:01:34:992;13477.505;0.67;33.93;70;857.1429;51.082
11:01:35:000;13427.094;0.67;33.929;70;857.1429;51.276
11:01:35:007;13332.514;0.67;33.929;70;857.1429;51.276
11:01:35:015;13414.451;0.67;33.927;70;857.1429;51.276
11:01:35:023;13407.514;0.67;33.929;70;857.1429;51.276
11:01:35:031;13469.883;0.67;33.931;70;857.1429;51.276
11:01:35:039;13390.083;0.67;33.93;70;857.1429;51.276
