((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
11.0:1.0:36.0:191.0;0.196632367302;0.43003656892;0.48089887994477865;0.63206923;0.504868737518;0.141819825311;-0.24178396983235828;0.8619126;10.009712558;0.175151349835;0.5662137582999991;10.208876;244.920729696;106.856899295;0.010902572864971649;253.5724;1.1730651;4.93038065763e-32;-2.0;1.1730651;244.71321;3.23117426779e-27;-2.0;244.71321
11.0:1.0:36.0:347.5;0.182403969302;0.406877389654;0.7941347187842376;0.5554548;0.463278033946;0.158690485367;-0.07201786819916123;0.8619126;10.0400847009;0.186264020966;0.5134075222468835;10.323798;243.305349196;103.713309548;-0.25124259897928525;252.57329;1.1730651;4.93038065763e-32;-2.0;1.1730651;244.71321;3.23117426779e-27;-2.0;244.71321
11.0:1.0:36.0:503.5;0.185482229945;0.410592747858;0.765375061549971;0.5554548;0.426578342518;0.166158353413;-0.12262908525907523;0.82360536;10.0664551116;0.177614227695;0.838362013494578;10.362105;241.829060107;108.924463153;-0.20011342366578377;250.58682;1.1730651;4.93038065763e-32;-2.0;1.1730651;244.71321;3.23117426779e-27;-2.0;244.71321
11.0:1.0:36.0:659.5;0.201625990034;0.384393993404;0.998173175623216;0.5554548;0.413683857321;0.158277301082;0.07566350797588228;0.6512229;10.0492168562;0.170417987792;0.9940900429734638;10.323798;240.29900125;107.213699827;-0.29203388313236367;249.59947;1.1730651;4.93038065763e-32;-2.0;1.1730651;244.71321;3.23117426779e-27;-2.0;244.71321
11.0:1.0:36.5:316.0;0.238428289855;0.337370876168;1.5182777001159238;0.5554548;0.394906475214;0.149210348642;0.34249512505634794;0.6512229;10.025240608;0.152665057083;1.394380072838186;10.170568;239.142188036;113.679396146;-0.35431959583585426;248.616;1.1730651;4.93038065763e-32;-2.0;1.1730651;244.71321;3.23117426779e-27;-2.0;244.71321
11.0:1.0:36.5:472.5;0.27635928623;0.282951411764;1.7647819483456848;0.570777686;0.366278662511;0.144652282659;0.4912103764230924;0.59376204;10.026950708;0.141608309146;1.9103819769991697;10.170568;237.973854357;118.454502584;-0.5658591432518589;247.6364;1.1730651;4.93038065763e-32;-2.0;1.1730651;244.71321;3.23117426779e-27;-2.0;244.71321
11.0:1.0:36.5:628.5;0.258539584216;0.273354628409;2.141651876175148;0.4213795;0.355025914739;0.144731411736;0.5134170969548784;0.59376204;10.0400162062;0.13559969975;2.3067979304584636;10.170568;237.510963875;121.325437031;-0.7088621459509215;247.6364;1.1730651;4.93038065763e-32;-2.0;1.1730651;244.71321;3.23117426779e-27;-2.0;244.71321
11.0:1.0:37.0:284.5;0.26257552433;0.259670425652;2.3162429806071554;0.40222588;0.335188243025;0.13493931346;0.9419288516541071;0.5554548;10.0409054688;0.134443573323;2.3555898610009836;10.170568;237.316177679;125.109553906;-0.7668556140895668;248.616;1.1730651;4.93038065763e-32;-2.0;1.1730651;244.71321;3.23117426779e-27;-2.0;244.71321
11.0:1.0:37.0:441.0;0.268355811384;0.214304390141;3.1247773403896835;0.40222588;0.31312738465;0.132413933957;1.1288704357943162;0.5554548;10.0403582107;0.120410441771;3.2806067620732966;10.170568;237.530103625;128.244256914;-0.8253220553599032;248.616;1.1730651;4.93038065763e-32;-2.0;1.1730651;244.71321;3.23117426779e-27;-2.0;244.71321
11.0:1.0:37.0:597.5;0.270921026955;0.195852169052;4.020480071700662;0.40222588;0.295136668971;0.136824294645;1.0203923697102981;0.5554548;10.0456254509;0.114698887279;3.8029883011917436;10.170568;237.531511643;129.954727315;-0.6410769435937356;248.616;1.17592365625;0.000645536162919;75.01265822784765;1.1730651;243.522866;111.936588229;75.01265822784796;244.71321
11.0:1.0:37.0:753.5;0.245781909098;0.202263677955;4.067941562448271;0.40222588;0.282447399739;0.134147937622;1.2476748388670211;0.5363012;10.0517477688;0.114864702166;3.8557787669437324;10.170568;238.380817714;161.548920328;-0.22735286801219123;248.616;1.18409095982;0.00239987365553;15.791397401153425;1.1730651;240.121883143;416.140387806;15.791397401153446;244.71321
11.0:1.0:37.5:409.5;0.221600472366;0.207904860929;4.101691975848991;0.38307226;0.273930882257;0.132921577612;1.3821032131054425;0.5363012;10.0434022616;0.11726655408;3.5204656117029423;10.170568;238.833865375;174.82922054;-0.29373015593211527;249.59947;1.19225826339;0.00402080145289;7.006511550744449;1.1730651;236.720900286;697.210818594;7.006511550744451;244.71321
11.0:1.0:37.5:566.0;0.198205701652;0.216366124457;3.976513095361601;0.38307226;0.271468274886;0.133489032867;1.364680601781009;0.5363012;10.0375193759;0.124474880276;2.8432099836767497;10.170568;239.506973607;203.281216555;-0.27950495102919604;249.59947;1.20042556696;0.00550831955499;3.4941115921406842;1.1730651;233.319917429;955.147880593;3.4941115921407;244.71321
11.0:1.0:38.0:222.5;0.193348892562;0.216873758935;4.0187298042586415;0.38307226;0.249715242132;0.149201171503;1.0827501119409675;0.5363012;10.049832425;0.130600157334;2.4919084654209813;10.266336;240.24799825;226.543723312;-0.3649676577854244;252.57329;1.20859287054;0.00686242796184;1.620713955918431;1.1730651;229.918934571;1189.9515738;1.6207139559184363;244.71321
11.0:1.0:38.0:378.5;0.196392949152;0.217151530919;3.954539102268642;0.38307226;0.218282794364;0.188123660224;1.1760308504657235;0.5363012;10.0663182179;0.142416865643;2.0054133221351105;10.342952;241.339774429;263.33286286;-0.5603527383432731;254.57549;1.21676017411;0.00808312667343;0.46984795032080706;1.1730651;226.517951714;1401.62189822;0.4698479503207995;244.71321
11.0:1.0:38.0:534.5;0.181993536241;0.221667854402;3.918596872436061;0.36774938;0.191023096882;0.174703496522;1.4709978770729082;0.47884035;10.0598538857;0.145296595029;1.785332347301047;10.342952;242.515890821;314.085141335;-0.6172524749126023;256.59363;1.22492747768;0.00917041568976;-0.29724864068666834;1.4017496;223.116968857;1590.15885386;-0.2972486406866697;244.71321
11.0:1.0:38.0:691.0;0.146832974652;0.248801513529;3.3283541777672827;0.36391866;0.167867745757;0.169698653491;1.6632080222834835;0.47884035;10.0571518607;0.146297965138;1.7093937231637266;10.342952;244.104326411;381.707889336;-0.5436534367516241;269.0426;1.24577449571;0.0189791460037;4.847758466588413;1.4017496;219.618427786;1769.53652652;-0.832767852676997;244.71321
11.0:1.0:38.5:347.5;0.156067752759;0.247596206893;3.278056572587765;0.36391866;0.143241670614;0.174215534843;1.4990219211451947;0.4405331;10.0628979518;0.148959806212;1.6178617520240781;10.342952;245.769545161;442.738436663;-0.731453206445194;269.0426;1.26728886714;0.0283479929173;2.941404226066548;1.4017496;216.114752071;1925.13364331;-1.2192996520342976;244.71321
11.0:1.0:38.5:503.5;0.168893833313;0.243677819817;3.3244652745286745;0.36391866;0.132330951532;0.177593677058;1.3732387916244244;0.4405331;10.0806492813;0.155042536237;1.43493758359591;10.362105;246.480637321;457.146902728;-0.8949282705010115;269.0426;1.28880323857;0.036791103475;1.4819016716462645;1.4017496;212.611076357;2056.17927308;-1.5013664177808526;244.71321
11.0:1.0:38.5:659.5;0.168175572777;0.244554723901;3.291349710773474;0.36391866;0.118239364721;0.17968468141;1.318298307036164;0.34476504;10.0699096116;0.162376922346;1.0393437352183739;10.362105;247.711673393;481.953731311;-1.1059891183271902;271.17535;1.31031761;0.0443084776767;0.4859349600632128;1.4017496;209.107400643;2162.67341583;-1.7057081633931153;244.71321
11.0:1.0:39.0:316.0;0.164926299116;0.247337070273;3.1961944311736206;0.36391866;0.0984016935339;0.18098193768;1.3383340260582344;0.34476504;10.055202375;0.169209848256;0.7040705400523963;10.362105;248.969469339;501.272440505;-1.2502314552813767;273.325;1.33183198143;0.0509001155225;-0.20895010121328106;1.4017496;205.603724929;2244.61607156;-1.8489565014541016;244.71321
11.0:1.0:39.0:472.5;0.160445721766;0.24645553143;3.2904531171329365;0.36391866;0.0755883707768;0.173927712607;1.729903936337501;0.34476504;10.0541078893;0.169354420805;0.692464652426767;10.362105;251.341259839;560.957647798;-1.1377027658905878;274.40625;1.35334635286;0.0565660170124;-0.7064766458605418;1.7754675;202.100049214;2302.00724027;-1.94148133189815;244.71321
11.0:1.0:39.0:628.5;0.154460217686;0.249981449606;3.192243984537428;0.36391866;0.0486364998482;0.182956909137;1.5254295677039131;0.34476504;10.0580070054;0.169496651849;0.7061095771678443;10.362105;253.526691339;606.738338647;-1.177821787799609;274.40625;1.39046112929;0.0832969708505;1.610249457675586;1.7754675;198.55259675;2339.47322527;-1.9890519704482523;244.71321
11.0:1.0:39.0:784.5;0.152750073691;0.250357458646;3.1934640609434632;0.36391866;0.0269860759554;0.185223729169;1.5669121692788321;0.34476504;10.0546551295;0.170436729391;0.6505547083176331;10.362105;255.976614196;665.694151079;-1.1626717116221035;279.8769;1.43426179357;0.116052241039;1.305975176383206;1.7754675;194.986382821;2353.6187896;-1.9951544128195717;244.71321
11.0:1.0:39.5:441.0;0.140026602105;0.249567584899;3.380157043482801;0.30645782;0.0101924611518;0.184162496501;1.7380616881176962;0.30645782;10.0599223732;0.168760699076;0.746374179399282;10.362105;258.088764804;736.0150217;-1.206061029272191;282.09552;1.47806245786;0.144970514845;0.576822385607147;1.7754675;191.420168893;2342.32859036;-1.9603085100210864;244.71321
11.0:1.0:39.5:597.5;0.108354733409;0.196515719257;3.309866280461671;0.30645782;-0.00129970700893;0.196889950282;1.5497236122664404;0.30645782;10.0395716661;0.162300295788;0.7870999086881554;10.362105;260.685990589;827.821185497;-1.1077387501237599;285.236916;1.52186312214;0.170051792266;-0.04259543613879879;1.7754675;187.853954964;2305.60262755;-1.88227487872743;244.71321
11.0:1.0:40.0:253.5;0.0532196868018;0.123024545556;1.8287718715137498;0.30645782;-0.0247628841518;0.222549612283;1.1713316768751882;0.30645782;10.0213757196;0.149091713173;1.0971359692980647;10.342952;263.848807589;943.057059595;-0.9557950222103941;294.6163;1.56566378643;0.191296073304;-0.5194812423943405;1.7754675;184.287741036;2243.44090118;-1.7559061557445046;244.71321
11.0:1.0:40.0:409.5;0.0469605594518;0.121475969969;1.7226519399723355;0.30645782;-0.0743912649911;0.191831222185;1.4983859922237972;0.2681506;10.0525687554;0.114710536683;1.2946295788656341;10.342952;266.914475804;1047.87109056;-0.9152993594451653;299.30582;1.60946445071;0.208703357958;-0.8787876946003643;2.3994837;180.721527107;2155.84341123;-1.5722574473875366;244.71321
11.0:1.0:40.0:566.0;0.0321849143804;0.135032192605;1.4418103670818816;0.30645782;-0.147072388384;0.168040733937;0.040602585021285886;0.19153613;10.0730904821;0.0894600321165;-0.04734222624228357;10.342952;270.335817571;1138.06096151;-0.8655609424004829;301.67847;1.66010420518;0.237672378766;-0.6431277697863713;2.3994837;177.029268268;2052.71516655;-1.31648012605742;244.71321
11.0:1.0:40.0:722.5;0.00906376695179;0.136098588401;1.4710859738617588;0.2873042;-0.18729497767;0.213263156577;0.2907478117700011;0.19153613;10.0532528179;0.0749871955179;-0.03744975579522958;10.323798;274.229658893;1168.88339744;-0.8264129465646888;302.87183;1.73126123018;0.305069570784;-0.1630084712789066;2.3994837;172.958874696;1949.05340723;-0.9717268515489006;244.71321
11.0:1.0:40.5:378.5;-0.0348185314768;0.103011544358;0.02331230527020578;0.24899697;-0.227722784277;0.249415069617;-0.10450562661305351;0.19153613;10.0440522464;0.0718102660027;0.13114839146798563;10.266336;278.146302571;1157.28433008;-0.8005787493718857;306.48047;1.80241825518;0.362340118389;-0.33569447112532247;2.3994837;168.888481125;1812.25544025;-0.507815190535621;244.71321
11.0:1.0:40.5:534.5;-0.0360840380268;0.104416119745;-0.032921669696464484;0.24899697;-0.291647969295;0.262507457531;-0.35968146707096604;0.1340753;10.0554076107;0.0737999191801;-0.045181544662515005;10.323798;282.299558411;1143.78498358;-0.7803624740589976;321.34973;1.87357528018;0.40948402158;-0.6092576784531736;2.3994837;164.818087554;1642.32126563;0.13363723519044868;244.71321
11.0:1.0:41.0:191.0;-0.0492179445125;0.105599133943;-0.11836418341872701;0.24899697;-0.351571416652;0.276964451965;-0.6251837489340817;0.095768064;10.0592383357;0.0736822629081;-0.05022147332016669;10.323798;286.026806196;1066.40573024;-0.7820412988075378;321.34973;1.94473230518;0.446501280358;-0.8639474314120168;2.3994837;160.747693982;1439.25088335;1.057539556691336;149.48569
11.0:1.0:41.0:347.5;-0.0796927121161;0.0915105293131;-0.3566208114810201;0.21068975;-0.40639863502;0.320149966614;-0.45212896003061687;0.095768064;10.0673102286;0.079819360401;-0.08142006517521105;10.3276288;290.114153161;978.203404947;-0.9353339805606491;329.0527;2.01588933018;0.473391894722;-1.0746151927963852;2.3994837;156.677300411;1203.04429342;2.4738950953637984;149.48569
11.0:1.0:41.0:503.5;-0.102403424523;0.0904671091452;-0.4895595062993503;0.21068975;-0.464885562105;0.340159164019;-0.4983762762142274;0.080445176;10.0469253214;0.115899821618;1.5495946340363167;10.342952;292.219586393;840.442242392;-1.0632318521666848;329.0527;2.08846208464;0.494329751775;-1.193959357332197;3.1654618;152.600678796;933.995527405;4.870490701284761;149.48569
