((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
11.0:33.0:34.0:480.0;0.337103597723;0.189992288471;1.4553259946662607;0.63206923;-0.309878103934;0.468662286869;-0.19771687428063478;0.49799395;9.96579615357;0.230396150552;1.853800993613742;10.342952;1091.9485495;5285.04856218;-0.48165953839985365;1151.16168;21.0105314857;0.542295659163;-1.9264129110329224;21.828377;236.65155975;1.29184512562;-1.4858571406515095;237.6416
11.0:33.0:34.0:636.5;0.329681572884;0.18964594091;1.5299473274890438;0.63206923;-0.246876397291;0.541111415059;-0.44285955564268953;0.63206923;9.98412889643;0.242113291444;1.6291761306531969;10.342952;1099.70699932;4550.2035432;-0.6216914626667509;1154.802;21.0607594857;0.53099129669;-1.8697569337222701;21.828377;236.686793321;1.39512835635;-1.465918345510491;237.6416
11.0:33.0:34.0:792.5;0.35447866267;0.187734503677;1.4073930988527552;0.6512229;-0.194203959863;0.560806603329;-0.6138793071705662;0.6512229;9.98888309464;0.241461146728;1.6965332069235712;10.342952;1107.49889839;4166.03131463;-0.7023974474880155;1177.8246;21.1109874857;0.514641230249;-1.7671294732749292;21.828377;236.722026893;1.49592877797;-1.4802927931546523;237.6416
11.0:33.0:34.5:448.5;0.356257212384;0.194761481237;1.2234974454539689;0.6895301;-0.127234720112;0.633867889055;-0.6028404796301992;0.6512229;10.0107045464;0.246329212416;1.742338875884868;10.381259;1113.57623411;3826.23037841;-0.6158912005383916;1182.4834;21.1612154857;0.49324545984;-1.6114724520146113;21.828377;236.757260464;1.59424639048;-1.5143001579820552;237.6416
11.0:33.0:34.5:605.0;0.350305910995;0.200643529815;1.0883119747856673;0.6895301;-0.0355025940411;0.727157615831;-0.626085123484454;0.7661445;10.0377590232;0.260399485367;1.5770546764297642;10.43872;1118.64751014;3654.19789903;-0.6858656176983353;1182.4834;21.2103540071;0.46606500358;-1.3914505009074374;21.828377;236.81850725;1.87964283465;-0.08229369432519418;238.62814
11.0:33.0:35.0:261.5;0.363029383009;0.187157235702;1.2913449740990401;0.6895301;0.0584185184589;0.841298921671;-0.6907169443861614;0.86574334;10.0417265589;0.270719184163;1.3510352457092205;10.515334;1124.64870639;3056.05807317;-0.9427284454774241;1182.4834;21.2551346143;0.431503974868;-1.0930317456750922;21.828377;236.983806893;2.88950395196;1.4977138077838967;238.62814
11.0:33.0:35.0:417.5;0.384645603705;0.188797253766;1.071491380011821;0.7086837;0.140847459887;0.908099960428;-0.8557791469472997;1.0151415;10.0014013964;0.326963509334;0.8575747904080218;10.515334;1129.02028936;2830.06403504;-0.9252370423420202;1182.4834;21.2999152214;0.392932340605;-0.6892742095563134;21.828377;237.149106536;3.8447171254;0.9762620567966431;238.62814
11.0:33.0:35.0:573.5;0.392546469259;0.184232300332;1.1769324238319498;0.7086837;0.220095536173;0.99570501397;-0.8812868911859746;1.1300632;10.0086181946;0.342875222909;0.6833757247369876;10.515334;1131.30367614;2806.0818099;-0.8667337293355963;1182.4834;21.3446958286;0.350350100789;-0.13462834557401981;21.828377;237.379433893;4.63560595715;0.3304360491620755;238.62814
11.0:33.0:35.0:730.0;0.395487917259;0.182654611203;1.2224797826022034;0.7086837;0.303208538316;0.999572078648;-0.9159131571684789;1.4748282;10.0557497554;0.383039977442;0.5545843836371729;10.553641;1133.75115114;2745.91324992;-0.7416563831786998;1182.4834;21.3894764357;0.30375725542;0.6505184526968932;21.828377;237.626018179;5.28416403713;-0.19816400035849258;238.62814
11.0:33.0:35.5:386.5;0.385329662009;0.190935528363;1.0926704251010326;0.7086837;0.373871692066;1.00229661436;-0.9300352995353949;1.4748282;10.1003502714;0.426458934362;0.4199517009267115;10.611102;1138.93104404;2441.87199527;-0.8451359504714211;1191.8572;21.4342570429;0.2531538045;1.8177482268635963;21.828377;237.872602464;5.81111449718;-0.6053726982539085;238.62814
