((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
11.0:26.0:4.5:456.5;-0.480858314845;0.347176725152;-0.3124436147556735;0.11492168;0.361079819964;0.170694291104;-0.7645140002652835;0.7086837;10.0449416232;0.234622025959;-0.677644262800063;10.496181;169.156843486;4359.93307659;-1.4349692102784535;244.7207;15.1994977339;0.248006879669;-1.8375687600170507;15.636815;314.813865875;0.290918738427;-0.5560088326429624;315.2087
11.0:26.0:4.5:612.5;-0.518036847684;0.367755008579;-0.5940190657923403;0.11492168;0.359232864436;0.17283308077;-0.7746642110041235;0.7086837;10.0743219018;0.235579522151;-0.7388023327290272;10.5919485;176.313704411;4318.8703358;-1.4829742370044499;256.59363;15.2438696804;0.245297088704;-1.7590161083861293;15.636815;314.877338018;0.286886740825;-0.33944754255358367;315.2087
11.0:26.0:5.0:269.0;-0.54450987588;0.366176422951;-0.6249236609294608;0.095768064;0.359267067461;0.174736491405;-0.8300153727069461;0.7086837;10.0849931768;0.227245091909;-0.6699657562941712;10.5919485;183.549160786;4231.93359947;-1.5241493789800973;257.60867;15.2882416268;0.238649558479;-1.6408915606823655;15.636815;314.940810161;0.274797317385;-0.09937024816367002;315.2087
11.0:26.0:5.0:425.5;-0.598755644452;0.412200950866;-0.5496278878886756;0.05746084;0.357454314425;0.186202364153;-0.6057507931798898;0.7086837;10.086840125;0.230171666072;-0.715920032406665;10.5919485;190.666022214;4085.75779228;-1.567512799829391;257.81248;15.3326135732;0.228064288994;-1.4766805357966442;15.812356;315.004282304;0.254650468107;0.1655967599153083;315.70245
11.0:26.0:5.0:581.5;-0.606895930327;0.407509553186;-0.5296227504078281;0.095768064;0.350237505911;0.197557413385;-0.5553334043867251;0.7086837;10.0907392509;0.228092014351;-0.6817536970212474;10.5919485;197.510639679;3963.03739968;-1.571468000017002;260.67792;15.3879058089;0.234061024404;-0.6467981570709154;15.812356;315.084346054;0.272925083366;2.5526082509049086;315.70245
11.0:26.0:5.0:737.5;-0.639286057693;0.410437108665;-0.5953382525211226;0.095768064;0.355231126529;0.193416148016;-0.4714185067612169;0.7086837;10.0924152161;0.228868433875;-0.713699945530458;10.611102;203.558543161;3798.72561835;-1.5254347625156475;267.9825;15.4686787196;0.278077412061;0.27978943839753123;15.812356;315.203123554;0.378489820928;3.649101406201022;315.70245
11.0:26.0:5.5:394.0;-0.658781700193;0.400957870857;-0.5613261678393346;-0.095768064;0.343602145904;0.211297437566;-0.39995819992168746;0.7086837;10.0980586893;0.224566266053;-0.6968247791573972;10.5919485;209.784048232;3587.66912121;-1.4655895999159783;271.17535;15.5494516304;0.309045273507;0.3991764317999844;15.812356;315.321901054;0.455838369478;2.7367422321704193;315.70245
11.0:26.0:5.5:550.5;-0.675199082782;0.39974573236;-0.5878297026883881;-0.095768064;0.321472881279;0.217121957193;-0.576865470145949;0.7086837;10.0903972607;0.235162279928;-0.7579217948069967;10.5919485;215.496257661;3316.05672616;-1.3684345777793647;271.17535;15.6250451839;0.336982051172;0.25632926542662826;15.812356;315.412830839;0.561456458811;1.4112936325535461;315.70245
11.0:26.0:6.0:206.5;-0.699859357246;0.405817039415;-0.649189380709986;-0.095768064;0.296094343475;0.242660848512;-0.7027497736926072;0.7086837;10.1044204161;0.230466562822;-0.646506165073212;10.5919485;221.267219482;3113.51694093;-1.2014868396033305;271.17535;15.6993438982;0.356181798724;0.0705980214896802;15.812356;315.496798696;0.665683279832;0.4445108420614674;315.70245
11.0:26.0:6.0:362.5;-0.686109797443;0.403763276233;-0.6174520181156806;-0.095768064;0.253203930404;0.278151319312;-0.855339296500337;0.7086837;10.1270285268;0.234590089904;-0.6518399104334276;10.611102;227.107845089;2896.87039165;-0.9808425910504392;274.40625;15.7736426125;0.364340948386;-0.10847551258288401;15.812356;315.580766554;0.755808898787;-0.22783420709820534;315.70245
