Time_Biotrace;Time_Accel;AccelX;AccelY;AccelZ
11:26:02:773;11:26:02:710;-0.095768064;9.270349;-0.2681506
11:26:02:781;11:26:02:710;-0.095768064;9.270349;-0.2681506
11:26:02:789;11:26:02:710;-0.095768064;9.270349;-0.2681506
11:26:02:796;11:26:02:710;-0.095768064;9.270349;-0.2681506
11:26:02:804;11:26:02:710;-0.095768064;9.270349;-0.2681506
11:26:02:812;11:26:02:710;-0.095768064;9.270349;-0.2681506
11:26:02:820;11:26:02:710;-0.095768064;9.270349;-0.2681506
11:26:02:828;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:835;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:843;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:851;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:859;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:867;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:875;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:882;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:890;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:898;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:906;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:914;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:921;11:26:02:826;-0.17238252;9.940725;-0.24899697
11:26:02:929;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:02:937;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:02:945;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:02:953;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:02:960;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:02:968;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:02:976;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:02:984;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:02:992;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:03:000;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:03:007;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:03:015;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:03:023;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:03:031;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:03:039;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:03:046;11:26:02:928;0.47884035;9.385271;0.11492168
11:26:03:054;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:062;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:070;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:078;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:085;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:093;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:101;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:109;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:117;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:125;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:132;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:140;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:148;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:156;11:26:03:047;-0.24899697;10.304645;-0.32561144
11:26:03:164;11:26:03:162;-0.32561144;9.940725;0.22984336
11:26:03:171;11:26:03:162;-0.32561144;9.940725;0.22984336
11:26:03:179;11:26:03:162;-0.32561144;9.940725;0.22984336
11:26:03:187;11:26:03:162;-0.32561144;9.940725;0.22984336
11:26:03:195;11:26:03:162;-0.32561144;9.940725;0.22984336
11:26:03:203;11:26:03:162;-0.32561144;9.940725;0.22984336
11:26:03:210;11:26:03:162;-0.32561144;9.940725;0.22984336
11:26:03:218;11:26:03:162;-0.32561144;9.940725;0.22984336
