time_Biotrace;accel_x;accel_y;accel_z;lightning;speed_GPS;bearing_GPS
11:26:02:773;-0.2681506;-0.095768064;9.270349;69.183014;14.5699415;313.92523
11:26:02:781;-0.2681506;-0.095768064;9.270349;69.183014;14.5699415;313.92523
11:26:02:789;-0.2681506;-0.095768064;9.270349;69.183014;14.5699415;313.92523
11:26:02:796;-0.2681506;-0.095768064;9.270349;69.183014;14.5699415;313.92523
11:26:02:804;-0.2681506;-0.095768064;9.270349;69.183014;14.5699415;313.92523
11:26:02:812;-0.2681506;-0.095768064;9.270349;69.183014;14.5699415;313.92523
11:26:02:820;-0.2681506;-0.095768064;9.270349;69.183014;14.5699415;313.92523
11:26:02:828;-0.24899697;-0.17238252;9.940725;69.183014;14.5699415;313.92523
11:26:02:835;-0.24899697;-0.17238252;9.940725;69.183014;14.5699415;313.92523
11:26:02:843;-0.24899697;-0.17238252;9.940725;69.183014;14.5699415;313.92523
11:26:02:851;-0.24899697;-0.17238252;9.940725;69.183014;14.5699415;313.92523
11:26:02:859;-0.24899697;-0.17238252;9.940725;69.183014;14.5699415;313.92523
11:26:02:867;-0.24899697;-0.17238252;9.940725;69.183014;14.5699415;313.92523
11:26:02:875;-0.24899697;-0.17238252;9.940725;70.56225;14.5699415;313.92523
11:26:02:882;-0.24899697;-0.17238252;9.940725;70.56225;14.5699415;313.92523
11:26:02:890;-0.24899697;-0.17238252;9.940725;70.56225;14.5699415;313.92523
11:26:02:898;-0.24899697;-0.17238252;9.940725;70.56225;14.5699415;313.92523
11:26:02:906;-0.24899697;-0.17238252;9.940725;70.56225;14.5699415;313.92523
11:26:02:914;-0.24899697;-0.17238252;9.940725;70.56225;14.5699415;313.92523
11:26:02:921;-0.24899697;-0.17238252;9.940725;70.56225;14.5699415;313.92523
11:26:02:929;0.11492168;0.47884035;9.385271;70.56225;14.5699415;313.92523
11:26:02:937;0.11492168;0.47884035;9.385271;70.56225;14.5699415;313.92523
11:26:02:945;0.11492168;0.47884035;9.385271;70.56225;14.5699415;313.92523
11:26:02:953;0.11492168;0.47884035;9.385271;70.56225;14.5699415;313.92523
11:26:02:960;0.11492168;0.47884035;9.385271;70.56225;14.5699415;313.92523
11:26:02:968;0.11492168;0.47884035;9.385271;70.56225;14.5699415;313.92523
11:26:02:976;0.11492168;0.47884035;9.385271;70.56225;14.5699415;313.92523
11:26:02:984;0.11492168;0.47884035;9.385271;70.56225;14.5699415;313.92523
11:26:02:992;0.11492168;0.47884035;9.385271;70.56225;14.5699415;313.92523
11:26:03:000;0.11492168;0.47884035;9.385271;70.56225;14.5699415;313.92523
11:26:03:007;0.11492168;0.47884035;9.385271;70.56225;14.5699415;313.92523
11:26:03:015;0.11492168;0.47884035;9.385271;75.16334;14.5699415;313.92523
11:26:03:023;0.11492168;0.47884035;9.385271;75.16334;14.5699415;313.92523
11:26:03:031;0.11492168;0.47884035;9.385271;75.16334;14.5699415;313.92523
11:26:03:039;0.11492168;0.47884035;9.385271;75.16334;14.5699415;313.92523
11:26:03:046;0.11492168;0.47884035;9.385271;75.16334;14.5699415;313.92523
11:26:03:054;-0.32561144;-0.24899697;10.304645;75.16334;14.5699415;313.92523
11:26:03:062;-0.32561144;-0.24899697;10.304645;75.16334;14.5699415;313.92523
11:26:03:070;-0.32561144;-0.24899697;10.304645;75.16334;14.5699415;313.92523
11:26:03:078;-0.32561144;-0.24899697;10.304645;75.16334;14.5699415;313.92523
11:26:03:085;-0.32561144;-0.24899697;10.304645;75.16334;14.5699415;313.92523
11:26:03:093;-0.32561144;-0.24899697;10.304645;75.16334;14.5699415;313.92523
11:26:03:101;-0.32561144;-0.24899697;10.304645;75.16334;14.5699415;313.92523
11:26:03:109;-0.32561144;-0.24899697;10.304645;75.16334;14.5699415;313.92523
11:26:03:117;-0.32561144;-0.24899697;10.304645;75.16334;14.5699415;313.92523
11:26:03:125;-0.32561144;-0.24899697;10.304645;77.88204;14.5699415;313.92523
11:26:03:132;-0.32561144;-0.24899697;10.304645;77.88204;14.5699415;313.92523
11:26:03:140;-0.32561144;-0.24899697;10.304645;77.88204;14.5699415;313.92523
11:26:03:148;-0.32561144;-0.24899697;10.304645;77.88204;14.5699415;313.92523
11:26:03:156;-0.32561144;-0.24899697;10.304645;77.88204;14.5699415;313.92523
11:26:03:164;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:171;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:179;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:187;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:195;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:203;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:210;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:218;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:226;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:234;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:242;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:250;0.22984336;-0.32561144;9.940725;77.88204;14.5699415;313.92523
11:26:03:257;0.22984336;-0.32561144;9.940725;87.329445;14.5699415;313.92523
11:26:03:265;0.22984336;-0.32561144;9.940725;87.329445;14.5699415;313.92523
11:26:03:273;0.22984336;-0.32561144;9.940725;87.329445;14.5699415;313.92523
11:26:03:281;0.22984336;-0.32561144;9.940725;87.329445;14.5699415;313.92523
11:26:03:289;0.22984336;-0.32561144;9.940725;87.329445;14.5699415;313.92523
11:26:03:296;0.05746084;-0.095768064;9.691729;87.329445;14.5699415;313.92523
11:26:03:304;0.05746084;-0.095768064;9.691729;87.329445;14.5699415;313.92523
11:26:03:312;0.05746084;-0.095768064;9.691729;87.329445;14.5699415;313.92523
11:26:03:320;0.05746084;-0.095768064;9.691729;87.329445;14.5699415;313.92523
11:26:03:328;0.05746084;-0.095768064;9.691729;87.329445;14.5699415;313.92523
11:26:03:335;0.05746084;-0.095768064;9.691729;87.329445;14.5699415;313.92523
11:26:03:343;0.05746084;-0.095768064;9.691729;87.329445;14.5699415;313.92523
11:26:03:351;0.05746084;-0.095768064;9.691729;87.329445;14.5699415;313.92523
11:26:03:359;0.05746084;-0.095768064;9.691729;87.329445;14.5699415;313.92523
11:26:03:367;0.05746084;-0.095768064;9.691729;102.26913;14.5699415;313.92523
11:26:03:375;0.05746084;-0.095768064;9.691729;102.26913;14.5699415;313.92523
11:26:03:382;0.05746084;-0.095768064;9.691729;102.26913;14.5699415;313.92523
11:26:03:390;0.05746084;-0.095768064;9.691729;102.26913;14.5699415;313.92523
11:26:03:398;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:406;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:414;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:421;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:429;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:437;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:445;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:453;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:460;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:468;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:476;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:484;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:492;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:500;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:507;-0.038307227;-0.4213795;10.170568;102.26913;14.5699415;313.92523
11:26:03:515;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:523;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:531;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:539;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:546;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:554;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:562;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:570;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:578;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:585;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:593;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:601;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:609;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:617;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:625;-0.7469909;-0.1340753;10.821792;102.26913;14.5699415;313.92523
11:26:03:632;0.24899697;-0.4213795;9.864111;102.26913;14.5699415;313.92523
11:26:03:640;0.24899697;-0.4213795;9.864111;102.26913;14.5699415;313.92523
11:26:03:648;0.24899697;-0.4213795;9.864111;102.26913;14.5699415;313.92523
11:26:03:656;0.24899697;-0.4213795;9.864111;102.26913;14.5699415;313.92523
11:26:03:664;0.24899697;-0.4213795;9.864111;102.26913;14.5699415;313.92523
11:26:03:671;0.24899697;-0.4213795;9.864111;102.26913;14.5699415;313.92523
11:26:03:679;0.24899697;-0.4213795;9.864111;102.26913;14.5699415;313.92523
11:26:03:687;0.24899697;-0.4213795;9.864111;102.26913;14.5699415;313.92523
11:26:03:695;0.24899697;-0.4213795;9.864111;102.26913;14.5699415;313.92523
11:26:03:703;0.24899697;-0.4213795;9.864111;107.23084;14.5699415;313.92523
11:26:03:710;0.24899697;-0.4213795;9.864111;107.23084;14.5699415;313.92523
11:26:03:718;0.24899697;-0.4213795;9.864111;107.23084;14.5699415;313.92523
11:26:03:726;0.24899697;-0.4213795;9.864111;107.23084;14.5699415;313.92523
11:26:03:734;0.24899697;-0.4213795;9.864111;107.23084;14.5699415;313.92523
11:26:03:742;0.24899697;-0.4213795;9.864111;107.23084;14.751219;314.8999
11:26:03:750;-0.9768343;0.61291564;10.28549;107.23084;14.751219;314.8999
11:26:03:757;-0.9768343;0.61291564;10.28549;107.23084;14.751219;314.8999
11:26:03:765;-0.9768343;0.61291564;10.28549;107.23084;14.751219;314.8999
11:26:03:773;-0.9768343;0.61291564;10.28549;107.23084;14.751219;314.8999
11:26:03:781;-0.9768343;0.61291564;10.28549;107.23084;14.751219;314.8999
11:26:03:789;-0.9768343;0.61291564;10.28549;107.23084;14.751219;314.8999
11:26:03:796;-0.9768343;0.61291564;10.28549;107.23084;14.751219;314.8999
11:26:03:804;-0.9768343;0.61291564;10.28549;107.23084;14.751219;314.8999
11:26:03:812;-0.9768343;0.61291564;10.28549;111.99027;14.751219;314.8999
11:26:03:820;-0.9768343;0.61291564;10.28549;111.99027;14.751219;314.8999
11:26:03:828;-0.9768343;0.61291564;10.28549;111.99027;14.751219;314.8999
11:26:03:835;-0.9768343;0.61291564;10.28549;111.99027;14.751219;314.8999
11:26:03:843;-0.9768343;0.61291564;10.28549;111.99027;14.751219;314.8999
11:26:03:851;-0.9768343;0.61291564;10.28549;111.99027;14.751219;314.8999
11:26:03:859;-0.9768343;0.61291564;10.28549;111.99027;14.751219;314.8999
11:26:03:867;-0.30645782;0.11492168;9.346964;111.99027;14.751219;314.8999
11:26:03:875;-0.30645782;0.11492168;9.346964;111.99027;14.751219;314.8999
11:26:03:882;-0.30645782;0.11492168;9.346964;111.99027;14.751219;314.8999
11:26:03:890;-0.30645782;0.11492168;9.346964;111.99027;14.751219;314.8999
11:26:03:898;-0.30645782;0.11492168;9.346964;111.99027;14.751219;314.8999
11:26:03:906;-0.30645782;0.11492168;9.346964;122.63545;14.751219;314.8999
11:26:03:914;-0.30645782;0.11492168;9.346964;122.63545;14.751219;314.8999
11:26:03:921;-0.30645782;0.11492168;9.346964;122.63545;14.751219;314.8999
11:26:03:929;-0.30645782;0.11492168;9.346964;122.63545;14.751219;314.8999
11:26:03:937;-0.30645782;0.11492168;9.346964;122.63545;14.751219;314.8999
11:26:03:945;-0.30645782;0.11492168;9.346964;122.63545;14.751219;314.8999
11:26:03:953;-0.30645782;0.11492168;9.346964;122.63545;14.751219;314.8999
11:26:03:960;-0.30645782;0.11492168;9.346964;122.63545;14.751219;314.8999
11:26:03:968;-0.30645782;0.11492168;9.346964;122.63545;14.751219;314.8999
11:26:03:976;-0.30645782;0.11492168;9.346964;122.63545;14.751219;314.8999
11:26:03:984;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:03:992;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:000;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:007;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:015;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:023;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:031;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:039;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:046;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:054;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:062;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:070;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:078;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:085;-1.1875241;0.4405331;9.902418;122.63545;14.751219;314.8999
11:26:04:093;-1.1875241;0.4405331;9.902418;124.58751;14.751219;314.8999
11:26:04:101;-1.1875241;0.4405331;9.902418;124.58751;14.751219;314.8999
11:26:04:109;-1.1875241;0.4405331;9.902418;124.58751;14.751219;314.8999
11:26:04:117;-1.1875241;0.4405331;9.902418;124.58751;14.751219;314.8999
11:26:04:125;-1.1875241;0.4405331;9.902418;124.58751;14.751219;314.8999
11:26:04:132;-1.1875241;0.4405331;9.902418;124.58751;14.751219;314.8999
11:26:04:140;-0.63206923;0.5363012;9.768343;124.58751;14.751219;314.8999
11:26:04:148;-0.63206923;0.5363012;9.768343;124.58751;14.751219;314.8999
11:26:04:156;-0.63206923;0.5363012;9.768343;124.58751;14.751219;314.8999
11:26:04:164;-0.63206923;0.5363012;9.768343;124.58751;14.751219;314.8999
11:26:04:171;-0.63206923;0.5363012;9.768343;124.58751;14.751219;314.8999
11:26:04:179;-0.63206923;0.5363012;9.768343;124.58751;14.751219;314.8999
11:26:04:187;-0.63206923;0.5363012;9.768343;124.58751;14.751219;314.8999
11:26:04:195;-0.63206923;0.5363012;9.768343;124.58751;14.751219;314.8999
11:26:04:203;-0.63206923;0.5363012;9.768343;124.58751;14.751219;314.8999
11:26:04:210;-0.63206923;0.5363012;9.768343;124.58751;14.751219;314.8999
11:26:04:218;-0.63206923;0.5363012;9.768343;124.58751;14.751219;314.8999
11:26:04:226;-0.63206923;0.5363012;9.768343;120.71401;14.751219;314.8999
11:26:04:234;-0.63206923;0.5363012;9.768343;120.71401;14.751219;314.8999
11:26:04:242;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:250;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:257;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:265;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:273;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:281;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:289;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:296;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:304;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:312;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:320;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:328;0.2681506;0.36391866;10.323798;120.71401;14.751219;314.8999
11:26:04:335;0.2681506;0.36391866;10.323798;126.57061;14.751219;314.8999
11:26:04:343;0.2681506;0.36391866;10.323798;126.57061;14.751219;314.8999
11:26:04:351;0.2681506;0.36391866;10.323798;126.57061;14.751219;314.8999
11:26:04:359;0.2681506;0.36391866;10.323798;126.57061;14.751219;314.8999
11:26:04:367;0.2681506;0.36391866;10.323798;126.57061;14.751219;314.8999
11:26:04:375;-0.36391866;0.22984336;10.400413;126.57061;14.751219;314.8999
11:26:04:382;-0.36391866;0.22984336;10.400413;126.57061;14.751219;314.8999
11:26:04:390;-0.36391866;0.22984336;10.400413;126.57061;14.751219;314.8999
11:26:04:398;-0.36391866;0.22984336;10.400413;126.57061;14.751219;314.8999
11:26:04:406;-0.36391866;0.22984336;10.400413;126.57061;14.751219;314.8999
11:26:04:414;-0.36391866;0.22984336;10.400413;126.57061;14.751219;314.8999
11:26:04:421;-0.36391866;0.22984336;10.400413;126.57061;14.751219;314.8999
11:26:04:429;-0.36391866;0.22984336;10.400413;126.57061;14.751219;314.8999
11:26:04:437;-0.36391866;0.22984336;10.400413;126.57061;14.751219;314.8999
11:26:04:445;-0.36391866;0.22984336;10.400413;126.57061;14.751219;314.8999
11:26:04:453;-0.36391866;0.22984336;10.400413;140.25307;14.751219;314.8999
11:26:04:460;-0.36391866;0.22984336;10.400413;140.25307;14.751219;314.8999
11:26:04:468;-0.36391866;0.22984336;10.400413;140.25307;14.751219;314.8999
11:26:04:476;-0.095768064;0.59376204;9.519346;140.25307;14.751219;314.8999
11:26:04:484;-0.095768064;0.59376204;9.519346;140.25307;14.751219;314.8999
11:26:04:492;-0.095768064;0.59376204;9.519346;140.25307;14.751219;314.8999
11:26:04:500;-0.095768064;0.59376204;9.519346;140.25307;14.751219;314.8999
11:26:04:507;-0.095768064;0.59376204;9.519346;140.25307;14.751219;314.8999
11:26:04:515;-0.095768064;0.59376204;9.519346;140.25307;14.751219;314.8999
11:26:04:523;-0.095768064;0.59376204;9.519346;140.25307;14.751219;314.8999
11:26:04:531;-0.095768064;0.59376204;9.519346;140.25307;14.751219;314.8999
11:26:04:539;-0.095768064;0.59376204;9.519346;140.25307;14.751219;314.8999
11:26:04:546;-0.095768064;0.59376204;9.519346;140.25307;14.751219;314.8999
11:26:04:554;-0.095768064;0.59376204;9.519346;140.25307;14.751219;314.8999
11:26:04:562;-0.095768064;0.59376204;9.519346;137.51163;14.751219;314.8999
11:26:04:570;-0.095768064;0.59376204;9.519346;137.51163;14.751219;314.8999
11:26:04:578;-0.095768064;0.59376204;9.519346;137.51163;14.751219;314.8999
11:26:04:585;-0.095768064;0.59376204;9.519346;137.51163;14.751219;314.8999
11:26:04:593;-0.095768064;0.59376204;9.519346;137.51163;14.751219;314.8999
11:26:04:601;-0.095768064;0.59376204;9.519346;137.51163;14.751219;314.8999
11:26:04:609;0.30645782;0.36391866;9.5385;137.51163;14.751219;314.8999
11:26:04:617;0.30645782;0.36391866;9.5385;137.51163;14.751219;314.8999
11:26:04:625;0.30645782;0.36391866;9.5385;137.51163;14.751219;314.8999
11:26:04:632;0.30645782;0.36391866;9.5385;137.51163;14.751219;314.8999
11:26:04:640;0.30645782;0.36391866;9.5385;137.51163;14.751219;314.8999
11:26:04:648;0.30645782;0.36391866;9.5385;137.51163;14.751219;314.8999
11:26:04:656;0.30645782;0.36391866;9.5385;137.51163;14.751219;314.8999
11:26:04:664;0.30645782;0.36391866;9.5385;137.51163;14.751219;314.8999
11:26:04:671;0.30645782;0.36391866;9.5385;145.32616;14.751219;314.8999
11:26:04:679;0.30645782;0.36391866;9.5385;145.32616;14.751219;314.8999
11:26:04:687;0.30645782;0.36391866;9.5385;145.32616;14.751219;314.8999
11:26:04:695;0.30645782;0.36391866;9.5385;145.32616;14.751219;314.8999
11:26:04:703;0.30645782;0.36391866;9.5385;145.32616;14.751219;314.8999
11:26:04:710;-0.5363012;0.17238252;10.726024;145.32616;14.751219;314.8999
11:26:04:718;-0.5363012;0.17238252;10.726024;145.32616;14.751219;314.8999
11:26:04:726;-0.5363012;0.17238252;10.726024;145.32616;14.751219;314.8999
11:26:04:734;-0.5363012;0.17238252;10.726024;145.32616;14.751219;314.8999
11:26:04:742;-0.5363012;0.17238252;10.726024;145.32616;14.751219;314.8999
11:26:04:750;-0.5363012;0.17238252;10.726024;145.32616;14.751219;314.8999
11:26:04:757;-0.5363012;0.17238252;10.726024;145.32616;14.751219;314.8999
11:26:04:765;-0.5363012;0.17238252;10.726024;145.32616;15.584449;314.81467
11:26:04:773;-0.5363012;0.17238252;10.726024;145.32616;15.584449;314.81467
11:26:04:781;-0.5363012;0.17238252;10.726024;145.32616;15.584449;314.81467
