Time_Biotrace;ECG;SCR;Temp;HR;RR;HRV_LF
09:57:57:007;-14526.249;2.693;36.309;70;857.1429;13.641
09:57:57:015;-14633.716;2.693;36.311;70;857.1429;13.641
09:57:57:023;-14603.093;2.692;36.308;70;857.1429;13.641
09:57:57:031;-14620.939;2.692;36.31;70;857.1429;13.641
09:57:57:039;-14496.371;2.692;36.31;70;857.1429;13.641
09:57:57:046;-14674.087;2.691;36.31;70;857.1429;13.641
09:57:57:054;-14751.151;2.691;36.309;70;857.1429;13.641
09:57:57:062;-14720.003;2.691;36.309;70;857.1429;13.641
09:57:57:070;-14738.569;2.69;36.309;70;857.1429;13.641
09:57:57:078;-14726.733;2.69;36.309;70;857.1429;13.641
09:57:57:085;-15055.83;2.689;36.309;70;857.1429;13.641
09:57:57:093;-14865.483;2.689;36.309;70;857.1429;13.641
09:57:57:101;-14287.201;2.689;36.309;70;857.1429;13.641
09:57:57:109;-13349.907;2.689;36.31;70;857.1429;13.641
09:57:57:117;-12448.367;2.689;36.311;70;857.1429;13.641
09:57:57:125;-12912.83;2.688;36.31;70;857.1429;13.641
09:57:57:132;-14422.714;2.688;36.31;70;857.1429;13.641
09:57:57:140;-15003.135;2.688;36.309;70;857.1429;13.641
09:57:57:148;-14860.487;2.688;36.309;70;857.1429;13.641
09:57:57:156;-14842.104;2.687;36.308;70;857.1429;13.641
09:57:57:164;-14829.95;2.687;36.308;70;857.1429;13.641
09:57:57:171;-14892.454;2.687;36.308;70;857.1429;13.641
09:57:57:179;-14947.275;2.687;36.31;70;857.1429;13.641
09:57:57:187;-14989.796;2.687;36.312;70;857.1429;13.641
09:57:57:195;-14992.739;2.687;36.309;70;857.1429;13.641
09:57:57:203;-15011.184;2.687;36.314;70;857.1429;13.641
09:57:57:210;-14991.787;2.687;36.314;70;857.1429;13.641
09:57:57:218;-15018.159;2.687;36.31;70;857.1429;13.641
09:57:57:226;-15030.301;2.687;36.309;70;857.1429;13.641
09:57:57:234;-15002.938;2.687;36.308;70;857.1429;13.641
09:57:57:242;-15061.07;2.687;36.31;70;857.1429;13.641
09:57:57:250;-15115.451;2.687;36.308;70;857.1429;13.689
09:57:57:257;-15157.459;2.687;36.311;70;857.1429;13.689
09:57:57:265;-15193.176;2.688;36.311;70;857.1429;13.689
09:57:57:273;-15141.188;2.688;36.311;70;857.1429;13.689
09:57:57:281;-15140.272;2.688;36.308;70;857.1429;13.689
09:57:57:289;-15211.498;2.688;36.309;70;857.1429;13.689
09:57:57:296;-15213.22;2.688;36.311;70;857.1429;13.689
09:57:57:304;-15179.666;2.689;36.311;70;857.1429;13.689
09:57:57:312;-15089.128;2.689;36.309;70;857.1429;13.689
09:57:57:320;-15124.283;2.689;36.312;70;857.1429;13.689
09:57:57:328;-15170.871;2.69;36.311;70;857.1429;13.689
09:57:57:335;-15201.103;2.69;36.312;70;857.1429;13.689
09:57:57:343;-15315.374;2.691;36.311;70;857.1429;13.689
09:57:57:351;-15280.391;2.691;36.312;70;857.1429;13.689
09:57:57:359;-15255.68;2.691;36.312;70;857.1429;13.689
09:57:57:367;-15143.033;2.692;36.312;70;857.1429;13.689
09:57:57:375;-15118.456;2.692;36.311;70;857.1429;13.689
09:57:57:382;-15122.817;2.693;36.312;70;857.1429;13.689
09:57:57:390;-15114.034;2.693;36.311;70;857.1429;13.689
09:57:57:398;-15206.808;2.694;36.311;70;857.1429;13.689
09:57:57:406;-15189.413;2.694;36.312;70;857.1429;13.689
09:57:57:414;-15191.233;2.695;36.312;70;857.1429;13.689
09:57:57:421;-15269.421;2.696;36.314;70;857.1429;13.689
09:57:57:429;-15208.786;2.696;36.314;70;857.1429;13.689
09:57:57:437;-15288.978;2.697;36.314;70;857.1429;13.689
09:57:57:445;-15321.262;2.698;36.316;70;857.1429;13.689
09:57:57:453;-15373.407;2.698;36.315;70;857.1429;13.689
09:57:57:460;-15384.963;2.699;36.311;70;857.1429;13.689
09:57:57:468;-15417.369;2.7;36.314;70;857.1429;13.689
09:57:57:476;-15441.177;2.7;36.314;70;857.1429;13.689
09:57:57:484;-15452.83;2.701;36.312;70;857.1429;13.689
09:57:57:492;-15452.988;2.702;36.312;70;857.1429;13.689
09:57:57:500;-15483.978;2.703;36.311;70;857.1429;13.748
09:57:57:507;-15497.476;2.703;36.315;70;857.1429;13.748
09:57:57:515;-15514.173;2.704;36.317;70;857.1429;13.748
09:57:57:523;-15404.36;2.705;36.313;70;857.1429;13.748
09:57:57:531;-15362.561;2.706;36.313;70;857.1429;13.748
09:57:57:539;-15529.687;2.706;36.314;70;857.1429;13.748
