09:57:57:007;09:57:56:927;0.076614454;10.5919485;0.36391866
09:57:57:015;09:57:56:927;0.076614454;10.5919485;0.36391866
09:57:57:023;09:57:56:927;0.076614454;10.5919485;0.36391866
09:57:57:031;09:57:56:927;0.076614454;10.5919485;0.36391866
09:57:57:039;09:57:56:927;0.076614454;10.5919485;0.36391866
09:57:57:046;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:054;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:062;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:070;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:078;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:085;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:093;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:101;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:109;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:117;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:125;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:132;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:140;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:148;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:156;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:164;09:57:57:042;0.095768064;10.055647;0.05746084
09:57:57:171;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:179;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:187;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:195;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:203;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:210;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:218;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:226;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:234;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:242;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:250;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:257;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:265;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:273;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:281;09:57:57:171;-0.1340753;9.787497;-0.038307227
09:57:57:289;09:57:57:286;-0.1340753;9.825804;-0.019153614
09:57:57:296;09:57:57:286;-0.1340753;9.825804;-0.019153614
09:57:57:304;09:57:57:286;-0.1340753;9.825804;-0.019153614
09:57:57:312;09:57:57:286;-0.1340753;9.825804;-0.019153614
09:57:57:320;09:57:57:286;-0.1340753;9.825804;-0.019153614
09:57:57:328;09:57:57:286;-0.1340753;9.825804;-0.019153614
09:57:57:335;09:57:57:286;-0.1340753;9.825804;-0.019153614
09:57:57:343;09:57:57:286;-0.1340753;9.825804;-0.019153614
09:57:57:351;09:57:57:286;-0.1340753;9.825804;-0.019153614
09:57:57:359;09:57:57:286;-0.1340753;9.825804;-0.019153614
09:57:57:367;09:57:57:286;-0.1340753;9.825804;-0.019153614
09:57:57:375;09:57:57:286;-0.1340753;9.825804;-0.019153614
