Time_GPS;Latitude_GPS;Longitude_GPS;Accuracy_GPS;Altitude_GPS;Speed_GPS;Bearing_GPS
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
09:57:17:924;48.74661928;9.108511093;10;506;0.3971122;0
