((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
12.0:5.0:33.0:636.5;0.668974150063;0.539810924662;-0.8516078593398899;1.3982137;-0.420524429754;0.146494042783;-0.3953199001165175;-0.11492168;10.0015382384;0.900327277818;-0.919488423318227;10.8639294;161.026377812;12617.7469116;-1.8135806525088807;295.78174;16.9196946661;0.110160037068;-1.7193676614483886;17.263783;313.550768857;1.67536142459;-1.7729549772840132;315.07742
12.0:5.0:33.0:792.5;0.649068073473;0.552031267371;-0.9064828874526576;1.3982137;-0.425141820618;0.159292583663;-0.466508204757194;-0.11492168;10.0560918277;0.983549572951;-0.9633029691785482;11.0133278;152.226288848;12459.3788125;-1.728617918148524;295.78174;16.8918687732;0.112554244764;-1.7372078429629587;17.263783;313.464499214;1.61290031139;-1.7277850179262702;314.7405
12.0:5.0:33.5:448.5;0.684228636134;0.526241068053;-0.9092389739993472;1.3982137;-0.430580078543;0.152748958572;-0.48612199783858534;-0.11492168;10.0719277866;0.973936964247;-0.9358488235597018;11.0133278;143.232044564;12062.1340904;-1.5925815665363166;292.2991;16.8640428804;0.113399891835;-1.7137253297230453;17.263783;313.378229571;1.53555429563;-1.6417599524823692;314.7405
12.0:5.0:33.5:605.0;0.721783400563;0.535326746906;-0.9369061794249989;1.4556746;-0.456642673543;0.151122369328;-0.5898859055290493;-0.15322891;10.1125608259;0.934520436058;-0.8014813559038032;11.243171;134.248356386;11496.820895;-1.3944907869037744;291.1474;16.8362169875;0.112696978278;-1.6461955860527868;17.263783;313.291959929;1.44332337732;-1.510700561970601;314.7405
12.0:5.0:34.0:261.5;0.69431848483;0.600005606546;-0.39816334122782315;1.4556746;-0.469708170614;0.162465469228;-0.4265345312593234;-0.15322891;10.1373921027;0.996068089357;-0.8225742912044254;11.243171;125.065089038;10692.3653584;-1.1285322848914572;287.7194;16.8083910946;0.110445504095;-1.5294748777443594;17.263783;313.205802054;1.33609297625;-1.3284289525623383;314.7405
12.0:5.0:34.0:417.5;0.66121009417;0.58873821995;-0.3340889811598813;1.4556746;-0.466629910896;0.16948411708;-0.5486409730396633;-0.095768064;10.1450535348;1.06167225248;-0.8695571500915205;11.243171;116.181131537;9809.95933865;-0.7558734112555099;246.66066;16.7805652018;0.106645469285;-1.3549974141863175;17.263783;313.121767768;1.21220037347;-1.0875074862530951;314.7405
12.0:5.0:34.0:573.5;0.64913647583;0.582931736299;-0.28852133780116773;1.4556746;-0.431879784364;0.210558967368;-0.10503265813532225;-0.019153614;10.1793248455;0.987955891669;-0.7600787525275012;11.243171;107.02986777;8688.77460373;-0.26109344959691017;221.72041;16.7527393089;0.101296873849;-1.1091611004188884;17.263783;313.037733482;1.07418424834;-0.7832138701663158;314.7405
12.0:5.0:34.0:730.0;0.644484884152;0.5927710391;-0.3415908944013286;1.4556746;-0.405064724793;0.212219012565;-0.11364052512353684;-0.019153614;10.1460454366;0.986931288033;-0.6477229986984243;11.243171;97.7745968929;7439.26278774;0.4123225121763743;152.154822;16.7246473804;0.0941159786713;-0.7721430279471679;17.263783;312.961520554;0.952569013341;-0.3574501003340105;314.7405
12.0:5.0:34.5:386.5;0.562261157438;0.625815111608;-0.2623247779806901;1.3982137;-0.423329063293;0.211777796604;-0.12254879474563696;-0.019153614;10.1157416723;1.00832416977;-0.6084970029531171;11.18571;88.2995233411;6086.58127849;1.3292267439534946;114.222946;16.6964122018;0.0851958810236;-0.3121159214090645;16.800314;312.889519125;0.836364444597;0.2549933620035967;312.72446
12.0:5.0:34.5:542.5;0.572282601473;0.633353749637;-0.1552482754593112;1.3982137;-0.401268204293;0.244659935803;-0.2298620631402879;-0.019153614;10.0683022705;1.03291505964;-0.6615634334777782;11.18571;78.8538905696;4685.71238232;2.615347396747249;108.50846;16.6681770232;0.0746813327579;0.3229858683826521;16.800314;312.817517696;0.709791464421;1.1231725056002402;312.72446
12.0:5.0:35.0:198.5;0.595130126473;0.693451725263;-0.1515407933553563;1.3982137;-0.413581240721;0.254877385054;-0.3162492686624674;-0.019153614;10.0384773562;1.11499921726;-0.7561587936106;11.18571;69.4440814268;3183.69665322;3.9885703063336972;67.83072;16.6399418446;0.0625723338743;1.215095052617075;16.800314;312.745516268;0.572850072813;2.410056960136843;312.72446
12.0:5.0:35.0:355.0;0.595950997455;0.691581747946;-0.11194471015001284;1.091756;-0.435915721579;0.279868003912;-0.48609549576897937;-0.019153614;10.0295504018;1.10887094913;-0.7434307637268742;11.18571;61.0257395518;1957.53787072;5.829482701756277;63.17769;16.6522759982;0.0871894720547;4.1844112514151774;16.800314;312.608115696;0.547663394221;3.4256208168595474;312.72446
12.0:5.0:35.0:511.5;0.604501717227;0.69138865452;-0.10831317736727097;1.091756;-0.414367907471;0.310082602382;-0.5858803388848095;0.076614454;10.0475411089;1.06646530851;-0.664377438112695;11.18571;53.7054921768;1014.68782924;6.717614325479294;55.899918;16.6691178554;0.115445799291;3.9626000210080576;16.800314;312.463448554;0.495763224885;3.537022945187763;312.72446
12.0:5.0:35.0:667.5;0.584356220116;0.700813061789;-0.1802422505370216;1.091756;-0.397950524525;0.324520638249;-0.7172172170087139;0.076614454;10.0697387554;1.03997545273;-0.586864738650374;11.18571;48.2090548875;515.525425606;4.3747217477668565;53.73598;16.6867873357;0.143707007493;3.1189545065685422;16.800314;312.322381482;0.412171762389;1.4550543474143103;312.72446
12.0:5.0:35.5:323.5;0.590307522937;0.698030703285;-0.1631419473522948;1.091756;-0.369083293346;0.320400781248;-0.6853853374112555;0.076614454;10.0370065679;1.01118843849;-0.5463176897162021;10.955867;44.3547148696;325.018324914;2.997972912434933;52.68564;16.7201816571;0.181399178328;1.558428702034007;16.800314;312.249715768;0.496305379873;0.47183387691265466;312.72446
12.0:5.0:35.5:480.0;0.58640839452;0.709898438697;-0.22631695527301954;1.091756;-0.349929679079;0.341876556505;-0.7368387892137505;0.15322891;9.94777124821;1.02872808341;-0.5657256900164938;10.6570706;41.2234642679;218.698643388;-0.4535163086485894;49.852608;16.7535759786;0.216860987755;0.5312951244216553;16.800314;312.177050054;0.569878385291;-0.21714728687390705;312.72446
12.0:5.0:35.5:636.5;0.562226959757;0.693789014746;-0.12124704537631903;1.0726024;-0.393606758693;0.385167661286;-0.8428538650542574;0.15322891;9.95461183571;1.02443808558;-0.543048173929976;10.611102;39.0934720018;208.001484567;-0.9037303862268136;49.852608;16.7869703;0.250092435776;-0.185878283854775;17.735355;312.104384339;0.632890778644;-0.7116808326562674;312.72446
12.0:5.0:36.0:292.5;0.554941746396;0.669353855105;0.01961054035988452;1.0726024;-0.412007909836;0.397454447669;-0.8507080867343797;0.15322891;9.95262806964;1.02255014658;-0.5350544915974118;10.611102;37.3261176518;214.850922931;-1.1306458192425013;48.493736;16.8189706214;0.278676612497;-0.7026074732544005;17.735355;312.018008768;0.735106289448;-0.7249205244760728;312.72446
