Time_Biotrace;Time_Light;Lightning
12:05:31:453;13:05:31:439;278.77405
12:05:31:460;13:05:31:439;278.77405
12:05:31:468;13:05:31:439;278.77405
12:05:31:476;13:05:31:439;278.77405
12:05:31:484;13:05:31:439;278.77405
12:05:31:492;13:05:31:439;278.77405
12:05:31:500;13:05:31:439;278.77405
12:05:31:507;13:05:31:439;278.77405
12:05:31:515;13:05:31:439;278.77405
12:05:31:523;13:05:31:439;278.77405
12:05:31:531;13:05:31:439;278.77405
12:05:31:539;13:05:31:439;278.77405
12:05:31:546;13:05:31:439;278.77405
12:05:31:554;13:05:31:548;306.48047
12:05:31:562;13:05:31:548;306.48047
12:05:31:570;13:05:31:548;306.48047
12:05:31:578;13:05:31:548;306.48047
12:05:31:585;13:05:31:548;306.48047
12:05:31:593;13:05:31:548;306.48047
12:05:31:601;13:05:31:548;306.48047
12:05:31:609;13:05:31:548;306.48047
12:05:31:617;13:05:31:548;306.48047
12:05:31:625;13:05:31:548;306.48047
12:05:31:632;13:05:31:548;306.48047
12:05:31:640;13:05:31:548;306.48047
12:05:31:648;13:05:31:548;306.48047
12:05:31:656;13:05:31:548;306.48047
12:05:31:664;13:05:31:548;306.48047
12:05:31:671;13:05:31:548;306.48047
12:05:31:679;13:05:31:675;286.58572
12:05:31:687;13:05:31:675;286.58572
12:05:31:695;13:05:31:675;286.58572
12:05:31:703;13:05:31:675;286.58572
12:05:31:710;13:05:31:675;286.58572
12:05:31:718;13:05:31:675;286.58572
12:05:31:726;13:05:31:675;286.58572
12:05:31:734;13:05:31:675;286.58572
12:05:31:742;13:05:31:675;286.58572
12:05:31:750;13:05:31:675;286.58572
12:05:31:757;13:05:31:675;286.58572
12:05:31:765;13:05:31:675;286.58572
12:05:31:773;13:05:31:675;286.58572
12:05:31:781;13:05:31:675;286.58572
12:05:31:789;13:05:31:789;296.9518
12:05:31:796;13:05:31:789;296.9518
12:05:31:804;13:05:31:789;296.9518
12:05:31:812;13:05:31:789;296.9518
12:05:31:820;13:05:31:789;296.9518
12:05:31:828;13:05:31:789;296.9518
12:05:31:835;13:05:31:789;296.9518
12:05:31:843;13:05:31:789;296.9518
12:05:31:851;13:05:31:789;296.9518
12:05:31:859;13:05:31:789;296.9518
12:05:31:867;13:05:31:789;296.9518
12:05:31:875;13:05:31:789;296.9518
12:05:31:882;13:05:31:789;296.9518
12:05:31:890;13:05:31:789;296.9518
12:05:31:898;13:05:31:789;296.9518
12:05:31:906;13:05:31:789;296.9518
12:05:31:914;13:05:31:910;307.6928
12:05:31:921;13:05:31:910;307.6928
12:05:31:929;13:05:31:910;307.6928
12:05:31:937;13:05:31:910;307.6928
12:05:31:945;13:05:31:910;307.6928
12:05:31:953;13:05:31:910;307.6928
12:05:31:960;13:05:31:910;307.6928
12:05:31:968;13:05:31:910;307.6928
12:05:31:976;13:05:31:910;307.6928
12:05:31:984;13:05:31:910;307.6928
12:05:31:992;13:05:31:910;307.6928
12:05:32:000;13:05:31:910;307.6928
12:05:32:007;13:05:31:910;307.6928
12:05:32:015;13:05:31:910;307.6928
12:05:32:023;13:05:32:023;291.1474
12:05:32:031;13:05:32:023;291.1474
12:05:32:039;13:05:32:023;291.1474
12:05:32:046;13:05:32:023;291.1474
12:05:32:054;13:05:32:023;291.1474
12:05:32:062;13:05:32:023;291.1474
12:05:32:070;13:05:32:023;291.1474
12:05:32:078;13:05:32:023;291.1474
12:05:32:085;13:05:32:023;291.1474
12:05:32:093;13:05:32:023;291.1474
12:05:32:101;13:05:32:023;291.1474
12:05:32:109;13:05:32:023;291.1474
12:05:32:117;13:05:32:023;291.1474
12:05:32:125;13:05:32:023;291.1474
12:05:32:132;13:05:32:023;291.1474
12:05:32:140;13:05:32:023;291.1474
12:05:32:148;13:05:32:023;291.1474
12:05:32:156;13:05:32:151;298.12646
12:05:32:164;13:05:32:151;298.12646
12:05:32:171;13:05:32:151;298.12646
12:05:32:179;13:05:32:151;298.12646
12:05:32:187;13:05:32:151;298.12646
12:05:32:195;13:05:32:151;298.12646
12:05:32:203;13:05:32:151;298.12646
12:05:32:210;13:05:32:151;298.12646
12:05:32:218;13:05:32:151;298.12646
12:05:32:226;13:05:32:151;298.12646
12:05:32:234;13:05:32:151;298.12646
12:05:32:242;13:05:32:151;298.12646
12:05:32:250;13:05:32:151;298.12646
12:05:32:257;13:05:32:151;298.12646
12:05:32:265;13:05:32:151;298.12646
12:05:32:273;13:05:32:151;298.12646
12:05:32:281;13:05:32:151;298.12646
12:05:32:289;13:05:32:151;298.12646
12:05:32:296;13:05:32:294;302.87183
12:05:32:304;13:05:32:294;302.87183
12:05:32:312;13:05:32:294;302.87183
12:05:32:320;13:05:32:294;302.87183
12:05:32:328;13:05:32:294;302.87183
12:05:32:335;13:05:32:294;302.87183
12:05:32:343;13:05:32:294;302.87183
12:05:32:351;13:05:32:294;302.87183
12:05:32:359;13:05:32:294;302.87183
12:05:32:367;13:05:32:294;302.87183
12:05:32:375;13:05:32:294;302.87183
12:05:32:382;13:05:32:294;302.87183
12:05:32:390;13:05:32:294;302.87183
12:05:32:398;13:05:32:294;302.87183
12:05:32:406;13:05:32:399;299.30582
12:05:32:414;13:05:32:399;299.30582
12:05:32:421;13:05:32:399;299.30582
12:05:32:429;13:05:32:399;299.30582
12:05:32:437;13:05:32:399;299.30582
12:05:32:445;13:05:32:399;299.30582
12:05:32:453;13:05:32:399;299.30582
12:05:32:460;13:05:32:399;299.30582
