Time_Accel;AccelX;AccelY;AccelZ
13:05:31:371;-0.4405331;9.787497;0.4213795
13:05:31:371;-0.4405331;9.787497;0.4213795
13:05:31:371;-0.4405331;9.787497;0.4213795
13:05:31:371;-0.4405331;9.787497;0.4213795
13:05:31:371;-0.4405331;9.787497;0.4213795
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:486;-0.80445176;9.921572;0.7278373
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:604;0.24899697;10.036493;-0.1340753
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:707;0.34476504;9.021352;-0.7278373
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:822;-0.11492168;8.944737;0.82360536
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:31:945;-1.0726024;9.5385;-0.34476504
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:052;-0.2873042;9.576807;1.340753
13:05:32:182;-0.34476504;10.649409;1.2449849
