Serial_no.;time1;time2;(time1+time2)/2;mean(HR1);mean(HR2);mean(HR3);mean(HR4);RMSSD1;RMSSD2;RMSSD3;RMSSD4;stress/non-stress
131;11:35:04:500;11:35:08:867;11:35:6:683;101.473971429;99.6992;98.9256;111.370485714;1.29997132058;0.830723656922;0.82552482671;8.71331801603;0
132;11:35:04:656;11:35:09:023;11:35:6:339;100.970971429;99.4716285714;99.6755428571;112.827942857;1.29997132058;0.830727856326;2.38148502719;10.3207126488;0
133;11:35:04:812;11:35:09:179;11:35:6:495;100.467971429;99.2440571429;100.3778;113.4494;1.29997132058;0.830727856326;2.58041127309;10.2727823969;0
134;11:35:04:968;11:35:09:335;11:35:6:651;100.236285714;99.0166285714;100.961085714;114.189828571;0.582610898705;0.830723918841;2.58041127309;10.2727823969;0
135;11:35:05:125;11:35:09:492;11:35:7:308;100.072428571;98.8799428571;101.453485714;114.930257143;0.58261651301;1.1711447177;2.4447981667;10.2727823969;0
136;11:35:05:281;11:35:09:648;11:35:7:464;99.9085714286;98.8799428571;104.759057143;113.105685714;0.58261651301;1.1711447177;8.71331801603;6.07658355422;1
137;11:35:05:437;11:35:09:804;11:35:7:620;99.7447142857;98.8799428571;108.064771429;111.281114286;0.58261651301;1.1711447177;8.71331801603;6.07658355422;1
138;11:35:05:593;11:35:09:960;11:35:7:776;99.6992;98.9256;111.370485714;109.456542857;0.830723656922;0.82552482671;8.71331801603;6.07658355422;1
139;11:35:05:750;11:35:10:117;11:35:7:433;99.4716285714;99.6755428571;112.827942857;108.991657143;0.830727856326;2.38148502719;10.3207126488;1.16894375478;1
140;11:35:05:906;11:35:10:273;11:35:7:589;99.2440571429;100.3778;113.4494;109.433228571;0.830727856326;2.58041127309;10.2727823969;1.16894375478;1
141;11:35:06:062;11:35:10:429;11:35:8:245;99.0166285714;100.961085714;114.189828571;109.8748;0.830723918841;2.58041127309;10.2727823969;1.16894375478;1
142;11:35:06:218;11:35:10:585;11:35:8:401;98.8799428571;101.453485714;114.930257143;110.316371429;1.1711447177;2.4447981667;10.2727823969;1.16894375478;1
143;11:35:06:375;11:35:10:742;11:35:8:558;98.8799428571;104.759057143;113.105685714;110.401371429;1.1711447177;8.71331801603;6.07658355422;0.182385480662;1
144;11:35:06:531;11:35:10:898;11:35:8:714;98.8799428571;108.064771429;111.281114286;110.486371429;1.1711447177;8.71331801603;6.07658355422;0.182385480662;1
145;11:35:06:687;11:35:11:054;11:35:8:370;98.9256;111.370485714;109.456542857;110.571371429;0.82552482671;8.71331801603;6.07658355422;0.182385480662;1
146;11:35:06:843;11:35:11:210;11:35:8:526;99.6755428571;112.827942857;108.991657143;110.3918;2.38148502719;10.3207126488;1.16894375478;1.74337213534;0
147;11:35:07:000;11:35:11:367;11:35:9:183;100.3778;113.4494;109.433228571;109.843657143;2.58041127309;10.2727823969;1.16894375478;1.74337213534;0
148;11:35:07:156;11:35:11:523;11:35:9:339;100.961085714;114.189828571;109.8748;109.295514286;2.58041127309;10.2727823969;1.16894375478;1.74337213534;0
149;11:35:07:312;11:35:11:679;11:35:9:495;101.453485714;114.930257143;110.316371429;108.747371429;2.4447981667;10.2727823969;1.16894375478;1.74337213534;0
150;11:35:07:468;11:35:11:835;11:35:9:651;104.759057143;113.105685714;110.401371429;108.2132;8.71331801603;6.07658355422;0.182385480662;1.74912715617;0
151;11:35:07:625;11:35:11:992;11:35:9:808;108.064771429;111.281114286;110.486371429;107.689628571;8.71331801603;6.07658355422;0.182385480662;1.74912715617;0
152;11:35:07:781;11:35:12:148;11:35:9:464;111.370485714;109.456542857;110.571371429;107.166057143;8.71331801603;6.07658355422;0.182385480662;1.74912715617;0
153;11:35:07:937;11:35:12:304;11:35:9:620;112.827942857;108.991657143;110.3918;106.7652;10.3207126488;1.16894375478;1.74337213534;1.74891478207;0
154;11:35:08:093;11:35:12:460;11:35:10:276;113.4494;109.433228571;109.843657143;106.278628571;10.2727823969;1.16894375478;1.74337213534;1.74891641002;0
155;11:35:08:250;11:35:12:617;11:35:10:433;114.189828571;109.8748;109.295514286;105.792057143;10.2727823969;1.16894375478;1.74337213534;1.74891641002;0
156;11:35:08:406;11:35:12:773;11:35:10:589;114.930257143;110.316371429;108.747371429;105.305485714;10.2727823969;1.16894375478;1.74337213534;1.74891641002;0
157;11:35:08:562;11:35:12:929;11:35:10:745;113.105685714;110.401371429;108.2132;105.0526;6.07658355422;0.182385480662;1.74912715617;2.29074215933;0
158;11:35:08:718;11:35:13:085;11:35:10:401;111.281114286;110.486371429;107.689628571;104.973171429;6.07658355422;0.182385480662;1.74912715617;2.29074215933;0
159;11:35:08:875;11:35:13:242;11:35:10:558;109.456542857;110.571371429;107.166057143;104.893742857;6.07658355422;0.182385480662;1.74912715617;2.29074215933;0
160;11:35:09:031;11:35:13:398;11:35:11:214;108.991657143;110.3918;106.7652;104.922371429;1.16894375478;1.74337213534;1.74891478207;1.48842647873;0
161;11:35:09:187;11:35:13:554;11:35:11:370;109.433228571;109.843657143;106.278628571;104.877;1.16894375478;1.74337213534;1.74891641002;2.55201499506;0
162;11:35:09:343;11:35:13:710;11:35:11:526;109.8748;109.295514286;105.792057143;104.705428571;1.16894375478;1.74337213534;1.74891641002;2.55201499506;0
163;11:35:09:500;11:35:13:867;11:35:11:683;110.316371429;108.747371429;105.305485714;104.533857143;1.16894375478;1.74337213534;1.74891641002;2.55201499506;0
164;11:35:09:656;11:35:14:023;11:35:11:339;110.401371429;108.2132;105.0526;104.086342857;0.182385480662;1.74912715617;2.29074215933;2.07301057565;0
165;11:35:09:812;11:35:14:179;11:35:11:495;110.486371429;107.689628571;104.973171429;103.551914286;0.182385480662;1.74912715617;2.29074215933;2.09888704736;0
166;11:35:09:968;11:35:14:335;11:35:11:651;110.571371429;107.166057143;104.893742857;103.017628571;0.182385480662;1.74912715617;2.29074215933;2.09888704736;0
167;11:35:10:125;11:35:14:492;11:35:12:308;110.3918;106.7652;104.922371429;102.483342857;1.74337213534;1.74891478207;1.48842647873;2.09888704736;0
168;11:35:10:281;11:35:14:648;11:35:12:464;109.843657143;106.278628571;104.877;102.401428571;1.74337213534;1.74891641002;2.55201499506;0.970482619886;0
169;11:35:10:437;11:35:14:804;11:35:12:620;109.295514286;105.792057143;104.705428571;102.233857143;1.74337213534;1.74891641002;2.55201499506;0.97048583966;0
