time_Biotrace;accel_x;accel_y;accel_z;lightning;speed_GPS;bearing_GPS
10:12:32:742;-0.93852705;0.32561144;9.883265;370.42767;9.261795;332.54294
10:12:32:750;-0.78529817;-0.22984336;10.247183;370.42767;9.261795;332.54294
10:12:32:757;-0.78529817;-0.22984336;10.247183;370.42767;9.261795;332.54294
10:12:32:765;-0.78529817;-0.22984336;10.247183;370.42767;9.261795;332.54294
10:12:32:773;-0.78529817;-0.22984336;10.247183;370.42767;9.261795;332.54294
10:12:32:781;-0.78529817;-0.22984336;10.247183;370.42767;9.261795;332.54294
10:12:32:789;-0.78529817;-0.22984336;10.247183;370.42767;9.261795;332.54294
10:12:32:796;-0.78529817;-0.22984336;10.247183;370.42767;9.261795;332.54294
10:12:32:804;-0.78529817;-0.22984336;10.247183;370.42767;9.261795;332.54294
10:12:32:812;-0.78529817;-0.22984336;10.247183;370.42767;9.261795;332.54294
10:12:32:820;-0.78529817;-0.22984336;10.247183;370.42767;9.261795;332.54294
10:12:32:828;-0.78529817;-0.22984336;10.247183;385.34473;9.261795;332.54294
10:12:32:835;-0.78529817;-0.22984336;10.247183;385.34473;9.261795;332.54294
10:12:32:843;-0.78529817;-0.22984336;10.247183;385.34473;9.261795;332.54294
10:12:32:851;-0.78529817;-0.22984336;10.247183;385.34473;9.261795;332.54294
10:12:32:859;-0.78529817;-0.22984336;10.247183;385.34473;9.261795;332.54294
10:12:32:867;-0.47884035;0.095768064;10.0748005;385.34473;9.261795;332.54294
10:12:32:875;-0.47884035;0.095768064;10.0748005;385.34473;9.261795;332.54294
10:12:32:882;-0.47884035;0.095768064;10.0748005;385.34473;9.261795;332.54294
10:12:32:890;-0.47884035;0.095768064;10.0748005;385.34473;9.261795;332.54294
10:12:32:898;-0.47884035;0.095768064;10.0748005;385.34473;9.261795;332.54294
10:12:32:906;-0.47884035;0.095768064;10.0748005;385.34473;9.261795;332.54294
10:12:32:914;-0.47884035;0.095768064;10.0748005;385.34473;9.261795;332.54294
10:12:32:921;-0.47884035;0.095768064;10.0748005;385.34473;9.261795;332.54294
10:12:32:929;-0.47884035;0.095768064;10.0748005;385.34473;9.261795;332.54294
10:12:32:937;-0.47884035;0.095768064;10.0748005;399.2829;9.261795;332.54294
10:12:32:945;-0.47884035;0.095768064;10.0748005;399.2829;9.261795;332.54294
10:12:32:953;-0.47884035;0.095768064;10.0748005;399.2829;9.261795;332.54294
10:12:32:960;-0.47884035;0.095768064;10.0748005;399.2829;9.261795;332.54294
10:12:32:968;-0.47884035;0.095768064;10.0748005;399.2829;9.261795;332.54294
10:12:32:976;-0.47884035;0.095768064;10.0748005;399.2829;9.261795;332.54294
10:12:32:984;-0.9768343;-0.095768064;9.768343;399.2829;9.261795;332.54294
10:12:32:992;-0.9768343;-0.095768064;9.768343;399.2829;9.261795;332.54294
10:12:33:000;-0.9768343;-0.095768064;9.768343;399.2829;9.261795;332.54294
10:12:33:007;-0.9768343;-0.095768064;9.768343;399.2829;9.261795;332.54294
10:12:33:015;-0.9768343;-0.095768064;9.768343;399.2829;9.261795;332.54294
10:12:33:023;-0.9768343;-0.095768064;9.768343;399.2829;9.261795;332.54294
10:12:33:031;-0.9768343;-0.095768064;9.768343;399.2829;9.261795;332.54294
10:12:33:039;-0.9768343;-0.095768064;9.768343;399.2829;9.261795;332.54294
10:12:33:046;-0.9768343;-0.095768064;9.768343;580.9884;9.261795;332.54294
10:12:33:054;-0.9768343;-0.095768064;9.768343;580.9884;9.261795;332.54294
10:12:33:062;-0.9768343;-0.095768064;9.768343;580.9884;9.261795;332.54294
10:12:33:070;-0.9768343;-0.095768064;9.768343;580.9884;9.261795;332.54294
10:12:33:078;-0.9768343;-0.095768064;9.768343;580.9884;9.261795;332.54294
10:12:33:085;-0.9768343;-0.095768064;9.768343;580.9884;9.261795;332.54294
10:12:33:093;-0.9768343;-0.095768064;9.768343;580.9884;9.261795;332.54294
10:12:33:101;-0.78529817;0.019153614;9.710882;580.9884;9.261795;332.54294
10:12:33:109;-0.78529817;0.019153614;9.710882;580.9884;9.261795;332.54294
10:12:33:117;-0.78529817;0.019153614;9.710882;580.9884;9.261795;332.54294
10:12:33:125;-0.78529817;0.019153614;9.710882;580.9884;9.261795;332.54294
10:12:33:132;-0.78529817;0.019153614;9.710882;580.9884;9.261795;332.54294
10:12:33:140;-0.78529817;0.019153614;9.710882;580.9884;9.261795;332.54294
10:12:33:148;-0.78529817;0.019153614;9.710882;580.9884;9.261795;332.54294
10:12:33:156;-0.78529817;0.019153614;9.710882;580.9884;9.261795;332.54294
10:12:33:164;-0.78529817;0.019153614;9.710882;576.419;9.261795;332.54294
10:12:33:171;-0.78529817;0.019153614;9.710882;576.419;9.261795;332.54294
10:12:33:179;-0.78529817;0.019153614;9.710882;576.419;9.261795;332.54294
10:12:33:187;-0.78529817;0.019153614;9.710882;576.419;9.261795;332.54294
10:12:33:195;-0.78529817;0.019153614;9.710882;576.419;9.261795;332.54294
10:12:33:203;-0.78529817;0.019153614;9.710882;576.419;9.261795;332.54294
10:12:33:210;-0.78529817;0.019153614;9.710882;576.419;9.261795;332.54294
10:12:33:218;-1.3790601;0.038307227;10.266336;576.419;9.261795;332.54294
10:12:33:226;-1.3790601;0.038307227;10.266336;576.419;9.261795;332.54294
10:12:33:234;-1.3790601;0.038307227;10.266336;576.419;9.261795;332.54294
10:12:33:242;-1.3790601;0.038307227;10.266336;576.419;9.261795;332.54294
10:12:33:250;-1.3790601;0.038307227;10.266336;576.419;9.261795;332.54294
10:12:33:257;-1.3790601;0.038307227;10.266336;576.419;9.261795;332.54294
10:12:33:265;-1.3790601;0.038307227;10.266336;576.419;9.261795;332.54294
10:12:33:273;-1.3790601;0.038307227;10.266336;576.419;9.261795;332.54294
10:12:33:281;-1.3790601;0.038307227;10.266336;576.419;9.261795;332.54294
10:12:33:289;-1.3790601;0.038307227;10.266336;580.9884;9.261795;332.54294
10:12:33:296;-1.3790601;0.038307227;10.266336;580.9884;9.261795;332.54294
10:12:33:304;-1.3790601;0.038307227;10.266336;580.9884;9.261795;332.54294
10:12:33:312;-1.3790601;0.038307227;10.266336;580.9884;9.261795;332.54294
10:12:33:320;-0.22984336;-0.19153613;9.787497;580.9884;9.261795;332.54294
10:12:33:328;-0.22984336;-0.19153613;9.787497;580.9884;9.261795;332.54294
10:12:33:335;-0.22984336;-0.19153613;9.787497;580.9884;9.261795;332.54294
10:12:33:343;-0.22984336;-0.19153613;9.787497;580.9884;9.261795;332.54294
10:12:33:351;-0.22984336;-0.19153613;9.787497;580.9884;9.261795;332.54294
10:12:33:359;-0.22984336;-0.19153613;9.787497;580.9884;9.261795;332.54294
10:12:33:367;-0.22984336;-0.19153613;9.787497;580.9884;9.261795;332.54294
10:12:33:375;-0.22984336;-0.19153613;9.787497;580.9884;9.261795;332.54294
10:12:33:382;-0.22984336;-0.19153613;9.787497;580.9884;9.261795;332.54294
10:12:33:390;-0.22984336;-0.19153613;9.787497;580.9884;9.261795;332.54294
10:12:33:398;-0.22984336;-0.19153613;9.787497;576.419;9.261795;332.54294
10:12:33:406;-0.22984336;-0.19153613;9.787497;576.419;9.261795;332.54294
10:12:33:414;-0.22984336;-0.19153613;9.787497;576.419;9.261795;332.54294
10:12:33:421;-0.22984336;-0.19153613;9.787497;576.419;9.261795;332.54294
10:12:33:429;-0.22984336;-0.19153613;9.787497;576.419;9.261795;332.54294
10:12:33:437;-0.7661445;0.095768064;9.80665;576.419;9.261795;332.54294
10:12:33:445;-0.7661445;0.095768064;9.80665;576.419;9.261795;332.54294
10:12:33:453;-0.7661445;0.095768064;9.80665;576.419;9.261795;332.54294
10:12:33:460;-0.7661445;0.095768064;9.80665;576.419;9.261795;332.54294
10:12:33:468;-0.7661445;0.095768064;9.80665;576.419;9.261795;332.54294
10:12:33:476;-0.7661445;0.095768064;9.80665;576.419;9.261795;332.54294
10:12:33:484;-0.7661445;0.095768064;9.80665;576.419;9.261795;332.54294
10:12:33:492;-0.7661445;0.095768064;9.80665;576.419;9.261795;332.54294
10:12:33:500;-0.7661445;0.095768064;9.80665;576.419;9.261795;332.54294
10:12:33:507;-0.7661445;0.095768064;9.80665;576.419;9.261795;332.54294
10:12:33:515;-0.7661445;0.095768064;9.80665;558.4979;9.261795;332.54294
10:12:33:523;-0.7661445;0.095768064;9.80665;558.4979;9.261795;332.54294
10:12:33:531;-0.7661445;0.095768064;9.80665;558.4979;9.261795;332.54294
10:12:33:539;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:546;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:554;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:562;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:570;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:578;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:585;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:593;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:601;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:609;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:617;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:625;-1.1300632;-0.2873042;10.247183;558.4979;9.261795;332.54294
10:12:33:632;-1.1300632;-0.2873042;10.247183;534.7626;9.261795;332.54294
10:12:33:640;-0.842759;0.22984336;10.649409;534.7626;9.261795;332.54294
10:12:33:648;-0.842759;0.22984336;10.649409;534.7626;9.261795;332.54294
10:12:33:656;-0.842759;0.22984336;10.649409;534.7626;9.261795;332.54294
10:12:33:664;-0.842759;0.22984336;10.649409;534.7626;9.261795;332.54294
10:12:33:671;-0.842759;0.22984336;10.649409;534.7626;9.261795;332.54294
10:12:33:679;-0.842759;0.22984336;10.649409;534.7626;9.261795;332.54294
10:12:33:687;-0.842759;0.22984336;10.649409;534.7626;9.261795;332.54294
10:12:33:695;-0.842759;0.22984336;10.649409;534.7626;9.261795;332.54294
10:12:33:703;-0.842759;0.22984336;10.649409;534.7626;9.261795;332.54294
10:12:33:710;-0.842759;0.22984336;10.649409;534.7626;9.261795;332.54294
10:12:33:718;-0.842759;0.22984336;10.649409;534.7626;10.860194;319.5914
10:12:33:726;-0.842759;0.22984336;10.649409;534.7626;10.860194;319.5914
10:12:33:734;-0.842759;0.22984336;10.649409;534.7626;10.860194;319.5914
10:12:33:742;-0.842759;0.22984336;10.649409;565.152;10.860194;319.5914
10:12:33:750;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:757;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:765;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:773;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:781;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:789;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:796;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:804;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:812;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:820;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:828;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:835;-1.8004397;-0.05746084;10.477027;565.152;10.860194;319.5914
10:12:33:843;-1.8004397;-0.05746084;10.477027;574.14795;10.860194;319.5914
10:12:33:851;-1.8004397;-0.05746084;10.477027;574.14795;10.860194;319.5914
10:12:33:859;-1.8004397;-0.05746084;10.477027;574.14795;10.860194;319.5914
10:12:33:867;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:875;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:882;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:890;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:898;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:906;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:914;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:921;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:929;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:937;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:945;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:953;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:960;-1.1683705;-0.05746084;9.787497;574.14795;10.860194;319.5914
10:12:33:968;-1.1683705;-0.05746084;9.787497;580.9884;10.860194;319.5914
