((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
10.0:12.0:34.5:425.5;-0.981143855089;0.139201208737;-0.5963760511265552;-0.7086837;0.255427115657;0.184948264854;-0.0039062117374095706;0.7086837;9.91315787768;0.117164861366;-0.5882957040782237;10.247183;739.696904393;73685.431714;-1.5844309829035697;1042.1448;11.42142735;1.92595958637;-1.0214826597159858;12.502467;322.266358214;30.4266392646;-0.24246478256941906;332.54294
10.0:12.0:34.5:581.5;-1.0056331158;0.146967090894;-0.6626455285249193;-0.7086837;0.267842761779;0.178642168046;0.05611055080905514;0.7086837;9.90484657768;0.117770229762;-0.5530632662986434;10.228029;766.763012714;73843.1445314;-1.609068282834071;1062.9207;11.5767902429;1.90662209644;-0.8527650729676384;12.502467;321.783061071;26.7999094978;0.5465257532985612;319.5914
10.0:12.0:35.0:237.5;-1.01801455929;0.14224860992;-0.5789892503479535;-0.7086837;0.260454939382;0.185799718067;-0.00047274953723652757;0.7086837;9.91216600536;0.121774228402;-0.6293437708116514;10.247183;791.070256554;72150.9572101;-1.6067486666032906;1071.3473;11.7321531357;1.83900934955;-0.665197056670014;12.502467;321.299763929;22.7060274744;1.7354750943534558;319.5914
10.0:12.0:35.0:394.0;-1.02540238039;0.140933076885;-0.5316529294355901;-0.7086837;0.245337266146;0.200210772213;-0.12237728389341207;0.7086837;9.94356425714;0.138890094149;-0.6839370003065057;10.266336;809.130743875;73329.9519639;-1.5764299040979226;1075.585;11.8875160286;1.72312134572;-0.45655424317375726;12.502467;320.816466786;18.1449931944;3.6852174427838005;319.5914
10.0:12.0:35.0:550.5;-1.01719369141;0.13493770932;-0.5385458130903165;-0.7086837;0.22218191628;0.227764543701;-0.15030340923050467;0.7086837;9.94602687054;0.138681388752;-0.6579263550650443;10.247183;827.891786018;74189.6470629;-1.5032699289162181;1084.1113;12.0424072571;1.55750885263;-0.25336342199110184;13.611956;320.337545643;13.1078934666;7.389865065159279;319.5914
10.0:12.0:35.0:706.5;-1.04075947813;0.12434174456;-0.5341897801664803;-0.7086837;0.198855551791;0.25718667051;-0.08856223487338966;0.7086837;9.96278627589;0.141693580995;-0.7514080098466573;10.362105;845.826442625;73857.5401341;-1.3788374483835135;1084.1113;12.1954118286;1.33869684891;-0.1688723704429309;13.611956;319.8761285;7.5927931357;16.940894899467658;319.5914
10.0:12.0:35.5:362.5;-1.03922034839;0.123834532452;-0.5155843542394076;-0.7086837;0.161882237098;0.316647275312;0.13771107333102295;0.7086837;9.95331207946;0.136061005978;-0.6697661534685095;10.362105;865.426547625;72743.8774645;-1.1837934064225966;1092.7053;12.3484164;1.07306404743;-0.7021358515702127;13.611956;319.414711357;1.65188124532;94.20409504911338;319.5914
10.0:12.0:35.5:519.0;-1.0194510825;0.114608424404;-0.5831323684104395;-0.7086837;0.136332684741;0.340270185369;-0.11506029702583787;0.7086837;9.93699728304;0.124274021775;-0.5400377334569773;10.228029;884.286519232;70635.331509;-0.91588370588941;1092.7053;12.4586067125;0.96774748912;-1.0280966887747829;13.611956;319.300210464;0.100645132081;-1.9123605378747888;319.5914
10.0:12.0:35.5:675.5;-1.00912180964;0.111729243764;-0.656055024567959;-0.7086837;0.111706610812;0.368114927315;-0.34518255132105535;0.7086837;9.93771552411;0.12157653893;-0.4720423201314703;10.228029;904.335371911;69168.4775911;-0.5892939521341507;1097.0282;12.5545256054;0.909523251884;-0.86977561887621;13.611956;319.301348321;0.101342753677;-1.9118269575865503;319.5914
10.0:12.0:36.0:331.5;-0.988907909018;0.114065231331;-0.6918097983302203;-0.6703765;0.0938185042089;0.385964660248;-0.4872604147215016;0.7086837;9.94893406786;0.126503596725;-0.530325817790219;10.228029;922.180248107;66413.5238304;-0.159175530999482;1097.0282;12.6504444982;0.832898146634;-0.668324044525181;13.611956;319.302486179;0.102037785835;-1.9114827876403933;319.5914
10.0:12.0:36.0:487.5;-0.975910814732;0.110882199872;-0.6441487386123095;-0.6703765;0.0607785212089;0.417097393698;-0.6960588564334467;0.7086837;9.96630914286;0.137338942981;-0.7030315427682532;10.362105;940.111559714;64200.6740654;0.3406439927946483;1097.0282;12.7463633911;0.73787217337;-0.4517825379215634;13.611956;319.303624036;0.102730228556;-1.9113162769728749;319.62326
10.0:12.0:36.0:644.0;-0.975774004018;0.10677439688;-0.552129644694543;-0.6703765;0.0488759187768;0.422994879149;-0.7496274598376202;0.7086837;9.96477;0.13745659641;-0.7050191765204161;10.362105;959.004628643;61125.9501972;1.0298613577950082;1114.4899;12.8627956679;0.665295131975;-0.39165636458165176;13.611956;319.316565643;0.114906222014;-1.6406398774391158;319.62326
10.0:12.0:36.0:800.5;-0.978236612839;0.0971120108774;-0.4382650566159727;-0.6703765;0.0305089718161;0.431852390308;-0.8128191672484277;0.7086837;9.95936592679;0.135360303734;-0.6633361184302848;10.228029;977.154805232;58145.8113323;1.865449195334575;1118.8989;12.9803075964;0.567480404302;-0.8346114088974872;13.611956;319.3301285;0.127327979796;-1.5192862093249557;319.62326
10.0:12.0:36.5:456.5;-0.999237182339;0.0893718264866;-0.22799343332698108;-0.7086837;0.0230185410482;0.437818483114;-0.8513639799238204;0.7086837;9.9665143125;0.135981474342;-0.681297281156843;10.228029;1004.40432225;48731.4319431;3.4652756363285446;1118.8989;13.0755267571;0.513486155248;-1.5438427442086426;13.611956;319.355867786;0.136963120057;-1.4768410131168141;319.62326
10.0:12.0:36.5:612.5;-0.999031965464;0.089052114542;-0.20911634065622708;-0.7086837;-0.000615649130357;0.423720035911;-0.8931730804710862;0.7086837;9.9719525875;0.131035205294;-0.6658440555490714;10.228029;1026.92310118;41540.0306532;6.004770829898035;1136.7087;13.14845315;0.516048576686;-1.4642897352849826;13.611956;319.3937835;0.141931167351;-1.4435727331013657;319.62326
10.0:12.0:37.0:269.0;-0.992738633857;0.0897268946605;-0.24699825465620018;-0.7086837;-0.0539721431125;0.384367656066;-0.8568352473836716;0.63206923;9.99445807857;0.116681312876;-0.5182479274004863;10.228029;1054.72235914;26267.3572203;12.272468727480272;1145.7197;13.2213795429;0.507974480573;-1.363166440669601;13.611956;319.431699214;0.144024011865;-1.3968165625801992;319.62326
10.0:12.0:37.0:425.5;-1.00429920796;0.0861936784663;-0.14607479704142223;-0.7086837;-0.0793848841482;0.380676683411;-0.7979007830122566;0.63206923;10.0059160357;0.114547627246;-0.4527634694517908;10.228029;1084.06900914;8681.26239031;30.53920203895443;1150.2516;13.2943059357;0.48926386691;-1.234661418893708;14.150528;319.469614929;0.1432416536;-1.324166014543076;319.97116
10.0:12.0:37.0:581.5;-0.990310229036;0.0802958903777;-0.05917346134643964;-0.7086837;-0.117726313888;0.384858051355;-0.7599615262420696;0.4405331;10.0151508304;0.118892244401;-0.5705487956936461;10.362105;1093.20366075;3964.45396072;-0.4060027646813378;1154.802;13.3701436571;0.465062430383;-1.0758879632828924;14.150528;319.493222214;0.140442925319;-1.2683622656920173;319.97116
10.0:12.0:37.0:737.5;-0.993969938321;0.0770295131254;0.04329611671633682;-0.7086837;-0.13318601582;0.384713140797;-0.7561126434104777;0.4405331;10.0172372125;0.120494825139;-0.5795822756501159;10.362105;1098.22460614;3804.67290525;-0.26539540799434613;1154.802;13.4503483714;0.436382665947;-0.9213031049515825;14.150528;319.495366857;0.138063446061;-1.2782851291031117;319.97116
