Serial_no.;time1;time2;median(time1,time2);mean(HR1);mean(HR2);mean(HR3);mean(HR4);RMSSD1;RMSSD2;RMSSD3;RMSSD4;stress/non-stress
1;10:12:32:742;10:12:37:109;10:12:34:921;77.98320714285704;79.93265714285728;72.78850714285724;76.69942857142848;28.966383447426082;18.61093984786254;3.0384221182173543;3.22563801227902;0
2;10:12:32:898;10:12:37:265;10:12:35:078;81.22134999999983;76.4206571428573;73.4297928571429;77.23657142857137;28.966383447426082;18.61093984786254;3.0384221182173543;3.22563801227902;0
3;10:12:33:054;10:12:37:421;10:12:35:234;84.92589285714264;73.20369285714294;73.77604285714281;77.74167857142852;27.053487426294854;18.734485559258513;2.1489862305665284;3.4581323448377495;0
4;10:12:33:210;10:12:37:578;10:12:35:390;88.26726428571403;71.23175000000005;74.10661428571416;78.06592857142859;32.83684308738359;2.147991422075027;2.1489862305665284;3.4581349557057472;0
5;10:12:33:367;10:12:37:734;10:12:35:546;89.32597857142845;71.54246428571435;74.43718571428556;78.39021428571435;32.83684308738359;2.147991422075027;2.1489862305665284;3.4581349557057472;0
6;10:12:33:523;10:12:37:890;10:12:35:703;86.95665714285717;71.85317857142866;75.27789999999987;78.20435714285723;18.61093984786254;2.147991422075027;3.8759363262860607;1.2465780302951937;0
7;10:12:33:679;10:12:38:046;10:12:35:859;83.44465714285725;72.16389285714293;76.14561428571417;77.99150000000013;18.61093984786254;2.147991422075027;3.8759363262860607;1.2465780302951937;0
8;10:12:33:835;10:12:38:203;10:12:36:015;79.93265714285728;72.78850714285724;76.69942857142848;77.78063571428585;18.61093984786254;3.0384221182173543;3.22563801227902;1.2490749181091452;0
9;10:12:33:992;10:12:38:359;10:12:36:171;76.4206571428573;73.4297928571429;77.23657142857137;77.581742857143;18.61093984786254;3.0384221182173543;3.22563801227902;1.2490821099210094;0
10;10:12:34:148;10:12:38:515;10:12:36:328;73.20369285714294;73.77604285714281;77.74167857142852;77.41492142857159;18.734485559258513;2.1489862305665284;3.4581323448377495;0.0791668438870357;1
11;10:12:34:304;10:12:38:671;10:12:36:484;71.23175000000005;74.10661428571416;78.06592857142859;77.42895714285729;2.147991422075027;2.1489862305665284;3.4581349557057472;0.07905271475462317;1
12;10:12:34:460;10:12:38:828;10:12:36:640;71.54246428571435;74.43718571428556;78.39021428571435;77.44295714285728;2.147991422075027;2.1489862305665284;3.4581349557057472;0.07905271475462317;1
13;10:12:34:617;10:12:38:984;10:12:36:796;71.85317857142866;75.27789999999987;78.20435714285723;77.63566428571441;2.147991422075027;3.8759363262860607;1.2465780302951937;2.8955519865522183;0
14;10:12:34:773;10:12:39:140;10:12:36:953;72.16389285714293;76.14561428571417;77.99150000000013;78.16066428571432;2.147991422075027;3.8759363262860607;1.2465780302951937;2.8955519865522183;0
15;10:12:34:929;10:12:39:296;10:12:37:109;72.78850714285724;76.69942857142848;77.78063571428585;78.68367142857142;3.0384221182173543;3.22563801227902;1.2490749181091452;2.8944757627922497;0
16;10:12:35:085;10:12:39:453;10:12:37:265;73.4297928571429;77.23657142857137;77.581742857143;79.19470714285715;3.0384221182173543;3.22563801227902;1.2490821099210094;2.894472659244931;0
17;10:12:35:242;10:12:39:609;10:12:37:421;73.77604285714281;77.74167857142852;77.41492142857159;79.70570714285718;2.1489862305665284;3.4581323448377495;0.0791668438870357;2.894472659244931;0
18;10:12:35:398;10:12:39:765;10:12:37:578;74.10661428571416;78.06592857142859;77.42895714285729;80.09305000000002;2.1489862305665284;3.4581349557057472;0.07905271475462317;3.151130360899361;0
19;10:12:35:554;10:12:39:921;10:12:37:734;74.43718571428556;78.39021428571435;77.44295714285728;80.37947857142856;2.1489862305665284;3.4581349557057472;0.07905271475462317;3.151130360899361;0
20;10:12:35:710;10:12:40:078;10:12:37:890;75.27789999999987;78.20435714285723;77.63566428571441;80.48719999999994;3.8759363262860607;1.2465780302951937;2.8955519865522183;1.2456526707976474;1
