Time_GPS;Latitude_GPS;Longitude_GPS;Accuracy_GPS;Altitude_GPS;Speed_GPS;Bearing_GPS
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
11:28:26:257;48.74809082;9.110034295;5;512;0.51621383;0
