ECG;SCR;Temp;HR;HRV_LF
-13580.025;5.051;33.999;79.385;77.011
-13551.04;5.05;34.001;79.385;77.011
-13544.944;5.049;34;79.385;77.011
-13510.657;5.048;33.998;79.385;77.011
-13503.315;5.048;33.999;79.385;77.011
-13520.099;5.047;33.998;79.385;77.011
-13473.963;5.047;33.999;79.385;77.011
-13453.381;5.046;34.001;79.385;77.011
-13442.961;5.045;33.999;79.385;77.011
-13395.896;5.044;33.999;79.385;77.011
-13411.801;5.043;33.999;79.385;77.011
-13546.728;5.043;33.998;79.385;77.011
-13494.533;5.042;33.998;79.385;77.011
-13466.598;5.041;34;79.385;77.011
-13368.646;5.04;33.998;79.385;77.011
-13311.504;5.039;33.997;79.385;77.011
-13285.754;5.038;33.998;79.385;77.011
-13196.902;5.038;33.998;79.385;77.011
-13146.968;5.036;33.998;79.385;77.011
-13111.019;5.036;34;79.385;77.011
-13023.938;5.035;33.998;79.385;77.011
-13043.188;5.035;33.999;79.385;77.011
-13032.477;5.034;33.998;79.385;77.011
-13020.688;5.033;33.997;79.385;77.011
-13177.163;5.032;33.997;79.385;77.011
-13260.14;5.031;33.997;79.385;77.011
-13327.848;5.03;33.998;79.385;77.011
-13413.987;5.029;34;79.385;77.011
-13421.048;5.029;34.001;79.385;77.011
-13460.93;5.028;34.002;79.385;77.011
-13520.319;5.027;34.001;79.385;77.011
-13534.049;5.026;33.997;79.385;78.134
-13526.035;5.025;33.999;79.385;78.134
-13497.746;5.025;33.998;79.385;78.134
-13506.26;5.023;33.998;79.385;78.134
-13407.758;5.022;33.997;79.385;78.134
-13480.327;5.022;33.997;79.385;78.134
-13574.81;5.021;33.997;79.385;78.134
-13612.53;5.02;33.997;79.385;78.134
-13553.446;5.019;33.996;79.385;78.134
-13609.977;5.018;33.997;79.385;78.134
-13595.551;5.017;33.999;79.385;78.134
-13620.995;5.016;33.998;79.385;78.134
-13599.766;5.015;33.997;79.385;78.134
-13641.553;5.015;34;79.385;78.134
-13665.372;5.013;34.001;79.385;78.134
-13680.934;5.012;34;79.385;78.134
-13640.209;5.011;34;79.385;78.134
-13675.107;5.01;33.999;79.385;78.134
-13616.512;5.01;33.998;79.385;78.134
-13640.905;5.008;33.997;79.385;78.134
-13664.443;5.008;33.996;79.385;78.134
-13764.289;5.007;33.998;79.385;78.134
-13777.506;5.006;33.996;79.385;78.134
-13752.819;5.005;33.993;79.385;78.134
-13812.05;5.004;33.994;79.385;78.134
-13778.275;5.002;33.995;79.385;78.134
-13781.012;5.002;33.996;79.385;78.134
-13785.787;5.001;33.997;79.385;78.134
-13793.386;5;33.996;79.385;78.134
-13737.904;4.999;33.996;79.385;78.134
-13700.845;4.998;33.995;79.385;78.134
-13703.092;4.997;33.997;79.385;78.134
-13753.76;4.996;33.996;79.385;78.99
-13780.083;4.995;33.996;79.385;78.99
-13829.92;4.994;33.997;79.385;78.99
-13786.166;4.993;33.999;79.385;78.99
-13782.307;4.992;33.997;79.385;78.99
-13771.68;4.991;33.998;79.385;78.99
-13781.207;4.99;33.998;79.385;78.99
-13817.155;4.989;34.001;79.385;78.99
-13824.558;4.988;33.999;79.385;78.99
-13782.343;4.987;34.001;79.385;78.99
-13710.909;4.986;34.001;79.385;78.99
-13824.912;4.985;33.999;79.385;78.99
-13903.063;4.984;33.996;79.385;78.99
-13982.059;4.984;33.994;79.385;78.99
-13945.303;4.982;33.995;79.385;78.99
-13918.406;4.982;33.996;79.385;78.99
-13895.136;4.981;33.997;79.385;78.99
-13966.618;4.98;33.996;79.385;78.99
-13991.659;4.979;33.996;79.385;78.99
-13908.902;4.978;33.997;79.385;78.99
-13256.341;4.977;33.997;84.049;78.99
-12387.939;4.976;33.996;84.049;78.99
-12324.923;4.975;33.998;84.049;78.99
-13896.162;4.974;33.998;84.049;78.99
-14380.108;4.973;33.998;84.054;78.99
-14012.901;4.972;33.998;84.054;78.99
-14026.447;4.971;33.998;84.054;78.99
-14045.332;4.97;33.997;84.054;78.99
-13977.416;4.969;33.999;84.054;78.99
-13962.624;4.968;33.999;84.054;78.99
-13977.294;4.967;33.999;84.054;78.99
-13955.649;4.966;33.997;84.054;78.99
-13918.186;4.965;33.998;84.054;79.584
-13931.012;4.964;33.999;84.054;79.584
-13958.373;4.963;33.998;84.054;79.584
-13904.407;4.962;33.999;84.054;79.584
-13851.37;4.962;33.998;84.054;79.584
-13991.098;4.96;33.994;84.054;79.584
-13957.86;4.96;33.997;84.054;79.584
-13762.896;4.959;33.994;84.054;79.584
-13906.851;4.958;33.994;84.054;79.584
-13883.508;4.957;33.994;84.054;79.584
-13810.132;4.956;33.997;84.054;79.584
-13661.329;4.955;33.996;84.054;79.584
-13589.285;4.954;33.997;84.054;79.584
-13526.084;4.953;33.996;84.054;79.584
-13502.668;4.951;33.995;84.054;79.584
-13308.73;4.951;33.994;84.054;79.584
-13480.303;4.95;33.994;84.054;79.584
-13244.944;4.949;33.994;84.054;79.584
-13540.804;4.948;33.996;84.054;79.584
-13310.404;4.947;33.994;84.054;79.584
-13506.076;4.946;33.995;84.054;79.584
-13750.156;4.945;33.996;84.054;79.584
-13508.006;4.944;33.995;84.054;79.584
-13493.544;4.943;33.993;84.054;79.584
-13831.74;4.942;33.994;84.054;79.584
-13768.979;4.941;33.993;84.054;79.584
-13527.001;4.94;33.995;84.054;79.584
-13780.95;4.939;33.996;84.054;79.584
-13822.579;4.938;33.997;84.054;79.584
-13793.666;4.937;33.995;84.054;79.584
-13675.56;4.936;33.995;84.054;79.584
-13645.095;4.936;33.994;84.054;79.584
-13775.136;4.935;33.997;84.054;79.929
-13649.957;4.933;33.995;84.054;79.929
-13629.595;4.932;33.995;84.054;79.929
-13544.834;4.932;33.994;84.054;79.929
-13813.602;4.93;33.993;84.054;79.929
-13669.623;4.929;33.994;84.054;79.929
-13908.817;4.928;33.995;84.054;79.929
-13936.313;4.928;33.993;84.054;79.929
-13858.931;4.926;33.992;84.054;79.929
-13793.214;4.925;33.993;84.054;79.929
-13814.432;4.924;33.994;84.054;79.929
-13780.01;4.923;33.994;84.054;79.929
-13542.733;4.922;33.993;84.054;79.929
-13790.282;4.922;33.992;84.054;79.929
-13840.462;4.921;33.993;84.054;79.929
-13535.123;4.92;33.991;84.054;79.929
-13565.197;4.919;33.989;84.054;79.929
-14089.489;4.918;33.99;84.054;79.929
-14031.175;4.916;33.99;84.054;79.929
-13950.348;4.916;33.99;84.054;79.929
-13925.246;4.915;33.993;84.054;79.929
-13834.232;4.914;33.992;84.054;79.929
-13850.71;4.913;33.991;84.054;79.929
-13758.792;4.911;33.991;84.054;79.929
-13807.433;4.911;33.992;84.054;79.929
-13681.801;4.91;33.99;84.054;79.929
-13442.058;4.909;33.988;84.054;79.929
-13734.143;4.908;33.992;84.054;79.929
-14017.689;4.907;33.993;84.054;79.929
-13891.032;4.906;33.991;84.054;79.929
-13706.463;4.905;33.992;84.054;79.929
-13817.106;4.905;33.993;84.054;79.929
-13790.93;4.904;33.992;84.054;80.043
-13745.612;4.903;33.992;84.054;80.043
-13596.113;4.901;33.99;84.054;80.043
-13785.128;4.901;33.992;84.054;80.043
-13700.319;4.9;33.994;84.054;80.043
-13478.568;4.899;33.992;84.054;80.043
-14019.497;4.898;33.992;84.054;80.043
-14121.822;4.897;33.992;84.054;80.043
-13840.987;4.896;33.991;84.054;80.043
-13861.203;4.896;33.989;84.054;80.043
-13838.275;4.895;33.993;84.054;80.043
-13763.605;4.893;33.994;84.054;80.043
-13869.533;4.893;33.993;84.054;80.043
-13825.12;4.892;33.992;84.054;80.043
-13414.439;4.891;33.992;84.054;80.043
-12413.64;4.89;33.99;84.054;80.043
-12341.07;4.889;33.992;85.333;80.043
-13480.059;4.888;33.992;85.333;80.043
-13963.662;4.888;33.992;85.333;80.043
-14016.297;4.887;33.99;85.333;80.043
-13904.603;4.887;33.991;85.338;80.043
-13626.932;4.885;33.994;85.338;80.043
-13555.975;4.884;33.992;85.338;80.043
-13791.321;4.884;33.99;85.338;80.043
-13733.91;4.883;33.991;85.338;80.043
-13776.455;4.882;33.989;85.338;80.043
-13745.014;4.881;33.991;85.338;80.043
-13728.499;4.88;33.992;85.338;80.043
-13784.688;4.88;33.994;85.338;80.043
-13725.604;4.879;33.995;85.338;80.043
-13532.656;4.878;33.991;85.338;80.043
-13670.295;4.877;33.992;85.338;80.043
-13527.465;4.877;33.991;85.338;79.949
-13274.016;4.876;33.99;85.338;79.949
-13568.409;4.875;33.991;85.338;79.949
-13791.382;4.874;33.989;85.338;79.949
-13560.579;4.874;33.99;85.338;79.949
-13399.183;4.873;33.989;85.338;79.949
-13374.973;4.872;33.988;85.338;79.949
-13428.107;4.871;33.99;85.338;79.949
-13143.901;4.87;33.99;85.338;79.949
-12861.319;4.87;33.993;85.338;79.949
-13171.007;4.869;33.99;85.338;79.949
-13305.97;4.868;33.992;85.338;79.949
-13176.821;4.868;33.991;85.338;79.949
-12887.961;4.867;33.992;85.338;79.949
-13013.934;4.866;33.988;85.338;79.949
-13214.871;4.865;33.99;85.338;79.949
-13327.225;4.865;33.99;85.338;79.949
-13455.738;4.864;33.99;85.338;79.949
-13394.676;4.863;33.988;85.338;79.949
-13204.366;4.862;33.988;85.338;79.949
-13707.709;4.862;33.99;85.338;79.949
-13668.646;4.861;33.99;85.338;79.949
-13475.087;4.86;33.993;85.338;79.949
-13441.41;4.86;33.991;85.338;79.949
-13610.331;4.859;33.99;85.338;79.949
-13482.807;4.859;33.99;85.338;79.949
-13088.188;4.858;33.991;85.338;79.949
-13139.431;4.857;33.991;85.338;79.949
-13335.506;4.857;33.991;85.338;79.949
-13794.851;4.856;33.989;85.338;79.949
-13717.273;4.855;33.989;85.338;79.949
-13659.533;4.854;33.991;85.338;79.949
-13598.434;4.854;33.99;85.338;79.671
-13535.526;4.853;33.985;85.338;79.671
-13483.454;4.852;33.988;85.338;79.671
-13502.448;4.852;33.991;85.338;79.671
-13486.056;4.851;33.988;85.338;79.671
-13444.635;4.85;33.985;85.338;79.671
-13488.854;4.85;33.986;85.338;79.671
-13460.172;4.849;33.988;85.338;79.671
-13526.915;4.849;33.989;85.338;79.671
-13492.726;4.848;33.989;85.338;79.671
-13498.344;4.847;33.99;85.338;79.671
-13486.838;4.847;33.99;85.338;79.671
-13493.275;4.846;33.99;85.338;79.671
-13527.208;4.845;33.989;85.338;79.671
-13443.865;4.845;33.989;85.338;79.671
-13483.918;4.844;33.987;85.338;79.671
-13490.196;4.844;33.988;85.338;79.671
-13403.458;4.843;33.987;85.338;79.671
-13476.711;4.843;33.988;85.338;79.671
-13184.932;4.842;33.986;85.338;79.671
-13283.312;4.841;33.989;85.338;79.671
-13780.816;4.841;33.989;85.338;79.671
-13656.333;4.84;33.99;85.338;79.671
-13581.26;4.84;33.987;85.338;79.671
-13457.009;4.839;33.989;85.338;79.671
-13382.656;4.839;33.988;85.338;79.671
-13349.004;4.838;33.989;85.338;79.671
-13340.612;4.837;33.988;85.338;79.671
-13300.852;4.837;33.987;85.338;79.671
-13430.917;4.836;33.99;85.338;79.671
-13431.063;4.836;33.989;85.338;79.671
-13276.227;4.835;33.988;85.338;79.671
-13541.928;4.835;33.994;85.338;79.236
-13461.553;4.835;33.989;85.338;79.236
-13489.134;4.834;33.988;85.338;79.236
-13425.812;4.833;33.989;85.338;79.236
-13344.729;4.833;33.988;85.338;79.236
-13447.054;4.832;33.985;85.338;79.236
-13505.881;4.832;33.988;85.338;79.236
-13467.44;4.832;33.987;85.338;79.236
-12872.338;4.831;33.986;85.338;79.236
-11897.593;4.83;33.987;85.338;79.236
-11622.987;4.83;33.988;85.338;79.236
-13089.447;4.83;33.989;85.338;79.236
-13095.493;4.829;33.989;85.338;79.236
-13452;4.829;33.99;85.338;79.236
-13734.375;4.828;33.989;85.338;79.236
-13483.882;4.827;33.989;85.338;79.236
-13394.944;4.827;33.987;85.338;79.236
-13336.349;4.827;33.988;85.338;79.236
-13296.479;4.826;33.989;85.338;79.236
-13195.388;4.826;33.989;85.338;79.236
-13244.541;4.826;33.987;85.338;79.236
-13175.16;4.825;33.986;85.338;79.236
-13095.2;4.825;33.986;85.338;79.236
-13173.522;4.824;33.987;85.338;79.236
-13166.426;4.824;33.989;85.338;79.236
-13158.278;4.823;33.986;85.338;79.236
-13080.579;4.823;33.987;85.338;79.236
-13064.284;4.823;33.987;85.338;79.236
-13004.65;4.822;33.989;85.338;79.236
-13005.75;4.822;33.989;85.338;79.236
-12971.646;4.821;33.987;85.338;79.236
-12807.342;4.821;33.988;85.338;79.236
-12700.118;4.82;33.988;85.338;78.666
-12483.119;4.82;33.983;85.338;78.666
-12788.701;4.82;33.984;85.338;78.666
-12841.312;4.819;33.988;85.338;78.666
-12761.963;4.819;33.99;85.338;78.666
-12643.367;4.819;33.988;85.338;78.666
-12575.501;4.818;33.987;85.338;78.666
-12628.709;4.818;33.988;85.338;78.666
-12583.258;4.817;33.987;85.338;78.666
-12648.498;4.817;33.987;85.338;78.666
-12766.092;4.817;33.987;85.338;78.666
-12751.727;4.816;33.988;85.338;78.666
-12760.045;4.816;33.986;85.338;78.666
-12889.585;4.815;33.984;85.338;78.666
-12859.451;4.815;33.986;85.338;78.666
-12947.606;4.814;33.986;85.338;78.666
-12921.527;4.814;33.986;85.338;78.666
-12951.295;4.814;33.987;85.338;78.666
-12841.531;4.813;33.987;85.338;78.666
-12868.319;4.813;33.989;85.338;78.666
-12705.566;4.813;33.988;85.338;78.666
-12608.164;4.812;33.987;85.338;78.666
-12885.762;4.812;33.985;85.338;78.666
-12969.386;4.812;33.986;85.338;78.666
-12917.545;4.811;33.987;85.338;78.666
-13044.472;4.811;33.987;85.338;78.666
-13052.826;4.811;33.988;85.338;78.666
-12957.477;4.81;33.989;85.338;78.666
-12990.774;4.809;33.99;85.338;78.666
-12913.967;4.81;33.988;85.338;78.666
-12970.949;4.809;33.987;85.338;78.666
-12867.342;4.808;33.985;85.338;78.666
-12689.149;4.808;33.987;85.338;77.986
-12690.396;4.808;33.985;85.338;77.986
-12810.664;4.807;33.984;85.338;77.986
-13133.03;4.807;33.984;85.338;77.986
-13159.659;4.807;33.984;85.338;77.986
-13105.424;4.806;33.983;85.338;77.986
-12925.705;4.806;33.981;85.338;77.986
-12989.907;4.805;33.984;85.338;77.986
-12975.994;4.805;33.985;85.338;77.986
-12925.998;4.805;33.985;85.338;77.986
-12930.97;4.805;33.986;85.338;77.986
-12962.143;4.804;33.987;85.338;77.986
-12882.684;4.803;33.986;85.338;77.986
-12593.555;4.803;33.986;85.338;77.986
-12980.844;4.803;33.988;85.338;77.986
-13057.713;4.803;33.985;85.338;77.986
-12953.567;4.802;33.985;85.338;77.986
-12973.734;4.802;33.984;85.338;77.986
-12848.384;4.802;33.986;85.338;77.986
-12825.75;4.801;33.986;85.338;77.986
-12857.118;4.801;33.987;85.338;77.986
-12841.458;4.8;33.986;85.338;77.986
-12682.199;4.8;33.986;85.338;77.986
-12490.24;4.8;33.986;85.338;77.986
-12972.415;4.8;33.987;85.338;77.986
-12902.937;4.799;33.987;85.338;77.986
-12920.196;4.799;33.986;85.338;77.986
-13026.955;4.799;33.987;85.338;77.986
-13084.817;4.798;33.985;85.338;77.986
-12993.95;4.798;33.988;85.338;77.986
-12904.072;4.797;33.988;85.338;77.986
-12926.511;4.797;33.988;85.338;77.986
-13053.963;4.796;33.988;85.338;77.214
-13095.444;4.796;33.986;85.338;77.214
-12727.126;4.796;33.986;85.338;77.214
-11414.624;4.795;33.986;85.338;77.214
-11254.827;4.795;33.986;64.002;77.214
-12279.458;4.794;33.985;64.002;77.214
-13413.743;4.795;33.985;64.002;77.214
-13231.165;4.794;33.985;64.002;77.214
-12877.981;4.794;33.987;64.002;77.214
-13066.63;4.793;33.985;64.002;77.214
-13031.389;4.793;33.985;64.002;77.214
-12939.911;4.793;33.985;64.002;77.214
-12869.528;4.792;33.986;64.002;77.214
-12853.832;4.792;33.984;64.002;77.214
-12464.613;4.791;33.985;64.002;77.214
-12786.882;4.791;33.983;64.002;77.214
-12615.969;4.79;33.984;64.002;77.214
-12583.453;4.79;33.986;64.002;77.214
-13152.635;4.79;33.988;64.002;77.214
-13095.677;4.79;33.986;64.002;77.214
-13023.462;4.79;33.984;64.002;77.214
-12905.062;4.789;33.984;64.002;77.214
-12773.042;4.788;33.985;64.002;77.214
-12722.057;4.788;33.984;64.002;77.214
-12645.554;4.788;33.983;64.002;77.214
-12591.356;4.787;33.985;64.002;77.214
-12482.179;4.787;33.985;64.002;77.214
-12555.334;4.787;33.986;64.002;77.214
-12061.823;4.786;33.985;64.002;77.214
-11947.919;4.786;33.983;64.002;77.214
-12774.446;4.785;33.983;64.002;77.214
-12601.629;4.785;33.985;64.002;77.214
-12412.235;4.784;33.985;64.002;76.365
-12377.581;4.784;33.985;64.002;76.365
-12339.067;4.783;33.983;64.002;76.365
-12373.11;4.784;33.983;64.002;76.365
-12344.259;4.783;33.984;64.002;76.365
-12444.837;4.782;33.984;64.002;76.365
-12516.393;4.782;33.983;64.002;76.365
-12571.751;4.782;33.983;64.002;76.365
-12543.778;4.781;33.982;64.002;76.365
-11940.419;4.781;33.983;64.002;76.365
-12437.288;4.78;33.985;64.002;76.365
-13117.468;4.78;33.984;64.002;76.365
-12906.161;4.779;33.983;64.002;76.365
-12725.965;4.779;33.984;64.002;76.365
-12688.453;4.778;33.984;64.002;76.365
-12655.058;4.778;33.983;64.002;76.365
-12668.97;4.777;33.981;64.002;76.365
-12610.375;4.777;33.982;64.002;76.365
-12603.449;4.776;33.979;64.002;76.365
-12603.412;4.776;33.98;64.002;76.365
-12624.703;4.776;33.981;64.002;76.365
-12669.092;4.775;33.981;64.002;76.365
-12661.702;4.774;33.983;64.002;76.365
-12688.808;4.774;33.982;64.002;76.365
-12669.911;4.773;33.98;64.002;76.365
-12687.635;4.773;33.979;64.002;76.365
-12698.934;4.772;33.98;64.002;76.365
-12681.612;4.772;33.983;64.002;76.365
-12668.567;4.772;33.982;64.002;76.365
-12661.214;4.771;33.982;64.002;76.365
-12670.24;4.77;33.983;64.002;76.365
-12677.105;4.77;33.983;64.002;76.365
-12699.349;4.769;33.983;64.002;75.45
-12677.936;4.769;33.983;64.002;75.45
-12680;4.768;33.981;64.002;75.45
-12624.568;4.768;33.982;64.002;75.45
-12695.892;4.768;33.982;64.002;75.45
-12661.177;4.767;33.984;64.002;75.45
-12676.079;4.766;33.981;64.002;75.45
-12615.64;4.766;33.981;64.002;75.45
-12686.353;4.765;33.982;64.002;75.45
-12562.65;4.764;33.98;64.002;75.45
-12563.836;4.764;33.979;64.002;75.45
-12373.648;4.764;33.982;64.002;75.45
-12374.54;4.763;33.981;64.002;75.45
-12767.899;4.762;33.982;64.002;75.45
-12686.877;4.762;33.982;64.002;75.45
-12773.909;4.762;33.982;64.002;75.45
-12776.255;4.761;33.978;64.002;75.45
-12694.658;4.76;33.978;64.002;75.45
-12747.537;4.759;33.98;64.002;75.45
-12470.929;4.759;33.982;64.002;75.45
-11887.479;4.759;33.98;95.552;75.45
-12685.009;4.758;33.98;95.552;75.45
-12907.053;4.758;33.977;95.552;75.45
-13123.527;4.757;33.979;95.552;75.45
-13003.905;4.757;33.979;95.557;75.45
-12692.179;4.756;33.977;95.557;75.45
-11903.053;4.755;33.979;95.557;75.45
-11111.398;4.755;33.977;95.557;75.45
-11246.057;4.754;33.978;95.557;75.45
-12758.726;4.753;33.981;95.557;75.45
-13082.375;4.753;33.981;95.557;75.45
-12863.604;4.753;33.982;95.557;75.45
-12609.3;4.752;33.98;95.557;74.476
-12612.964;4.751;33.981;95.557;74.476
-12632.558;4.751;33.98;95.557;74.476
-12602.606;4.75;33.982;95.557;74.476
-12671.89;4.75;33.981;95.557;74.476
-12566.278;4.749;33.982;95.557;74.476
-12606.479;4.749;33.981;95.557;74.476
-12546.552;4.748;33.98;95.557;74.476
-12556.03;4.748;33.977;95.557;74.476
-12539.161;4.747;33.98;95.557;74.476
-12479.234;4.746;33.98;95.557;74.476
-12494.332;4.746;33.98;95.557;74.476
-12523.855;4.745;33.979;95.557;74.476
-12425.732;4.745;33.98;95.557;74.476
-12469.816;4.744;33.98;95.557;74.476
-12384.801;4.743;33.982;95.557;74.476
-12284.784;4.743;33.98;95.557;74.476
-12349.462;4.742;33.979;95.557;74.476
-12189.422;4.741;33.979;95.557;74.476
-12066.147;4.741;33.981;95.557;74.476
-12125.524;4.741;33.978;95.557;74.476
-12029.955;4.74;33.978;95.557;74.476
-11729.295;4.739;33.979;95.557;74.476
-11966.534;4.738;33.978;95.557;74.476
-12046.457;4.738;33.98;160.306;74.476
-12288.375;4.737;33.978;160.306;74.476
-12139.315;4.737;33.978;160.306;74.476
-12157.809;4.736;33.978;160.306;74.476
-12395.477;4.735;33.976;160.306;74.476
-12300.688;4.735;33.974;160.306;74.476
-12378.815;4.734;33.978;160.306;74.476
-12371.571;4.733;33.978;160.306;74.476
-12336.746;4.733;33.977;160.306;73.446
-12356.56;4.732;33.977;160.306;73.446
-12299.723;4.731;33.978;160.306;73.446
-12238.501;4.731;33.981;160.306;73.446
-12280.301;4.731;33.981;160.306;73.446
-12355.839;4.73;33.979;160.306;73.446
-12473.994;4.729;33.978;160.306;73.446
-12602.984;4.728;33.977;160.306;73.446
-12553.758;4.728;33.978;160.306;73.446
-12441.967;4.727;33.979;160.306;73.446
