((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
11.0:29.0:21.0:191.0;0.217325106348;0.00716478868765;-0.5108709630191024;0.2873042;-0.315418971625;0.00674855134531;-0.06727742387027025;-0.22984336;9.99237163036;0.00583333974152;-0.6804176561715582;10.0748005;1236.77761286;1862.40981205;-0.7680592654629326;1269.5736;0.51621383;1.23259516441e-32;-2.0;0.51621383;0.0;0.0;-3.0;0.0
11.0:29.0:21.0:347.5;0.21910365617;0.00738958457473;-0.6007420198476097;0.2873042;-0.303858398625;0.00611588972838;-0.37570730508140393;-0.22984336;9.98936177143;0.00576307449133;-0.6743716374627855;10.055647;1237.76567696;1805.63286541;-0.7218943896892465;1269.5736;0.51621383;1.23259516441e-32;-2.0;0.51621383;0.0;0.0;-3.0;0.0
11.0:29.0:21.0:503.5;0.221668872062;0.0075265432422;-0.656519884680745;0.2873042;-0.308304773089;0.00581788538313;-0.3066216576153957;-0.22984336;9.98611249018;0.00556742477182;-0.7296696458697265;10.055647;1237.17657911;1771.27492025;-0.6569032192685564;1269.5736;0.51621383;1.23259516441e-32;-2.0;0.51621383;0.0;0.0;-3.0;0.0
11.0:29.0:21.0:659.5;0.226936115491;0.00830553298395;-0.7604246405311614;0.2873042;-0.308031150268;0.00562621922974;-0.199478482715719;-0.22984336;9.98128988125;0.00547291840676;-0.8533273482537247;10.036493;1237.59768732;1714.82261199;-0.6158401463700938;1269.5736;0.51621383;1.23259516441e-32;-2.0;0.51621383;0.0;0.0;-3.0;0.0
11.0:29.0:21.5:316.0;0.221600465995;0.00868365237216;-0.7637489904503254;0.2873042;-0.308202164214;0.0059630329155;-0.3673877245543844;-0.22984336;9.98282901696;0.00555204050265;-0.8764507068723675;10.055647;1237.30709286;1750.23753894;-0.654724284171968;1269.5736;0.51621383;1.23259516441e-32;-2.0;0.51621383;0.0;0.0;-3.0;0.0
11.0:29.0:21.5:472.5;0.227004521118;0.00783293748838;-0.7921251969144247;0.2873042;-0.312135495571;0.00596462972925;-0.27788349164269555;-0.24899697;9.97975075893;0.00533533982398;-0.8191190418894609;10.036493;1234.94760714;1921.26453866;-0.7457487739194208;1269.5736;0.51621383;1.23259516441e-32;-2.0;0.51621383;0.0;0.0;-3.0;0.0
11.0:29.0:21.5:628.5;0.223618436118;0.00767712104107;-0.7769234796453302;0.2873042;-0.315726798321;0.00647500043822;-0.3885998317219648;-0.24899697;9.97718553571;0.00545888092034;-0.8619151839093169;10.036493;1235.2522825;1941.43341499;-0.7573552431408328;1269.5736;0.51621383;1.23259516441e-32;-2.0;0.51621383;0.0;0.0;-3.0;0.0
11.0:29.0:22.0:284.5;0.221703074814;0.00739280386798;-0.717604615883149;0.2873042;-0.319181289536;0.00661193804616;-0.41195930885626053;-0.264319874;9.97735653571;0.00568549736025;-0.9093353599598966;10.055647;1232.07046786;1787.22625086;-0.5576213525783142;1264.5708;0.51621383;1.23259516441e-32;-2.0;0.51621383;0.0;0.0;-3.0;0.0
11.0:29.0:22.0:441.0;0.2179749606;0.00749050275028;-0.7127666530716343;0.2873042;-0.3211992595;0.00666722805678;-0.4208709307625389;-0.2681506;9.9837182625;0.00548947141235;-0.7888271040263382;10.055647;1232.8393325;1777.82500332;-0.6066281278258097;1264.5708;0.51621383;1.23259516441e-32;-2.0;0.51621383;0.0;0.0;-3.0;0.0
11.0:29.0:22.0:597.5;0.216846265529;0.00739758142299;-0.6463323134464489;0.2873042;-0.318052594321;0.00697938739548;-0.532542157796752;-0.22984336;9.98542839821;0.00523599246742;-0.6866170307820338;10.055647;1232.58928018;1675.90559814;-0.42756298966106865;1264.5708;0.51621383;1.23259516441e-32;-2.0;0.51621383;0.0;0.0;-3.0;0.0
