17:19:06:007;17:19:05:909;332.97314
17:19:06:015;17:19:05:909;332.97314
17:19:06:023;17:19:05:909;332.97314
17:19:06:031;17:19:05:909;332.97314
17:19:06:039;17:19:05:909;332.97314
17:19:06:046;17:19:05:909;332.97314
17:19:06:054;17:19:06:054;346.38193
17:19:06:062;17:19:06:054;346.38193
17:19:06:070;17:19:06:054;346.38193
17:19:06:078;17:19:06:054;346.38193
17:19:06:085;17:19:06:054;346.38193
17:19:06:093;17:19:06:054;346.38193
17:19:06:101;17:19:06:054;346.38193
17:19:06:109;17:19:06:054;346.38193
17:19:06:117;17:19:06:054;346.38193
17:19:06:125;17:19:06:054;346.38193
17:19:06:132;17:19:06:054;346.38193
17:19:06:140;17:19:06:054;346.38193
17:19:06:148;17:19:06:054;346.38193
17:19:06:156;17:19:06:054;346.38193
17:19:06:164;17:19:06:160;361.75604
17:19:06:171;17:19:06:160;361.75604
17:19:06:179;17:19:06:160;361.75604
17:19:06:187;17:19:06:160;361.75604
17:19:06:195;17:19:06:160;361.75604
17:19:06:203;17:19:06:160;361.75604
17:19:06:210;17:19:06:160;361.75604
17:19:06:218;17:19:06:160;361.75604
17:19:06:226;17:19:06:160;361.75604
17:19:06:234;17:19:06:160;361.75604
17:19:06:242;17:19:06:160;361.75604
17:19:06:250;17:19:06:160;361.75604
17:19:06:257;17:19:06:160;361.75604
17:19:06:265;17:19:06:262;340.95483
17:19:06:273;17:19:06:262;340.95483
17:19:06:281;17:19:06:262;340.95483
17:19:06:289;17:19:06:262;340.95483
17:19:06:296;17:19:06:262;340.95483
17:19:06:304;17:19:06:262;340.95483
17:19:06:312;17:19:06:262;340.95483
17:19:06:320;17:19:06:262;340.95483
17:19:06:328;17:19:06:262;340.95483
17:19:06:335;17:19:06:262;340.95483
17:19:06:343;17:19:06:262;340.95483
17:19:06:351;17:19:06:262;340.95483
17:19:06:359;17:19:06:262;340.95483
17:19:06:367;17:19:06:262;340.95483
17:19:06:375;17:19:06:262;340.95483
17:19:06:382;17:19:06:262;340.95483
17:19:06:390;17:19:06:262;340.95483
