17:19:06:007;17:19:05:893;-0.4213795;9.921572;0.076614454
17:19:06:015;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:023;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:031;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:039;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:046;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:054;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:062;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:070;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:078;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:085;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:093;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:101;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:109;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:117;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:125;17:19:06:011;-0.40222588;10.01734;0.019153614
17:19:06:132;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:140;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:148;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:156;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:164;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:171;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:179;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:187;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:195;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:203;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:210;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:218;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:226;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:234;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:242;17:19:06:128;-0.47884035;10.01734;0.095768064
17:19:06:250;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:257;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:265;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:273;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:281;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:289;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:296;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:304;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:312;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:320;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:328;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:335;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:343;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:351;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:359;17:19:06:246;-0.36391866;10.113108;-0.076614454
17:19:06:367;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:375;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:382;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:390;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:398;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:406;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:414;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:421;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:429;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:437;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:445;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:453;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:460;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:468;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:476;17:19:06:363;-0.4405331;10.170568;0.1340753
17:19:06:484;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:492;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:500;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:507;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:515;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:523;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:531;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:539;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:546;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:554;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:562;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:570;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:578;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:585;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:593;17:19:06:482;-0.45968673;10.0748005;0.095768064
17:19:06:601;17:19:06:597;-0.34476504;9.959879;-0.038307227
17:19:06:609;17:19:06:597;-0.34476504;9.959879;-0.038307227
17:19:06:617;17:19:06:597;-0.34476504;9.959879;-0.038307227
17:19:06:625;17:19:06:597;-0.34476504;9.959879;-0.038307227
17:19:06:632;17:19:06:597;-0.34476504;9.959879;-0.038307227
17:19:06:640;17:19:06:597;-0.34476504;9.959879;-0.038307227
17:19:06:648;17:19:06:597;-0.34476504;9.959879;-0.038307227
17:19:06:656;17:19:06:597;-0.34476504;9.959879;-0.038307227
17:19:06:664;17:19:06:597;-0.34476504;9.959879;-0.038307227
17:19:06:671;17:19:06:597;-0.34476504;9.959879;-0.038307227
