((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
17.0:19.0:8.0:191.0;-0.000376230819643;0.0070625860325;-0.9438390009996995;0.095768064;-0.403970231232;0.00334914936243;-0.12493649543672003;-0.36391866;10.0277374;0.00268395332978;0.15031841827395764;10.0748005;354.135603661;69.3202453536;-0.814004635795238;363.18707;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:8.0:347.5;-0.00342028721607;0.00734517305328;-1.022724580952557;0.095768064;-0.401883855643;0.00356367523741;-0.271249946271102;-0.34476504;10.0269507268;0.00275668871888;0.07528780829316384;10.0748005;354.304316946;65.1857645399;-1.0313570362467075;363.18707;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:8.0:503.5;-0.00427535915893;0.00713878456028;-0.9376347655512474;0.076614454;-0.40167863825;0.00359493794228;-0.2907425696161181;-0.34476504;10.0253089768;0.00267942280849;0.20428790684294507;10.0748005;353.9495205;64.9623922255;-0.989392267754603;363.18707;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:8.0:659.5;-0.00721680708036;0.00671060543449;-0.8595974203720664;0.076614454;-0.399079219536;0.00372945986108;-0.3264658386380046;-0.34476504;10.0231884054;0.00223311919928;-0.5852449046914665;10.0748005;354.011994518;63.3132108179;-1.0107842519189634;363.18707;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:8.5:316.0;-0.00725100988393;0.0065993972274;-0.8410441215753823;0.076614454;-0.396992843696;0.00363139824541;-0.16751931489985505;-0.34476504;10.020075942;0.00248585243767;-0.4353157557865712;10.0748005;354.507440268;64.0956390369;-1.1222585458950192;364.62378;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:8.5:472.5;-0.00714840128571;0.006410238064;-0.8117496098781638;0.076614454;-0.403217768321;0.00425263794221;-0.1907113628812689;-0.34476504;10.0185368223;0.00271398662235;-0.47620263175105615;10.0748005;353.922166036;78.5305297736;0.15243698339549505;364.62378;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:8.5:628.5;-0.00632753206429;0.00668858443561;-0.8897407506420447;0.076614454;-0.406501245036;0.00446332092135;-0.4317429687467125;-0.34476504;10.0197681366;0.00271738368662;-0.45914896639221103;10.0748005;353.975947732;77.49502435;0.35237556988976815;363.18707;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:9.0:284.5;-0.00615651771786;0.00664289643262;-0.9242064017620026;0.076614454;-0.408485011875;0.00442670033307;-0.4645535451944425;-0.360087936;10.0198023527;0.00272573311097;-0.47156568008918187;10.0748005;353.453396696;77.9168066073;0.4103412909972852;363.18707;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:9.0:441.0;-0.00923477712143;0.00638981385969;-0.8931057000471512;0.076614454;-0.411768488661;0.00440888142411;-0.541754438087104;-0.36391866;10.0215809027;0.00276883911005;-0.49294575467593926;10.0748005;353.033036304;83.2507863934;0.33589302509760177;363.18707;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:9.0:597.5;-0.00855071948571;0.00644128668985;-0.9247227230278989;0.076614454;-0.412178923232;0.00447163150766;-0.600746472221628;-0.36391866;10.0214441027;0.00301368005881;-0.6652614953541591;10.0748005;352.078990696;88.3117202776;0.17776938979488355;361.75604;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:9.0:753.5;-0.00981622610893;0.00636235895173;-0.893308511570531;0.076614454;-0.413991676214;0.00449842664443;-0.6378653367320397;-0.36391866;10.0201101982;0.00313094271903;-0.7424379698858514;10.0748005;351.641010696;81.9023360358;0.35440620303610393;360.33066;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:9.5:409.5;-0.0111501384946;0.00645034591055;-0.9342387463253168;0.076614454;-0.416454283911;0.00456412473483;-0.7018138555222753;-0.36391866;10.019768175;0.00313403122738;-0.7530067130458802;10.0748005;351.567475911;85.9179921368;0.10515299596495087;360.33066;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:9.5:566.0;-0.0149124554268;0.00630250190536;-0.8522418845922703;0.05746084;-0.416078051929;0.00455307090048;-0.6786013325470774;-0.36391866;10.0179212;0.00290637022688;-0.682491215377278;10.0748005;351.577285375;89.3768768105;-0.046382826073917194;361.75604;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:10.0:222.5;-0.0149466583161;0.0062982050949;-0.8541686754747553;0.05746084;-0.414812545625;0.004667107683;-0.7796256861694983;-0.34476504;10.021238883;0.00308607285828;-0.6782192612761073;10.0748005;351.501898964;97.3333529592;-0.3198331748103276;361.75604;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:10.0:378.5;-0.0154254986464;0.00635572364414;-0.8747810621164258;0.05746084;-0.410263561911;0.00455456809248;-0.8211636241903832;-0.34476504;10.0238383071;0.00311276388656;-0.606553478890802;10.0748005;350.947246429;98.9622812339;-0.41850608258390265;361.75604;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
17.0:19.0:10.0:534.5;-0.0150492669768;0.00635736258652;-0.8764546554298249;0.05746084;-0.414299501768;0.00484550179305;-0.9640088161904181;-0.34476504;10.0227096161;0.00308881845091;-0.6087036154589534;10.0748005;351.004602089;97.5127761324;-0.359553511215879;360.33066;0.33104467;0.0;-3.0;0.33104467;246.69849;0.0;-3.0;246.69849
