((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
10.0:42.5:29.0:191.0;0.0987437181375;0.004125536997;0.8801377855638939;0.15322891;0.204806851732;0.00225565171688;-0.06190314652961382;0.24899697;10.013748425;0.00593350404877;-0.7500991094437044;10.093954;514.674753339;299.0362591;-0.9181004476081802;532.65533;0.0;0.0;-3.0;0.0;0.0;0.0;-3.0;0.0
10.0:42.5:29.0:347.5;0.0987437181661;0.00414650047959;0.8447072008739993;0.15322891;0.203575547875;0.00207980181774;0.19690372957678326;0.24899697;10.0080023464;0.00603740572557;-0.7679100291934025;10.0748005;515.804078661;280.842916372;-0.8737305369209607;532.65533;0.0;0.0;-3.0;0.0;0.0;0.0;-3.0;0.0
10.0:42.5:29.0:503.5;0.0976150231589;0.00410543101216;0.965946062498066;0.15322891;0.2045332285;0.00205582484067;0.2574756365850983;0.24899697;10.0083785679;0.00589689329451;-0.7039434717039028;10.0748005;515.567033107;283.88137451;-0.9435958615460209;532.65533;0.0;0.0;-3.0;0.0;0.0;0.0;-3.0;0.0
10.0:42.5:29.0:659.5;0.0968967627107;0.00420911016272;0.8545490833013583;0.15322891;0.203301924804;0.0020194943916;0.36624252374041744;0.24899697;10.0048556643;0.00554816292251;-0.5713819223986749;10.0748005;515.265450786;294.857095079;-1.0315945319282072;532.65533;0.0;0.0;-3.0;0.0;0.0;0.0;-3.0;0.0
10.0:42.5:29.5:316.0;0.0970335743;0.00419568043893;0.8653021777379979;0.15322891;0.205148880375;0.00219928898602;0.08525715917032484;0.24899697;10.0060869607;0.00526555862214;-0.5536581608879212;10.0748005;514.817309571;307.478851059;-1.0404187053361134;532.65533;0.0;0.0;-3.0;0.0;0.0;0.0;-3.0;0.0
10.0:42.5:29.5:472.5;0.0951524159679;0.00407701802796;1.141945655904359;0.15322891;0.204464822768;0.00224757985032;0.021140385705541664;0.24899697;10.0041715929;0.00537338832093;-0.5999283266895521;10.0748005;514.296372518;293.576200253;-0.9659480878623596;528.46606;0.0;0.0;-3.0;0.0;0.0;0.0;-3.0;0.0
10.0:42.5:29.5:628.5;0.0991199501464;0.00405830062817;0.9710342124449354;0.15322891;0.206311778875;0.00238508253491;-0.20747898275100418;0.24899697;9.99931479375;0.00538173496469;-0.512562345137328;10.055647;514.371226554;296.028621545;-0.9923679916265686;528.46606;0.0;0.0;-3.0;0.0;0.0;0.0;-3.0;0.0
10.0:42.5:30.0:284.5;0.098264878175;0.00421070115512;0.785122368965788;0.15322891;0.208534966446;0.00249066620934;-0.36465292068916266;0.2681506;9.99336348929;0.00526541518122;-0.3199938730762937;10.055647;515.646481696;282.972899148;-0.9804509807129191;532.65533;0.0;0.0;-3.0;0.0;0.0;0.0;-3.0;0.0
10.0:42.5:30.0:441.0;0.0997356023071;0.004279151842;0.613448111364653;0.15322891;0.210587139196;0.00243633897622;-0.253713173871553;0.2681506;9.99185855089;0.00514643884053;-0.21192253997107358;10.036493;516.629215411;310.664708857;-1.0184266898289627;532.65533;0.0;0.0;-3.0;0.0;0.0;0.0;-3.0;0.0
10.0:42.5:30.0:597.5;0.0988121243607;0.00426531850808;0.6783918928992771;0.15322891;0.20990308175;0.0023780811009;-0.1477963780163325;0.2681506;9.99295304732;0.0053032166161;-0.3542453074214711;10.055647;517.612306786;299.290855427;-0.9759222318681777;532.65533;0.0;0.0;-3.0;0.0;0.0;0.0;-3.0;0.0
