Time_Biotrace;Time_Light;Lightning
14:19:10:343;15:19:10:328;349.12778
14:19:10:351;15:19:10:328;349.12778
14:19:10:359;15:19:10:328;349.12778
14:19:10:367;15:19:10:328;349.12778
14:19:10:375;15:19:10:328;349.12778
14:19:10:382;15:19:10:328;349.12778
14:19:10:390;15:19:10:328;349.12778
14:19:10:398;15:19:10:328;349.12778
14:19:10:406;15:19:10:328;349.12778
14:19:10:414;15:19:10:328;349.12778
14:19:10:421;15:19:10:328;349.12778
14:19:10:429;15:19:10:328;349.12778
14:19:10:437;15:19:10:431;339.61142
14:19:10:445;15:19:10:431;339.61142
14:19:10:453;15:19:10:431;339.61142
14:19:10:460;15:19:10:431;339.61142
14:19:10:468;15:19:10:431;339.61142
14:19:10:476;15:19:10:431;339.61142
14:19:10:484;15:19:10:431;339.61142
14:19:10:492;15:19:10:431;339.61142
14:19:10:500;15:19:10:431;339.61142
14:19:10:507;15:19:10:431;339.61142
14:19:10:515;15:19:10:431;339.61142
14:19:10:523;15:19:10:431;339.61142
14:19:10:531;15:19:10:431;339.61142
14:19:10:539;15:19:10:431;339.61142
14:19:10:546;15:19:10:431;339.61142
14:19:10:554;15:19:10:549;325.1784
14:19:10:562;15:19:10:549;325.1784
14:19:10:570;15:19:10:549;325.1784
14:19:10:578;15:19:10:549;325.1784
14:19:10:585;15:19:10:549;325.1784
14:19:10:593;15:19:10:549;325.1784
14:19:10:601;15:19:10:549;325.1784
14:19:10:609;15:19:10:549;325.1784
14:19:10:617;15:19:10:549;325.1784
14:19:10:625;15:19:10:549;325.1784
14:19:10:632;15:19:10:549;325.1784
14:19:10:640;15:19:10:549;325.1784
14:19:10:648;15:19:10:549;325.1784
14:19:10:656;15:19:10:549;325.1784
14:19:10:664;15:19:10:549;325.1784
14:19:10:671;15:19:10:549;325.1784
14:19:10:679;15:19:10:673;321.34973
14:19:10:687;15:19:10:673;321.34973
14:19:10:695;15:19:10:673;321.34973
14:19:10:703;15:19:10:673;321.34973
14:19:10:710;15:19:10:673;321.34973
14:19:10:718;15:19:10:673;321.34973
14:19:10:726;15:19:10:673;321.34973
14:19:10:734;15:19:10:673;321.34973
14:19:10:742;15:19:10:673;321.34973
14:19:10:750;15:19:10:673;321.34973
14:19:10:757;15:19:10:673;321.34973
14:19:10:765;15:19:10:673;321.34973
14:19:10:773;15:19:10:673;321.34973
14:19:10:781;15:19:10:781;308.91
14:19:10:789;15:19:10:781;308.91
14:19:10:796;15:19:10:781;308.91
14:19:10:804;15:19:10:781;308.91
14:19:10:812;15:19:10:781;308.91
14:19:10:820;15:19:10:781;308.91
14:19:10:828;15:19:10:781;308.91
14:19:10:835;15:19:10:781;308.91
14:19:10:843;15:19:10:781;308.91
14:19:10:851;15:19:10:781;308.91
14:19:10:859;15:19:10:781;308.91
14:19:10:867;15:19:10:781;308.91
14:19:10:875;15:19:10:781;308.91
14:19:10:882;15:19:10:781;308.91
14:19:10:890;15:19:10:887;293.45547
14:19:10:898;15:19:10:887;293.45547
14:19:10:906;15:19:10:887;293.45547
14:19:10:914;15:19:10:887;293.45547
14:19:10:921;15:19:10:887;293.45547
14:19:10:929;15:19:10:887;293.45547
14:19:10:937;15:19:10:887;293.45547
14:19:10:945;15:19:10:887;293.45547
14:19:10:953;15:19:10:887;293.45547
14:19:10:960;15:19:10:887;293.45547
14:19:10:968;15:19:10:887;293.45547
14:19:10:976;15:19:10:887;293.45547
14:19:10:984;15:19:10:887;293.45547
14:19:10:992;15:19:10:887;293.45547
14:19:11:000;15:19:10:993;293.45547
14:19:11:007;15:19:10:993;293.45547
14:19:11:015;15:19:10:993;293.45547
14:19:11:023;15:19:10:993;293.45547
14:19:11:031;15:19:10:993;293.45547
14:19:11:039;15:19:10:993;293.45547
14:19:11:046;15:19:10:993;293.45547
14:19:11:054;15:19:10:993;293.45547
14:19:11:062;15:19:10:993;293.45547
14:19:11:070;15:19:10:993;293.45547
14:19:11:078;15:19:10:993;293.45547
14:19:11:085;15:19:10:993;293.45547
14:19:11:093;15:19:10:993;293.45547
14:19:11:101;15:19:10:993;293.45547
14:19:11:109;15:19:10:993;293.45547
14:19:11:117;15:19:10:993;293.45547
14:19:11:125;15:19:11:122;251.5781
14:19:11:132;15:19:11:122;251.5781
14:19:11:140;15:19:11:122;251.5781
14:19:11:148;15:19:11:122;251.5781
14:19:11:156;15:19:11:122;251.5781
14:19:11:164;15:19:11:122;251.5781
14:19:11:171;15:19:11:122;251.5781
14:19:11:179;15:19:11:122;251.5781
14:19:11:187;15:19:11:122;251.5781
14:19:11:195;15:19:11:122;251.5781
14:19:11:203;15:19:11:122;251.5781
14:19:11:210;15:19:11:122;251.5781
14:19:11:218;15:19:11:122;251.5781
14:19:11:226;15:19:11:122;251.5781
14:19:11:234;15:19:11:227;220.84679
14:19:11:242;15:19:11:227;220.84679
14:19:11:250;15:19:11:227;220.84679
14:19:11:257;15:19:11:227;220.84679
14:19:11:265;15:19:11:227;220.84679
14:19:11:273;15:19:11:227;220.84679
14:19:11:281;15:19:11:227;220.84679
14:19:11:289;15:19:11:227;220.84679
14:19:11:296;15:19:11:227;220.84679
14:19:11:304;15:19:11:227;220.84679
14:19:11:312;15:19:11:227;220.84679
14:19:11:320;15:19:11:227;220.84679
14:19:11:328;15:19:11:227;220.84679
14:19:11:335;15:19:11:227;220.84679
14:19:11:343;15:19:11:341;218.24652
14:19:11:351;15:19:11:341;218.24652
14:19:11:359;15:19:11:341;218.24652
14:19:11:367;15:19:11:341;218.24652
14:19:11:375;15:19:11:341;218.24652
14:19:11:382;15:19:11:341;218.24652
14:19:11:390;15:19:11:341;218.24652
14:19:11:398;15:19:11:341;218.24652
14:19:11:406;15:19:11:341;218.24652
14:19:11:414;15:19:11:341;218.24652
14:19:11:421;15:19:11:341;218.24652
14:19:11:429;15:19:11:341;218.24652
14:19:11:437;15:19:11:341;218.24652
14:19:11:445;15:19:11:341;218.24652
14:19:11:453;15:19:11:341;218.24652
14:19:11:460;15:19:11:341;218.24652
14:19:11:468;15:19:11:341;218.24652
14:19:11:476;15:19:11:470;195.40634
14:19:11:484;15:19:11:470;195.40634
14:19:11:492;15:19:11:470;195.40634
14:19:11:500;15:19:11:470;195.40634
14:19:11:507;15:19:11:470;195.40634
14:19:11:515;15:19:11:470;195.40634
14:19:11:523;15:19:11:470;195.40634
14:19:11:531;15:19:11:470;195.40634
14:19:11:539;15:19:11:470;195.40634
14:19:11:546;15:19:11:470;195.40634
14:19:11:554;15:19:11:470;195.40634
14:19:11:562;15:19:11:470;195.40634
14:19:11:570;15:19:11:470;195.40634
14:19:11:578;15:19:11:470;195.40634
14:19:11:585;15:19:11:581;172.21521
14:19:11:593;15:19:11:581;172.21521
14:19:11:601;15:19:11:581;172.21521
14:19:11:609;15:19:11:581;172.21521
14:19:11:617;15:19:11:581;172.21521
14:19:11:625;15:19:11:581;172.21521
14:19:11:632;15:19:11:581;172.21521
14:19:11:640;15:19:11:581;172.21521
14:19:11:648;15:19:11:581;172.21521
14:19:11:656;15:19:11:581;172.21521
14:19:11:664;15:19:11:581;172.21521
14:19:11:671;15:19:11:581;172.21521
14:19:11:679;15:19:11:581;172.21521
14:19:11:687;15:19:11:581;172.21521
14:19:11:695;15:19:11:694;153.58475
14:19:11:703;15:19:11:694;153.58475
14:19:11:710;15:19:11:694;153.58475
14:19:11:718;15:19:11:694;153.58475
14:19:11:726;15:19:11:694;153.58475
14:19:11:734;15:19:11:694;153.58475
14:19:11:742;15:19:11:694;153.58475
14:19:11:750;15:19:11:694;153.58475
14:19:11:757;15:19:11:694;153.58475
14:19:11:765;15:19:11:694;153.58475
14:19:11:773;15:19:11:694;153.58475
14:19:11:781;15:19:11:694;153.58475
14:19:11:789;15:19:11:694;153.58475
14:19:11:796;15:19:11:694;153.58475
