median(time1,time1+559);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stressOrNonStress
09:25:28:164;-0.418096021393;0.12828572196;-0.7804296215561961;-0.15322891;-0.13729036288;0.316020686981;-0.4018260472147608;0.4405331;9.89780084911;0.182569958845;-0.5880289261761402;10.304645;699.149819929;63514.652638;-1.207614355060647;974.4952;12.611966;0.0661829711853;-1.9162536652421993;12.885665;314.038164;1.29106870104;-1.308707651498123;315.65332;1
09:25:28:320;-0.408827041232;0.119730618402;-0.6046368043490427;-0.15322891;-0.139581956023;0.321529163764;-0.4310640388155291;0.4405331;9.87929710446;0.186914333514;-0.5699400281310072;10.304645;689.050270607;64806.6579604;-1.201276109049404;974.4952;12.6258416429;0.0641749486092;-1.8471085213045972;12.885665;314.021497214;1.24472989029;-1.2814884175869148;315.65332;1
09:25:28:476;-0.414299502196;0.123349439202;-0.6807575795351761;-0.15322891;-0.152613254452;0.336509346709;-0.5473220014509579;0.4405331;9.88541940089;0.190685097696;-0.5819314244995564;10.247183;682.285845929;66241.0383799;-1.214211678742477;974.4952;12.6397172857;0.0617818591037;-1.7398342820381838;12.885665;314.004830429;1.19783551604;-1.2596965538351852;315.18665;0
09:25:28:632;-0.444124413679;0.121902190934;-0.8206498602875416;-0.17238252;-0.147790647666;0.33074860376;-0.48974045838443736;0.4405331;9.89927155357;0.200262104008;-0.7407377836437385;10.304645;680.399726268;65544.6643415;-1.200638143528161;974.4952;12.6535929286;0.0590037026688;-1.5878572900424295;12.885665;313.988163643;1.15038557831;-1.2454495591733485;315.18665;0
09:25:28:789;-0.446655426393;0.120537252658;-0.8137978791572555;-0.17238252;-0.162634697523;0.344052617265;-0.6458094780206478;0.4405331;9.88962633571;0.201233853774;-0.7749380846087948;10.266336;670.838184554;66254.7934163;-1.1506058611746324;974.4952;12.6674685714;0.0558404793044;-1.3812414254061567;12.885665;313.971496857;1.10238007708;-1.2415521691186786;315.18665;0
09:25:28:945;-0.4506913643;0.114934563844;-0.8103031766051263;-0.17238252;-0.189278743166;0.372919506108;-0.8271240572602543;0.4405331;9.88470113571;0.179237010581;-0.71751448525576;10.2510136;664.795583554;67065.8987644;-1.1288699047575614;974.4952;12.6870461071;0.0538480797876;-1.1065253099127461;12.885665;313.989784357;1.17292244025;-1.0764591247730646;315.18665;0
09:25:29:101;-0.438412530536;0.108579781366;-0.7289051985834201;-0.17238252;-0.221121625898;0.400109574942;-1.0033160318890295;0.4405331;9.88524839821;0.174405666739;-0.6656842153760074;10.2510136;650.229859143;65922.9017855;-0.928461277038132;974.4952;12.7066236429;0.0510891204614;-0.7335226650040454;12.885665;314.008071857;1.24279593811;-0.9731022389175656;315.18665;0
09:25:29:257;-0.462149329571;0.113988101622;-0.8381337202569208;-0.187705408;-0.239351761005;0.418209646276;-1.0957856970564281;0.4405331;9.89975040893;0.182068574197;-0.8146052519857196;10.2739978;629.293323786;59526.2927201;-0.562470239942217;970.65576;12.7264684214;0.0473536794962;-0.21981677580366155;12.885665;314.041458071;1.32898666305;-0.9618687361584923;315.18665;0
09:25:29:414;-0.488793375786;0.123287399875;-0.8589888245312629;-0.187705408;-0.248005089427;0.420310910662;-1.1153292619083888;0.4405331;9.89438055268;0.180210195027;-0.7552297107531998;10.2739978;611.206481286;54081.4369562;-0.02772574012901119;922.0946;12.7473821714;0.0419470653611;0.5128499878588788;12.885665;314.135239143;1.47230034422;-1.1403915257322725;315.18665;0
09:25:29:570;-0.485304681679;0.122472070317;-0.8054931555448333;-0.187705408;-0.253238131459;0.42280362967;-1.1351183014836421;0.4405331;9.88750576607;0.187141350609;-0.7981827342462804;10.304645;595.650223286;49379.6168434;0.6791150446415992;753.9298;12.7682959214;0.0356656813478;1.5926573932898211;12.885665;314.229020214;1.59802424667;-1.2819573537186693;315.18665;0
