Serial_no.;time1;time2;median(time1,time2);mean(HR1);mean(HR2);mean(HR3);mean(HR4);RMSSD1;RMSSD2;RMSSD3;RMSSD4;stress/non-stress
1;09:25:25:984;09:25:30:351;09:25:28:164;63.15972857142858;63.175928571428464;68.09694285714279;68.65411428571431;23.598698127971122;5.6266835201304755;3.2243299494206057;1.9099826906442363;1
2;09:25:26:140;09:25:30:507;09:25:28:320;61.53372857142858;63.83264285714272;68.51922857142853;68.4006857142857;1.0692484592275255;5.6266835201304755;3.2243299494206057;1.9099826906442363;1
3;09:25:26:296;09:25:30:664;09:25:28:476;61.649014285714266;64.48935714285697;68.94151428571426;67.95734285714286;1.0692484592275255;5.6266835201304755;3.2243299494206057;5.56215341741557;0
4;09:25:26:453;09:25:30:820;09:25:28:632;61.76429999999995;65.14607142857125;69.28762857142851;67.14751428571428;1.0692484592275255;5.6266835201304755;3.7475775510709957;5.223936902404843;0
5;09:25:26:609;09:25:30:976;09:25:28:789;61.87958571428566;65.84494285714271;69.41432857142837;66.51494285714288;1.0692484592275255;6.485047701382686;1.9099898554155463;5.223936902404843;0
6;09:25:26:765;09:25:31:132;09:25:28:945;61.994871428571344;66.92387142857132;69.16097142857132;65.88237142857147;1.0692484592275255;6.485049811561864;1.9099826906442363;5.223936902404843;0
7;09:25:26:921;09:25:31:289;09:25:29:101;62.43837142857131;67.67465714285704;68.90754285714281;65.24980000000008;5.727378082793934;3.2243299494206057;1.9099826906442363;5.223936902404843;0
8;09:25:27:078;09:25:31:445;09:25:29:257;63.175928571428464;68.09694285714279;68.65411428571431;64.61722857142867;5.6266835201304755;3.2243299494206057;1.9099826906442363;5.223936902404843;0
9;09:25:27:234;09:25:31:601;09:25:29:414;63.83264285714272;68.51922857142853;68.4006857142857;63.95287142857152;5.6266835201304755;3.2243299494206057;1.9099826906442363;5.977940403404542;0
10;09:25:27:390;09:25:31:757;09:25:29:570;64.48935714285697;68.94151428571426;67.95734285714286;63.19300000000013;5.6266835201304755;3.2243299494206057;5.56215341741557;2.9062519682496664;0
11;09:25:27:546;09:25:31:914;09:25:29:726;65.14607142857125;69.28762857142851;67.14751428571428;62.87585714285724;5.6266835201304755;3.7475775510709957;5.223936902404843;2.9062519682496664;0
12;09:25:27:703;09:25:32:070;09:25:29:882;65.84494285714271;69.41432857142837;66.51494285714288;62.558714285714345;6.485047701382686;1.9099898554155463;5.223936902404843;2.9062519682496664;0
13;09:25:27:859;09:25:32:226;09:25:30:039;66.92387142857132;69.16097142857132;65.88237142857147;62.24157142857147;6.485049811561864;1.9099826906442363;5.223936902404843;2.9062519682496664;0
14;09:25:28:015;09:25:32:382;09:25:30:195;67.67465714285704;68.90754285714281;65.24980000000008;61.924428571428635;3.2243299494206057;1.9099826906442363;5.223936902404843;2.9062519682496664;0
15;09:25:28:171;09:25:32:539;09:25:30:351;68.09694285714279;68.65411428571431;64.61722857142867;61.60728571428581;3.2243299494206057;1.9099826906442363;5.223936902404843;2.9062519682496664;0
16;09:25:28:328;09:25:32:695;09:25:30:507;68.51922857142853;68.4006857142857;63.95287142857152;61.361385714285774;3.2243299494206057;1.9099826906442363;5.977940403404542;0.4081609666237983;0
17;09:25:28:484;09:25:32:851;09:25:30:664;68.94151428571426;67.95734285714286;63.19300000000013;61.4054571428572;3.2243299494206057;5.56215341741557;2.9062519682496664;0.40810486160980375;0
18;09:25:28:640;09:25:33:007;09:25:30:820;69.28762857142851;67.14751428571428;62.87585714285724;61.4494571428572;3.7475775510709957;5.223936902404843;2.9062519682496664;0.40810486160980375;0
19;09:25:28:796;09:25:33:164;09:25:30:976;69.41432857142837;66.51494285714288;62.558714285714345;61.4934571428572;1.9099898554155463;5.223936902404843;2.9062519682496664;0.40810486160980375;0
20;09:25:28:953;09:25:33:320;09:25:31:132;69.16097142857132;65.88237142857147;62.24157142857147;61.5374571428572;1.9099826906442363;5.223936902404843;2.9062519682496664;0.40810486160980375;0
21;09:25:29:109;09:25:33:476;09:25:31:289;68.90754285714281;65.24980000000008;61.924428571428635;61.5814571428572;1.9099826906442363;5.223936902404843;2.9062519682496664;0.40810486160980375;0
22;09:25:29:265;09:25:33:632;09:25:31:445;68.65411428571431;64.61722857142867;61.60728571428581;61.56438571428581;1.9099826906442363;5.223936902404843;2.9062519682496664;1.2352157589228498;0
