ECG;SCR;Temp;HR;HRV_LF
8750.654;4.195;36.168;71.781;56.68
8739.527;4.195;36.168;71.781;56.68
8773.081;4.195;36.168;71.781;57.557
8810.68;4.195;36.168;71.781;57.557
8784.014;4.194;36.169;71.781;57.557
8804.62;4.194;36.167;71.781;57.557
8819.743;4.194;36.164;71.781;57.557
8788.118;4.194;36.164;71.781;57.557
8868.199;4.194;36.167;71.781;57.557
8801.566;4.193;36.168;71.781;57.557
8805.83;4.193;36.169;71.781;57.557
8899.507;4.193;36.168;71.781;57.557
8821.245;4.193;36.169;71.781;57.557
8819.315;4.193;36.168;71.781;57.557
8789.449;4.192;36.168;71.781;57.557
8809.066;4.192;36.169;71.781;57.557
8875.65;4.192;36.168;71.781;57.557
8881.258;4.192;36.168;71.781;57.557
8902.902;4.192;36.169;71.781;57.557
8866.93;4.192;36.168;71.781;57.557
8874.82;4.191;36.167;71.781;57.557
8814.454;4.191;36.167;71.781;57.557
8880.622;4.191;36.17;71.781;57.557
8881.832;4.191;36.171;71.781;57.557
8919.222;4.19;36.168;71.781;57.557
8947.499;4.19;36.169;71.781;57.557
8995.505;4.19;36.171;71.781;57.557
9058.253;4.19;36.171;71.781;57.557
9060.22;4.19;36.171;71.781;57.557
9004.556;4.189;36.17;71.781;57.557
9049.507;4.189;36.171;71.781;57.557
8967.63;4.189;36.169;71.781;57.557
8901.864;4.189;36.172;71.781;57.557
8897.418;4.188;36.17;71.781;57.557
8835.354;4.188;36.168;71.781;58.42
8775.414;4.188;36.17;71.781;58.42
8814.282;4.188;36.171;71.781;58.42
8855.667;4.188;36.169;71.781;58.42
8846.359;4.188;36.169;71.781;58.42
8827.548;4.187;36.167;71.781;58.42
8708.708;4.187;36.172;71.781;58.42
8903.721;4.187;36.171;71.781;58.42
9793.034;4.187;36.172;71.781;58.42
10768.426;4.186;36.173;71.781;58.42
11385.271;4.186;36.172;71.781;58.42
10402.697;4.186;36.172;71.781;58.42
9219.418;4.186;36.172;73.935;58.42
8819.242;4.186;36.173;73.935;58.42
8865.219;4.186;36.172;73.935;58.42
8884.861;4.186;36.175;73.935;58.42
8878.106;4.186;36.174;73.94;58.42
8889.503;4.185;36.17;73.94;58.42
8883.798;4.185;36.173;73.94;58.42
8880.476;4.185;36.171;73.94;58.42
8907.067;4.185;36.17;73.94;58.42
8965.98;4.185;36.171;73.94;58.42
8974.165;4.185;36.172;73.94;58.42
8917.817;4.184;36.173;73.94;58.42
8920.077;4.184;36.172;73.94;58.42
9014.23;4.184;36.173;73.94;58.42
8974.36;4.184;36.174;73.94;58.42
8876.579;4.183;36.173;73.94;58.42
8895.915;4.183;36.175;73.94;58.42
8925.244;4.183;36.175;73.94;58.42
8972.553;4.183;36.173;73.94;58.42
9006.07;4.183;36.172;73.94;58.42
9040.541;4.182;36.172;73.94;59.261
9064.36;4.182;36.172;73.94;59.261
9063.054;4.182;36.174;73.94;59.261
9128.966;4.182;36.17;73.94;59.261
9145.126;4.182;36.171;73.94;59.261
9098.196;4.182;36.174;73.94;59.261
9160.212;4.181;36.172;73.94;59.261
9117.166;4.181;36.172;73.94;59.261
9042.202;4.181;36.175;73.94;59.261
