Time_Accel;AccelX;AccelY;AccelZ
11:11:56:694;0.7278373;11.128249;-0.63206923
11:11:56:694;0.7278373;11.128249;-0.63206923
11:11:56:694;0.7278373;11.128249;-0.63206923
11:11:56:694;0.7278373;11.128249;-0.63206923
11:11:56:694;0.7278373;11.128249;-0.63206923
11:11:56:694;0.7278373;11.128249;-0.63206923
11:11:56:694;0.7278373;11.128249;-0.63206923
11:11:56:694;0.7278373;11.128249;-0.63206923
11:11:56:694;0.7278373;11.128249;-0.63206923
11:11:56:694;0.7278373;11.128249;-0.63206923
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:808;1.340753;9.902418;1.0151415
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:56:927;0.49799395;9.346964;-0.6703765
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:030;0.6703765;9.423578;0.4405331
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:143;1.1492168;9.883265;0.095768064
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:284;0.51714754;9.5385;-0.019153614
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:388;-0.17238252;10.28549;1.1875241
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:509;1.3982137;9.519346;0.4405331
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:611;0.17238252;10.572795;-0.2873042
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:730;0.51714754;8.983045;0.7086837
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:852;0.38307226;10.496181;-0.40222588
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:57:968;-0.40222588;8.0445175;0.4213795
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:085;0.36391866;10.70687;2.0111294
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:205;-0.17238252;10.821792;-0.8619126
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
11:11:58:309;-0.2681506;9.691729;0.90021986
