Time_Biotrace;Time_Accel;AccelX;AccelY;AccelZ
11:54:03:335;11:54:03:294;-0.32561144;11.18571;0.49799395
11:54:03:343;11:54:03:294;-0.32561144;11.18571;0.49799395
11:54:03:351;11:54:03:294;-0.32561144;11.18571;0.49799395
11:54:03:359;11:54:03:294;-0.32561144;11.18571;0.49799395
11:54:03:367;11:54:03:294;-0.32561144;11.18571;0.49799395
11:54:03:375;11:54:03:294;-0.32561144;11.18571;0.49799395
11:54:03:382;11:54:03:294;-0.32561144;11.18571;0.49799395
11:54:03:390;11:54:03:294;-0.32561144;11.18571;0.49799395
11:54:03:398;11:54:03:294;-0.32561144;11.18571;0.49799395
11:54:03:406;11:54:03:294;-0.32561144;11.18571;0.49799395
11:54:03:414;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:421;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:429;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:437;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:445;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:453;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:460;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:468;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:476;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:484;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:492;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:500;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:507;11:54:03:412;0.05746084;9.232041;0.59376204
11:54:03:515;11:54:03:515;-0.32561144;9.825804;0.36391866
11:54:03:523;11:54:03:515;-0.32561144;9.825804;0.36391866
11:54:03:531;11:54:03:515;-0.32561144;9.825804;0.36391866
11:54:03:539;11:54:03:515;-0.32561144;9.825804;0.36391866
11:54:03:546;11:54:03:515;-0.32561144;9.825804;0.36391866
11:54:03:554;11:54:03:515;-0.32561144;9.825804;0.36391866
11:54:03:562;11:54:03:515;-0.32561144;9.825804;0.36391866
11:54:03:570;11:54:03:515;-0.32561144;9.825804;0.36391866
11:54:03:578;11:54:03:515;-0.32561144;9.825804;0.36391866
11:54:03:585;11:54:03:515;-0.32561144;9.825804;0.36391866
11:54:03:593;11:54:03:515;-0.32561144;9.825804;0.36391866
