((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
11.0:54.0:5.0:519.0;0.717815870837;0.368225965025;0.517922925537829;1.3024458;-0.462491358482;0.288674975296;-0.26799047971862766;0.038307227;10.0353305554;0.610868044567;-0.11652330079812945;10.70687;222.156953323;21542.9869654;-1.7372218840938078;385.955672;13.9680301643;0.0821722383512;-0.3507536406558578;14.463443;321.463896446;45.4404085024;-0.9778867804513114;332.3818
11.0:54.0:5.0:675.5;0.69134284053;0.399693646496;0.22544224555984949;1.3024458;-0.477403814196;0.283984957992;-0.24658008166473389;-0.076614454;10.0439497089;0.584656616454;0.06144874930786948;10.5919485;209.382559843;21482.8979955;-1.7364861233553206;374.8411;13.9337343071;0.0799485797339;-0.004645491451562123;13.900372;321.230603946;47.5744307415;-1.0300408410764919;332.3818
11.0:54.0:5.5:331.5;0.661175899423;0.438892602885;0.07133696800962186;1.3024458;-0.499909309507;0.285986675821;-0.34750068808133117;-0.076614454;10.0580755036;0.576431629152;0.16152326189168242;10.5919485;197.187622254;21320.8979059;-1.6898287696343364;371.893;13.89943845;0.0753725094821;0.3945223521491803;13.900372;320.997311446;49.5996021994;-1.072265092194458;332.3818
11.0:54.0:5.5:487.5;0.626938815066;0.417629105722;0.21174339784380214;1.283292;-0.517113358645;0.282572640943;-0.3394495071725765;-0.1340753;10.0939885375;0.544510134376;0.5360476755129095;10.5919485;184.163899575;20555.9679925;-1.6105446772802745;366.06616;13.8651425929;0.0684440275961;0.866036761539934;13.900372;320.764018946;51.5159228763;-1.1044099373708836;332.3818
11.0:54.0:5.5:644.0;0.591470425709;0.414288810399;0.19201269200769655;1.1109096;-0.517729010091;0.279241731128;-0.28167070101583125;-0.1340753;10.1044546304;0.540534761222;0.6275089330413675;10.5919485;171.297189514;19506.2389129;-1.4887719488708193;356.0881;13.8210063929;0.0722936853955;2.8072433901719087;13.900372;320.474263589;54.3364770237;-1.1203649514088783;332.3818
11.0:54.0:6.0:300.5;0.588152746102;0.418178182988;0.1392864816311592;1.1109096;-0.51731857552;0.277596406587;-0.25926540524649866;-0.1340753;10.1241554964;0.516814569184;0.9773945575683962;10.5919485;158.625213523;18330.1430712;-1.3081499597977428;327.75616;13.7621096786;0.0902770945489;3.366168252996193;13.900372;320.099813946;58.4477047652;-1.133998724727686;332.3818
11.0:54.0:6.0:456.5;0.623450121423;0.372522750469;-0.13227310320013919;1.1109096;-0.504150465484;0.264656164337;-0.05278867426852596;-0.1340753;10.0871479768;0.493728233844;1.039971488142668;10.553641;145.672250302;16729.2686283;-1.09278858330309;320.08347;13.7032129643;0.101322857795;2.5493502531042154;13.900372;319.725364304;62.2785074367;-1.1508152208195144;332.3818
11.0:54.0:6.0:612.5;0.624407802316;0.359640558895;-0.44745777333730574;1.1109096;-0.50459510343;0.264003899437;-0.05258851115960805;-0.1340753;10.0498668268;0.429615146365;1.387499161089691;10.553641;133.738391645;15184.1459451;-0.7693581404624332;285.4565;13.6604039929;0.122469419248;1.2602023797668194;13.900372;319.518711518;65.0464086632;-1.1701225362594019;332.3818
11.0:54.0:6.0:769.0;0.601081437316;0.370661991911;-0.5412815528460939;1.1109096;-0.526997991287;0.249059166166;0.018777683807716272;-0.1340753;10.0495590089;0.417597460684;1.5821181288550967;10.553641;121.332782875;13139.0711408;-0.41467210762072115;258.62772;13.6216169571;0.144473845688;0.3276716957057326;13.900372;319.354007946;67.5418192094;-1.1934998650093058;332.3818
11.0:54.0:6.5:425.5;0.556241460566;0.345643280257;-0.43688775060911;1.1109096;-0.510306984905;0.230647127165;0.25934627466144144;-0.1340753;10.0709700125;0.377119746485;2.000992523892922;10.553641;109.467033179;11097.0405649;0.06514419509588398;215.67686;13.5828299214;0.163469403849;-0.32277610076470387;13.900372;319.189304375;69.9829752227;-1.218698110375911;332.3818
