Serial_no.;time1;time2;median(time1,time2);mean(HR1);mean(HR2);mean(HR3);mean(HR4);RMSSD1;RMSSD2;RMSSD3;RMSSD4;stress/non-stress
1;11:31:32:250;11:31:36:617;11:31:34:429;128.55142857142872;128.96457142857116;129.90099999999987;130.85822857142904;1.1978978804071694;0.11734939824955595;0.2964565117326423;0.5853345579892272;0
2;11:31:32:406;11:31:36:773;11:31:34:585;128.44845714285725;128.96457142857128;130.1923142857139;130.8420571428576;0.6662891219595891;0.11734939824955595;0.4434129008415251;0.4836196930362059;0
3;11:31:32:562;11:31:36:929;11:31:34:742;128.71574285714286;129.0111714285715;130.5009999999996;130.76191428571454;0.6662891219595891;0.273250725084111;0.36840185008118054;0.4836196930362059;0
4;11:31:32:718;11:31:37:085;11:31:34:898;128.96740000000003;129.14365714285734;130.73942857142816;130.77797142857122;0.6716253029183066;0.2598588179773114;0.36840185008118054;0.5430029263261532;0
5;11:31:32:875;11:31:37:242;11:31:35:054;129.1349142857144;129.2992285714286;130.85822857142827;130.93788571428544;0.11924345549065285;0.2598588179773114;0.5554705472752465;0.3493201572365105;0
6;11:31:33:031;11:31:37:398;11:31:35:210;129.05748571428575;129.4861999999999;130.86611428571405;131.17731428571406;0.11924345549065285;0.3074377841772092;0.5306186418050493;0.3493201572365105;0
7;11:31:33:187;11:31:37:554;11:31:35:367;128.9953999999999;129.7052857142856;130.8265428571429;131.41659999999996;0.14439712416962208;0.2964565117326423;0.5306186418050493;0.34932629079699157;0
8;11:31:33:343;11:31:37:710;11:31:35:523;128.96457142857116;129.90099999999987;130.85822857142904;131.58477142857143;0.11734939824955595;0.2964565117326423;0.5853345579892272;0.2469179128710098;0
9;11:31:33:500;11:31:37:867;11:31:35:679;128.96457142857128;130.1923142857139;130.8420571428576;131.70520000000005;0.11734939824955595;0.4434129008415251;0.4836196930362059;0.2469179128710098;0
10;11:31:33:656;11:31:38:023;11:31:35:835;129.0111714285715;130.5009999999996;130.76191428571454;131.90677142857183;0.273250725084111;0.36840185008118054;0.4836196930362059;0.29664592640366566;0
11;11:31:33:812;11:31:38:179;11:31:35:992;129.14365714285734;130.73942857142816;130.77797142857122;132.01228571428607;0.2598588179773114;0.36840185008118054;0.5430029263261532;0.16442212486632488;0
12;11:31:33:968;11:31:38:335;11:31:36:148;129.2992285714286;130.85822857142827;130.93788571428544;132.0935714285717;0.2598588179773114;0.5554705472752465;0.3493201572365105;0.16442212486632488;0
13;11:31:34:125;11:31:38:492;11:31:36:304;129.4861999999999;130.86611428571405;131.17731428571406;132.0531428571428;0.3074377841772092;0.5306186418050493;0.3493201572365105;0.2992719888713743;0
14;11:31:34:281;11:31:38:648;11:31:36:460;129.7052857142856;130.8265428571429;131.41659999999996;132.01299999999978;0.2964565117326423;0.5306186418050493;0.34932629079699157;0.29926482942835775;0
15;11:31:34:437;11:31:38:804;11:31:36:617;129.90099999999987;130.85822857142904;131.58477142857143;131.97271428571395;0.2964565117326423;0.5853345579892272;0.2469179128710098;0.29926482942835775;0
16;11:31:34:593;11:31:38:960;11:31:36:773;130.1923142857139;130.8420571428576;131.70520000000005;131.85214285714272;0.4434129008415251;0.4836196930362059;0.2469179128710098;0.34276989509027833;0
17;11:31:34:750;11:31:39:117;11:31:36:929;130.5009999999996;130.76191428571454;131.90677142857183;131.65057142857137;0.36840185008118054;0.4836196930362059;0.29664592640366566;0.3007671042931506;0
18;11:31:34:906;11:31:39:273;11:31:37:085;130.73942857142816;130.77797142857122;132.01228571428607;131.40922857142854;0.36840185008118054;0.5430029263261532;0.16442212486632488;0.5130754981965175;0
19;11:31:35:062;11:31:39:429;11:31:37:242;130.85822857142827;130.93788571428544;132.0935714285717;131.01008571428565;0.5554705472752465;0.3493201572365105;0.16442212486632488;0.5130777332808746;0
20;11:31:35:218;11:31:39:585;11:31:37:398;130.86611428571405;131.17731428571406;132.0531428571428;130.73265714285708;0.5306186418050493;0.3493201572365105;0.2992719888713743;0.448017490965665;0
21;11:31:35:375;11:31:39:742;11:31:37:554;130.8265428571429;131.41659999999996;132.01299999999978;130.42397142857132;0.5306186418050493;0.34932629079699157;0.29926482942835775;0.5579970791676468;0
22;11:31:35:531;11:31:39:898;11:31:37:710;130.85822857142904;131.58477142857143;131.97271428571395;129.9915428571429;0.5853345579892272;0.2469179128710098;0.29926482942835775;0.557999204525436;0
23;11:31:35:687;11:31:40:054;11:31:37:867;130.8420571428576;131.70520000000005;131.85214285714272;129.63939999999997;0.4836196930362059;0.2469179128710098;0.34276989509027833;0.5323827095272752;0
24;11:31:35:843;11:31:40:210;11:31:38:023;130.76191428571454;131.90677142857183;131.65057142857137;129.28711428571415;0.4836196930362059;0.29664592640366566;0.3007671042931506;0.5323827095272752;0
25;11:31:36:000;11:31:40:367;11:31:38:179;130.77797142857122;132.01228571428607;131.40922857142854;128.78417142857103;0.5430029263261532;0.16442212486632488;0.5130754981965175;0.5324976473043288;0
26;11:31:36:156;11:31:40:523;11:31:38:335;130.93788571428544;132.0935714285717;131.01008571428565;128.43917142857103;0.3493201572365105;0.16442212486632488;0.5130777332808746;0.532495493732679;0
27;11:31:36:312;11:31:40:679;11:31:38:492;131.17731428571406;132.0531428571428;130.73265714285708;128.09417142857106;0.3493201572365105;0.2992719888713743;0.448017490965665;0.532495493732679;0
28;11:31:36:468;11:31:40:835;11:31:38:648;131.41659999999996;132.01299999999978;130.42397142857132;127.33957142857112;0.34932629079699157;0.29926482942835775;0.5579970791676468;1.078971605870221;0
29;11:31:36:625;11:31:40:992;11:31:38:804;131.58477142857143;131.97271428571395;129.9915428571429;126.70885714285697;0.2469179128710098;0.29926482942835775;0.557999204525436;1.0789705067251696;0
30;11:31:36:781;11:31:41:148;11:31:38:960;131.70520000000005;131.85214285714272;129.63939999999997;126.07814285714282;0.2469179128710098;0.34276989509027833;0.5323827095272752;1.0789705067251696;0
31;11:31:36:937;11:31:41:304;11:31:39:117;131.90677142857183;131.65057142857137;129.28711428571415;124.92294285714298;0.29664592640366566;0.3007671042931506;0.5323827095272752;1.9094640151257434;0
