median(time1,time1+559);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stressOrNonStress
11:31:34:429;-0.587024049682;0.917651266214;-0.15535966547184232;0.21068975;-0.925906217857;0.280655067771;0.5070842594439888;-0.47884035;10.2850800725;1.16729611988;0.0820982884474799;11.147403;1149.95466446;2194.37524252;-1.3166699369129835;1196.5723;25.1525257679;0.251270754823;0.08121895055531736;25.606325;247.435355036;0.117106397801;0.8345927442395347;247.87497;0
11:31:34:585;-0.539858274325;1.009216472;-0.3424371336437413;0.21068975;-0.927376942429;0.291902215322;0.4742847405210209;-0.5746084;10.17959839;1.31801031911;0.042571389397726644;10.898406;1151.50773429;2094.7263359;-1.2322743528620355;1196.5723;25.2200150536;0.282981890064;-0.06327224605021797;25.606325;247.408816821;0.144993864186;0.41822897637177947;247.87497;0
11:31:34:742;-0.481884389236;1.08062998996;-0.4663137386075622;0.406056608;-0.918621004446;0.304756049046;0.36967832572135606;-0.5746084;10.1351346525;1.38494137261;-0.0729628092975716;10.898406;1153.9262525;1875.53233815;-1.303583067256636;1196.5723;25.2875043393;0.305583417932;-0.27795574496134234;25.606325;247.382278607;0.171472776937;-0.03606810944114969;247.87497;0
11:31:34:898;-0.535206678879;1.24058089511;-0.5764084613751708;0.5746084;-0.895260435643;0.313233366397;0.2464536734194951;-0.4405331;10.161881315;1.4356411919;-0.24784249898668165;11.147403;1152.84650321;1860.36136847;-1.3086171566326386;1196.5723;25.354993625;0.319075338428;-0.49236534969663204;25.606325;247.355740393;0.196543136052;-0.4341498511281552;247.87497;0
11:31:35:054;-0.624955039021;1.24433766466;-0.6980670848297255;0.241335532;-0.900869708679;0.309532591016;0.2944917205256288;-0.38307226;10.2278245043;1.32664225935;-0.06813701291829677;11.147403;1153.56942214;1767.91465256;-1.2330076850118228;1196.5723;25.4224829107;0.323457651552;-0.6992256090553295;26.366055;247.329202179;0.220204941532;-0.7644280476918732;247.87497;0
11:31:35:210;-0.650983431593;1.27360541458;-0.7882843696285202;0.241335532;-0.933978097964;0.27558161535;0.6644972804085589;-0.6512229;10.23004769;1.31809233944;-0.03408602515532744;11.147403;1155.32793643;1643.72057518;-1.1590142584556797;1197.51892;25.5123246607;0.37138565827;-0.4079448734601532;26.366055;247.270408607;0.320708482534;0.5163479567718272;247.87497;0
11:31:35:367;-0.697943990736;1.35229645124;-0.9434655423386618;0.21068975;-0.981793722875;0.232695599373;0.8985240061040329;-0.6512229;10.2871665079;1.47964606417;-0.22964980836759485;11.147403;1160.20454286;1610.02184826;-1.1302011476238032;1201.3054;25.6021664107;0.403170584902;-0.5501961664524506;26.366055;247.211615036;0.414298655454;0.22135561737032017;247.87497;0
11:31:35:523;-0.743399620521;1.26793113495;-0.886903006598172;0.21068975;-0.984769372518;0.232672297168;0.8906743463532605;-0.6512229;10.3367949007;1.42431915829;-0.10731062399917946;11.147403;1163.73173214;1439.39486019;-1.12424824234145;1201.3054;25.6815862857;0.43796011974;-0.8270530992959952;26.366055;247.147526821;0.498155789161;-0.23384502182493172;247.87497;0
11:31:35:679;-0.757457004557;1.2509923025;-0.8497315459971335;0.21068975;-0.962811121125;0.238759525245;0.818906105074293;-0.6512229;10.3456876507;1.42023420135;-0.09452114848686222;11.147403;1163.95748446;1355.01218007;-1.085051123456495;1201.3054;25.7505842857;0.480720486845;-1.0652845916000306;26.366055;247.078143964;0.570243938419;-0.6298970731732121;247.87497;0
11:31:35:835;-0.824597259986;1.21431190969;-0.8140503259612126;0.19153613;-0.933020410161;0.257669168819;0.539729457059269;-0.5746084;10.3834134204;1.4036163022;-0.05334749448445386;11.147403;1165.01050375;1434.32405497;-0.9595840204289492;1201.3054;25.8195822857;0.513959405942;-1.2565888824026974;26.366055;247.008761107;0.632704125946;-0.9409317449299204;247.87497;0
11:31:35:992;-0.857055792914;1.22332259838;-0.8435600797032357;0.19153613;-0.909762449946;0.272842330774;0.3323958084952805;-0.38307226;10.3993519766;1.40559693359;-0.06691344908084007;11.147403;1162.79704804;1509.22089042;-0.8809523494756766;1201.3054;25.8885802857;0.53767687703;-1.3992080083254483;26.991924;246.93937825;0.685536351743;-1.1743577580680158;247.87497;0
11:31:36:148;-0.862699267504;1.2203667886;-0.8331605080807707;0.19153613;-0.899159556946;0.280598350694;0.21736780404555356;-0.34476504;10.4334180409;1.42589667312;-0.14263919764229405;11.453861;1163.42203125;1476.04845505;-0.7928339026065561;1201.3054;25.9707563429;0.589766157937;-1.2149401863714924;26.991924;246.874752054;0.718253047279;-1.3350330734625335;247.87497;0
11:31:36:304;-0.865538106236;1.21357323233;-0.8361725788052414;0.19153613;-0.909865060482;0.282499940967;0.14912590079377397;-0.34476504;10.444191948;1.41658246301;-0.11485962614379863;11.453861;1165.24223321;1453.81371786;-0.6889316112866948;1201.3054;26.0690389143;0.671544799851;-1.0316199779654922;26.991924;246.815939554;0.730488494299;-1.4289687222060339;247.87497;0
11:31:36:460;-0.860407674021;1.2242125963;-0.8753205606081784;0.19153613;-0.910685929625;0.281017298794;0.16709743880511052;-0.34476504;10.4132383391;1.43977699078;-0.19069297519224282;11.453861;1168.4805725;1528.69862346;-0.62033010734674;1202.2559;26.1669622357;0.734781941389;-1.0433939015713936;26.991924;246.759325554;0.738675509535;-1.4759917651170775;247.87497;0
11:31:36:617;-0.822989721879;1.22787129869;-0.8805694337128487;0.21068975;-0.905076657268;0.259555411813;0.49114871994964826;-0.38307226;10.3586505391;1.338201651;-0.08151011350474802;11.147403;1168.35258804;1537.5758027;-0.6487900822776527;1201.3054;26.2634485571;0.782229688856;-1.1073499927428576;26.991924;246.711505554;0.752828847879;-1.5051658744937815;247.87497;0
11:31:36:773;-0.776918442236;1.1865577799;-0.7531320453977779;0.21068975;-0.848607699661;0.285158891918;0.5697012164569721;-0.34476504;10.2621299837;1.23840452613;0.005321991346432853;10.898406;1163.79758696;1931.78357736;1.0735104146437031;1201.3054;26.3599348786;0.811058215878;-1.1727024073754404;26.991924;246.663685554;0.762408681422;-1.495667521161763;247.87497;0
11:31:36:929;-0.7388164317;1.14682489718;-0.5977913212366723;0.21068975;-0.838210023768;0.290404104765;0.48231371995018213;-0.32561144;10.2595305507;1.23810861598;0.003232180947403851;10.898406;1160.25335714;2460.03705391;1.216775167593454;1201.3054;26.4564212;0.821267522453;-1.224005857495713;26.991924;246.615865554;0.767415010166;-1.4480051127692977;247.87497;0
11:31:37:085;-0.691274426521;1.09976801115;-0.3888205367574673;0.21068975;-0.812694674207;0.302547116964;0.34317797145666784;-0.30645782;10.2403085579;1.24838635272;-0.0334839447043791;10.898406;1139.36450804;19358.041925;28.255668223276533;1201.3054;26.5529075214;0.812857608583;-1.2609609819019727;27.811892;246.568045554;0.767847834109;-1.3609223224250377;247.87497;0
11:31:37:242;-0.618011856736;0.942241217641;-0.3424892692660686;0.21068975;-0.772472084355;0.316792194888;0.26458063077249205;-0.2873042;10.1897225079;1.10657840057;0.0070871088525117365;10.898406;1125.49325446;25862.4182495;16.33137514400577;1201.3054;26.6558924268;0.802286584717;-1.2808845280599788;27.811892;246.535183429;0.752836084085;-1.2285117531980578;247.87497;0
11:31:37:398;-0.603509835486;0.96139306046;-0.4138825596016691;0.21068975;-0.753592093302;0.322393768247;0.23210551390767975;-0.24899697;10.1806929543;1.07366936987;0.09275959227635378;10.860099;1120.53808464;25723.7424354;16.050433018495596;1201.3054;26.7600241411;0.773163175997;-1.3387827908448564;27.811892;246.504960929;0.733873108144;-1.0646590914855512;247.87497;0
11:31:37:554;-0.625536492379;0.956720760213;-0.4192378510984116;0.21068975;-0.727358481587;0.328206656996;0.240202909247611;-0.17238252;10.2484830489;1.01255159505;0.26234127407794494;11.147403;1117.60684107;25655.392159;15.866165090060761;1201.3054;26.8526404089;0.756901538793;-1.3545993116566752;27.811892;246.460390607;0.681564742632;-0.783179620894741;247.87497;0
