Time_GPS;Latitude_GPS;Longitude_GPS;Accuracy_GPS;Altitude_GPS;Speed_GPS;Bearing_GPS
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:12:180;48.73727613;9.116112641;25;533;11.81125;314.61118
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
12:00:13:179;48.73738688;9.116136673;15;523;11.314342;314.20627
