time_Biotrace;accel_x;accel_y;accel_z;lightning;speed_GPS;bearing_GPS
11:00:12:187;0.17238252;-0.8810662;10.266336;188.58505;11.81125;314.61118
11:00:12:195;0.7086837;-0.7661445;9.959879;188.58505;11.81125;314.61118
11:00:12:203;0.7086837;-0.7661445;9.959879;188.58505;11.81125;314.61118
11:00:12:210;0.7086837;-0.7661445;9.959879;188.58505;11.81125;314.61118
11:00:12:218;0.7086837;-0.7661445;9.959879;188.58505;11.81125;314.61118
11:00:12:226;0.7086837;-0.7661445;9.959879;188.58505;11.81125;314.61118
11:00:12:234;0.7086837;-0.7661445;9.959879;188.58505;11.81125;314.61118
11:00:12:242;0.7086837;-0.7661445;9.959879;343.65768;11.81125;314.61118
11:00:12:250;0.7086837;-0.7661445;9.959879;343.65768;11.81125;314.61118
11:00:12:257;0.7086837;-0.7661445;9.959879;343.65768;11.81125;314.61118
11:00:12:265;0.7086837;-0.7661445;9.959879;343.65768;11.81125;314.61118
11:00:12:273;0.7086837;-0.7661445;9.959879;343.65768;11.81125;314.61118
11:00:12:281;0.7086837;-0.7661445;9.959879;343.65768;11.81125;314.61118
11:00:12:289;0.7086837;-0.7661445;9.959879;343.65768;11.81125;314.61118
11:00:12:296;0.7086837;-0.7661445;9.959879;343.65768;11.81125;314.61118
11:00:12:304;0.7086837;-0.7661445;9.959879;343.65768;11.81125;314.61118
11:00:12:312;0.05746084;-0.2681506;10.132261;343.65768;11.81125;314.61118
11:00:12:320;0.05746084;-0.2681506;10.132261;343.65768;11.81125;314.61118
11:00:12:328;0.05746084;-0.2681506;10.132261;343.65768;11.81125;314.61118
11:00:12:335;0.05746084;-0.2681506;10.132261;343.65768;11.81125;314.61118
11:00:12:343;0.05746084;-0.2681506;10.132261;343.65768;11.81125;314.61118
11:00:12:351;0.05746084;-0.2681506;10.132261;363.18707;11.81125;314.61118
11:00:12:359;0.05746084;-0.2681506;10.132261;363.18707;11.81125;314.61118
11:00:12:367;0.05746084;-0.2681506;10.132261;363.18707;11.81125;314.61118
11:00:12:375;0.05746084;-0.2681506;10.132261;363.18707;11.81125;314.61118
11:00:12:382;0.05746084;-0.2681506;10.132261;363.18707;11.81125;314.61118
11:00:12:390;0.05746084;-0.2681506;10.132261;363.18707;11.81125;314.61118
11:00:12:398;0.05746084;-0.2681506;10.132261;363.18707;11.81125;314.61118
11:00:12:406;0.05746084;-0.2681506;10.132261;363.18707;11.81125;314.61118
11:00:12:414;0.22984336;-0.5363012;10.362105;363.18707;11.81125;314.61118
11:00:12:421;0.22984336;-0.5363012;10.362105;363.18707;11.81125;314.61118
11:00:12:429;0.22984336;-0.5363012;10.362105;363.18707;11.81125;314.61118
11:00:12:437;0.22984336;-0.5363012;10.362105;363.18707;11.81125;314.61118
11:00:12:445;0.22984336;-0.5363012;10.362105;363.18707;11.81125;314.61118
11:00:12:453;0.22984336;-0.5363012;10.362105;385.34473;11.81125;314.61118
11:00:12:460;0.22984336;-0.5363012;10.362105;385.34473;11.81125;314.61118
11:00:12:468;0.22984336;-0.5363012;10.362105;385.34473;11.81125;314.61118
11:00:12:476;0.22984336;-0.5363012;10.362105;385.34473;11.81125;314.61118
11:00:12:484;0.22984336;-0.5363012;10.362105;385.34473;11.81125;314.61118
11:00:12:492;0.22984336;-0.5363012;10.362105;385.34473;11.81125;314.61118
11:00:12:500;0.22984336;-0.5363012;10.362105;385.34473;11.81125;314.61118
11:00:12:507;0.22984336;-0.5363012;10.362105;385.34473;11.81125;314.61118
11:00:12:515;0.22984336;-0.5363012;10.362105;385.34473;11.81125;314.61118
11:00:12:523;0.22984336;-0.5363012;10.362105;385.34473;11.81125;314.61118
11:00:12:531;0.076614454;0.038307227;9.883265;385.34473;11.81125;314.61118
11:00:12:539;0.076614454;0.038307227;9.883265;385.34473;11.81125;314.61118
11:00:12:546;0.076614454;0.038307227;9.883265;385.34473;11.81125;314.61118
11:00:12:554;0.076614454;0.038307227;9.883265;385.34473;11.81125;314.61118
11:00:12:562;0.076614454;0.038307227;9.883265;385.34473;11.81125;314.61118
11:00:12:570;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:578;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:585;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:593;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:601;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:609;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:617;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:625;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:632;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:640;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:648;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:656;0.076614454;0.038307227;9.883265;407.24304;11.81125;314.61118
11:00:12:664;0.4213795;-0.78529817;10.170568;407.24304;11.81125;314.61118
11:00:12:671;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:679;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:687;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:695;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:703;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:710;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:718;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:726;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:734;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:742;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:750;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:757;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:765;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:773;0.4213795;-0.78529817;10.170568;423.64273;11.81125;314.61118
11:00:12:781;0.4405331;-0.4405331;10.170568;412.09518;11.81125;314.61118
11:00:12:789;0.4405331;-0.4405331;10.170568;412.09518;11.81125;314.61118
11:00:12:796;0.4405331;-0.4405331;10.170568;412.09518;11.81125;314.61118
11:00:12:804;0.4405331;-0.4405331;10.170568;412.09518;11.81125;314.61118
11:00:12:812;0.4405331;-0.4405331;10.170568;412.09518;11.81125;314.61118
11:00:12:820;0.4405331;-0.4405331;10.170568;412.09518;11.81125;314.61118
11:00:12:828;0.4405331;-0.4405331;10.170568;412.09518;11.81125;314.61118
11:00:12:835;0.4405331;-0.4405331;10.170568;412.09518;11.81125;314.61118
11:00:12:843;0.4405331;-0.4405331;10.170568;412.09518;11.81125;314.61118
11:00:12:851;0.4405331;-0.4405331;10.170568;412.09518;11.81125;314.61118
11:00:12:859;0.4405331;-0.4405331;10.170568;412.09518;11.81125;314.61118
