median(time1,time1+559);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stressOrNonStress
11:00:14:367;0.354718081886;0.064914586088;-0.8851263622178425;0.63206923;-0.297907095691;0.0456181009748;-0.2692074892090863;-0.076614454;10.0111149839;0.0702779571035;0.2143953203707203;10.170568;692.644862661;87040.4454943;-1.6024307450691957;1054.5609;10.9962525946;0.393351220556;-0.7261588555663856;11.81125;314.389674929;0.268110730604;2.9360260700291523;314.61118;1
11:00:14:523;0.339668814136;0.0649064439459;-0.7818312663707059;0.59376204;-0.27293899337;0.0428906269868;-0.45295618375175417;-0.05746084;10.0148088821;0.0706588157208;0.19178753126890857;10.170568;721.429362857;86004.4015181;-1.6938571036977557;1058.7328;10.9211023804;0.42334073834;-0.8074403358356768;11.314342;314.435519929;0.345168159278;1.6168735121774747;314.61118;1
11:00:14:679;0.350511127439;0.0718140708248;-0.7644933192396732;0.63206923;-0.269108270048;0.042142230467;-0.4180287091415713;-0.05746084;9.99637353571;0.0749103071774;0.06169656779281363;10.170568;746.488697911;85285.7678492;-1.7080649217090718;1067.1256;10.8459521661;0.44203514671;-0.9067973793455164;11.314342;314.481364929;0.418022059902;0.6708843476591171;314.61118;0
11:00:14:835;0.359506485146;0.0703555916247;-0.6289696260212501;0.63206923;-0.271707688838;0.0400118728148;-0.29092938900589704;-0.076614454;9.9896697625;0.0759586779978;-0.00446999112843427;10.170568;770.257694321;83940.0808167;-1.6755385836391672;1067.1256;10.7708019518;0.449434445666;-1.0009472445407652;11.314342;314.527209929;0.486672432476;-0.017462362481043048;314.61118;0
11:00:14:992;0.357249095229;0.0702755466674;-0.6380272886752967;0.63206923;-0.267432327546;0.0370137839344;-0.4546708741265033;-0.076614454;9.98642051786;0.0751033796168;0.05286314067114839;10.151415;794.962823214;83132.5448316;-1.593553167251979;1067.1256;10.6956517375;0.445538635207;-1.0916385879564263;11.314342;314.573054929;0.551119277001;-0.5303322467988298;315.89484;0
11:00:15:148;0.346269970445;0.0737053324351;-0.7964021211086938;0.63206923;-0.27081841285;0.0389168244443;-0.3895122650586731;-0.076614454;9.98293183571;0.0745819911462;0.10185405826337046;10.132261;818.541583446;81319.5848969;-1.4652504877043404;1071.3473;10.6090755143;0.455965513341;-1.0862363053142678;11.314342;314.66568975;0.810308718145;1.187946902605507;315.89484;0
11:00:15:304;0.345038666445;0.0743783538574;-0.7886206138044578;0.63206923;-0.272289137279;0.0397355268787;-0.4361413869331856;-0.076614454;9.977527775;0.0702790628046;0.12906288873970873;10.132261;838.122270482;81474.3141594;-1.327182995358225;1084.1113;10.5186906214;0.4592232683;-1.1856842420505265;11.314342;314.773921179;1.11478851944;0.863033449165715;315.89484;0
11:00:15:460;0.350374315966;0.0710766617961;-0.6976001972908685;0.63206923;-0.269655515368;0.0395898880843;-0.40966127054097745;-0.076614454;9.97934053571;0.0707574937609;0.09623412918584195;10.132261;859.107732768;81550.4452814;-1.1338491547630885;1092.7053;10.4398410929;0.472182618036;-1.2916460090358406;11.314342;314.891552304;1.38685173061;0.22408737997099548;315.89484;0
11:00:15:617;0.344696637752;0.0743194642507;-0.6650610753561108;0.63206923;-0.275675222368;0.0427285329909;-0.3205557085098434;-0.076614454;9.95847675714;0.0684011524486;-0.0622756697244089;10.113108;878.205648161;80369.837231;-0.889351725579175;1092.7053;10.3672029143;0.487598546555;-1.338680845702331;10.928599;315.014244804;1.62513687057;-0.3202986763411979;315.89484;0
11:00:15:773;0.331733745663;0.0855557531189;-0.5242945584729592;0.63206923;-0.295478690761;0.0507388277317;-0.1359391746777896;-0.076614454;9.96056311429;0.0679840282852;-0.12775758580478191;10.132261;899.921647875;76556.3270092;-0.4890079378750092;1097.0282;10.2945647357;0.492461865102;-1.3691438750232252;10.928599;315.136937304;1.83331511141;-0.7413634029600149;315.89484;0
11:00:15:929;0.324790560752;0.0876974265506;-0.6112289924120318;0.63206923;-0.303858396707;0.0544340916745;-0.3789936512281029;-0.076614454;9.95775846607;0.0679249699862;-0.12990057603635474;10.132261;926.69625725;66321.6513925;-0.10775830814976972;1101.3676;10.2219265571;0.486772573676;-1.3819035342690729;10.928599;315.259629804;2.01138645315;-1.0581269762208967;317.64166;0
11:00:16:085;0.292400432395;0.100486711832;-0.6119323279055111;0.59376204;-0.316684477868;0.0630406950467;-0.3286688848222572;-0.076614454;9.97154220357;0.0653230138155;-0.03541278858545338;10.151415;950.003367964;59313.5073985;0.5507556463640926;1101.3676;10.146339;0.476864741118;-1.358978557301261;10.928599;315.396385232;2.25038617349;-1.0351800459291702;317.64166;1
11:00:16:242;0.278001019162;0.108236996439;-0.7358544523975326;0.59376204;-0.315555782886;0.0628679394183;-0.3052943669387447;-0.076614454;9.96199961339;0.0681332805841;-0.197666966107787;10.151415;976.400511643;50103.0221985;1.5785508739766936;1105.7246;10.0589539286;0.478908759082;-1.2974121159805299;10.928599;315.589392375;2.79678213648;-0.6828245449681645;317.64166;1
11:00:16:398;0.245097847484;0.128920683823;-0.6366082372496429;0.5746084;-0.332452006393;0.0685129601249;-0.4367153103918846;-0.076614454;9.95071264911;0.0578812199718;-0.3421591226430425;10.132261;1000.63909729;39655.2636202;3.1795605046998583;1105.7246;9.97225768393;0.467264167252;-1.3329383369552545;10.928599;315.783079464;3.26627185227;-0.7705315589097546;317.64166;1
11:00:16:554;0.202104825913;0.157962771756;-0.4826433764857323;0.5746084;-0.349143013175;0.07063693539;-0.6408976322066433;-0.076614454;9.96347032589;0.061387093388;-0.07222055143050632;10.132261;1027.16035289;24688.8320003;4.025336898429538;1110.97662;9.89864914821;0.472766245724;-1.2724223546946116;10.387839;315.989685536;3.6099001033;-0.9286200736935952;317.64166;1
11:00:16:710;0.152237025716;0.181738631207;-0.5494286807528597;0.5363012;-0.360874602389;0.074267622405;-0.84029512257653;-0.076614454;9.98895144375;0.0581092728567;0.08116369582312277;10.208876;1044.74684071;17493.8750575;7.230951931587711;1114.4899;9.8250406125;0.467431891135;-1.202200375196531;10.387839;316.196291607;3.86815621683;-1.086002331280762;317.64166;1
11:00:16:867;0.115434726252;0.183847492173;-0.7030732734498399;0.49799395;-0.371751119157;0.0776980996869;-0.9413436730440159;-0.076614454;9.99069578839;0.0584234175023;0.06229602259775957;10.208876;1060.54177357;12796.8634045;14.23165374540546;1114.4899;9.75143207679;0.451261103487;-1.1193238277885793;10.387839;316.402897679;4.04104019285;-1.2168690433684841;317.64166;1
11:00:17:023;0.0894405372339;0.171216528423;-0.6429589078045899;0.4213795;-0.387826473264;0.0840992608096;-1.0158586972974366;-0.076614454;9.99155084196;0.05902181615;0.012462940332019556;10.208876;1080.40055286;3824.0562408;38.267739195541175;1114.4899;9.67354651607;0.432630060108;-1.0136635109070982;10.387839;316.61584875;4.16981475606;-1.3018049319839322;319.61047;1
11:00:17:179;0.0903982174839;0.171534321542;-0.6472347019765854;0.4213795;-0.414162691675;0.0845440793549;-1.0309314798931426;-0.11492168;9.97886159018;0.0590323989299;-0.04168306717226011;10.189722;1086.30444575;2118.28014414;-0.04033568140739252;1118.8989;9.58771790893;0.416088091645;-0.9501925523175516;10.387839;316.840583393;4.27929150841;-1.353550017901891;319.61047;0
