Serial_no.;time1;time2;median(time1,time2);mean(HR1);mean(HR2);mean(HR3);mean(HR4);RMSSD1;RMSSD2;RMSSD3;RMSSD4;stress/non-stress
1;12:06:05:460;12:06:09:828;12:06:07:640;79.88817857142863;77.70079999999989;79.1303214285717;78.21648571428587;1.9923473193772017;1.200066853027729;2.8118520996513516;2.4645634692810505;0
2;12:06:05:617;12:06:09:984;12:06:07:796;79.3991071428572;77.54629999999987;79.55985714285744;78.01252142857162;2.228116423929597;0.6671622697519558;3.647213283328377;0.8236629106263084;0
3;12:06:05:773;12:06:10:140;12:06:07:953;78.86725000000017;77.43458571428556;79.6433928571431;78.15455714285729;2.228116423929597;0.6671622697519558;3.647215721576025;0.8236521138909555;0
4;12:06:05:929;12:06:10:296;12:06:08:109;78.60564285714304;77.39637142857126;79.65346428571446;78.29655714285725;0.9975244145159031;2.889913895984976;2.3228615300281774;0.8236521138909555;0
5;12:06:06:085;12:06:10:453;12:06:08:265;78.43392857142871;77.77533571428572;79.24635714285726;78.67680000000003;0.9975244145159031;2.8899165601266583;2.3228582155176;2.535697678945537;0
6;12:06:06:242;12:06:10:609;12:06:08:421;78.2622142857144;78.15433571428588;78.83921428571435;79.25222857142852;0.9975244145159031;2.8899165601266583;2.3228582155176;2.535697678945537;0
7;12:06:06:398;12:06:10:765;12:06:08:578;77.9842285714286;78.63960714285736;78.48162857142863;79.77810000000002;1.200066853027729;2.8118520996513516;2.4645634692810505;2.3981993066241896;0
8;12:06:06:554;12:06:10:921;12:06:08:734;77.70079999999989;79.1303214285717;78.21648571428587;80.21152857142867;1.200066853027729;2.8118520996513516;2.4645634692810505;2.3981993066241896;0
9;12:06:06:710;12:06:11:078;12:06:08:890;77.54629999999987;79.55985714285744;78.01252142857162;82.90875714285731;0.6671622697519558;3.647213283328377;0.8236629106263084;16.413715288951067;0
10;12:06:06:867;12:06:11:234;12:06:09:046;77.43458571428556;79.6433928571431;78.15455714285729;87.45818571428589;0.6671622697519558;3.647215721576025;0.8236521138909555;16.413715288951067;0
11;12:06:07:023;12:06:11:390;12:06:09:203;77.39637142857126;79.65346428571446;78.29655714285725;92.00761428571444;2.889913895984976;2.3228615300281774;0.8236521138909555;16.413715288951067;0
12;12:06:07:179;12:06:11:546;12:06:09:359;77.77533571428572;79.24635714285726;78.67680000000003;96.31880000000012;2.8899165601266583;2.3228582155176;2.535697678945537;16.23757031308728;0
13;12:06:07:335;12:06:11:703;12:06:09:515;78.15433571428588;78.83921428571435;79.25222857142852;100.43480000000011;2.8899165601266583;2.3228582155176;2.535697678945537;16.23757031308728;0
14;12:06:07:492;12:06:11:859;12:06:09:671;78.63960714285736;78.48162857142863;79.77810000000002;101.99362857142872;2.8118520996513516;2.4645634692810505;2.3981993066241896;25.162976383682437;0
15;12:06:07:648;12:06:12:015;12:06:09:828;79.1303214285717;78.21648571428587;80.21152857142867;101.46048571428591;2.8118520996513516;2.4645634692810505;2.3981993066241896;25.162976383682437;0
16;12:06:07:804;12:06:12:171;12:06:09:984;79.55985714285744;78.01252142857162;82.90875714285731;98.66354285714307;3.647213283328377;0.8236629106263084;16.413715288951067;19.222816932315276;0
17;12:06:07:960;12:06:12:328;12:06:10:140;79.6433928571431;78.15455714285729;87.45818571428589;94.01440000000025;3.647215721576025;0.8236521138909555;16.413715288951067;19.222816932315276;0
18;12:06:08:117;12:06:12:484;12:06:10:296;79.65346428571446;78.29655714285725;92.00761428571444;89.56715714285743;2.3228615300281774;0.8236521138909555;16.413715288951067;20.470077838539396;0
19;12:06:08:273;12:06:12:640;12:06:10:453;79.24635714285726;78.67680000000003;96.31880000000012;86.26469285714309;2.3228582155176;2.535697678945537;16.23757031308728;20.470078109585035;0
20;12:06:08:429;12:06:12:796;12:06:10:609;78.83921428571435;79.25222857142852;100.43480000000011;82.96226428571441;2.3228582155176;2.535697678945537;16.23757031308728;20.470078109585035;0
21;12:06:08:585;12:06:12:953;12:06:10:765;78.48162857142863;79.77810000000002;101.99362857142872;82.21700714285718;2.4645634692810505;2.3981993066241896;25.162976383682437;7.036150012556983;0
22;12:06:08:742;12:06:13:109;12:06:10:921;78.21648571428587;80.21152857142867;101.46048571428591;83.56372142857143;2.4645634692810505;2.3981993066241896;25.162976383682437;7.036150012556983;1
23;12:06:08:898;12:06:13:265;12:06:11:078;78.01252142857162;82.90875714285731;98.66354285714307;85.31146428571428;0.8236629106263084;16.413715288951067;19.222816932315276;7.28862112782644;1
24;12:06:09:054;12:06:13:421;12:06:11:234;78.15455714285729;87.45818571428589;94.01440000000025;87.08046428571431;0.8236521138909555;16.413715288951067;19.222816932315276;7.28862112782644;1
