Time_Biotrace;Time_Accel;AccelX;AccelY;AccelZ
12:06:05:460;13:06:05:378;-0.2873042;9.672575;-0.6703765
12:06:05:468;13:06:05:378;-0.2873042;9.672575;-0.6703765
12:06:05:476;13:06:05:378;-0.2873042;9.672575;-0.6703765
12:06:05:484;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:492;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:500;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:507;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:515;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:523;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:531;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:539;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:546;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:554;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:562;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:570;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:578;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:585;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:593;13:06:05:479;-0.15322891;10.208876;-0.93852705
12:06:05:601;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:609;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:617;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:625;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:632;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:640;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:648;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:656;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:664;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:671;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:679;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:687;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:695;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:703;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:710;13:06:05:597;-0.1340753;9.902418;-0.2681506
12:06:05:718;13:06:05:597;-0.1340753;9.902418;-0.2681506
